step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.980116369882516,-0.9603816183832371,0.9604311616717027,-0.960431161671701,0.960431161671702,-0.9604311616717024,0.9604311616717018,-0.9604311616717016,0.9604311616717017,-0.960431161671703,0.9603816183832373,-0.9801163698825159
2,0.9039855707906183,-0.84711545159291,0.8479300743745555,-0.8479329635070284,0.8479186768968531,-0.8479329167536197,0.8479186769845557,-0.8479329165759696,0.8479186881943594,-0.8479444629646532,0.8471082965357825,-0.9039928391800534
3,0.764624133643138,-0.6765158326426693,0.6798497762572487,-0.679796256588899,0.6797251616192143,-0.6797964866981365,0.6797251589168252,-0.6797964856434016,0.6797245973771556,-0.6799228031444751,0.6764740097029287,-0.7646673119442702
4,0.583627752780171,-0.472905601344004,0.48114475339550067,-0.48075802206297497,0.4805817777403628,-0.4807643723557411,0.4805816649491721,-0.4807644585124086,0.4805742214894129,-0.48133496044630825,0.47278580869062353,-0.5837537928853704
5,0.3869195476167924,-0.2637280968956185,0.27941176953947444,-0.2780364468185481,0.27775945466577323,-0.2780768567958139,0.27775833584489695,-0.2780779054711366,0.27771616970535995,-0.27975096195847626,0.2635020580648015,-0.3871635636226907
6,0.19981748375292913,-0.07446274930729452,0.09975366369647759,-0.09629116784133085,0.09604138437810583,-0.09644722474681999,0.09603520299131774,-0.09645342072132701,0.09587882463799713,-0.10020775573616175,0.07415252896547192,-0.20016581003185174
7,0.042776802304038936,0.07553579914349628,-0.03935472706957882,0.04634872580227545,-0.04626937292621258,0.045899162042513986,-0.04629337462536676,0.04587438627692142,-0.04673660274349056,0.038892188539991546,-0.07584721191319344,-0.043152145593246385
8,-0.07136461486713983,0.17548305753078136,-0.12839566880405417,0.14045813561599585,-0.13956452706827954,0.13939945699527356,-0.13963770205677944,0.13932294192901684,-0.14067554341611233,0.12806518953230805,-0.17568094831734787,0.07107941925923444
9,-0.13828427746468017,0.22363039624150238,-0.1670683522188865,0.18549683161685349,-0.18315050241505304,0.18335327676537377,-0.1833372729883973,0.1831572395529022,-0.18543778959727653,0.16697848397062914,-0.2236254656976237,0.1381928547300333
10,-0.16134099699287127,0.2259853496651011,-0.16273955498997417,0.18829089970534507,-0.18375024744360935,0.18444178930800936,-0.18416607956727726,0.1840061239384847,-0.18794664091135488,0.1629103943634273,-0.22576593301648873,0.16148041500251772
