step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site20,Z_site25
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0
1,0.9801751622459177,-0.9604328736705063,0.960432995070384,-0.9604329941579134,0.9604329941571512,-0.9604329941602454,-0.9604329941486949,0.9801751630656022
2,0.9224243784490147,-0.8479290444571849,0.8479087203280505,-0.8479238328786507,0.8479094807488432,-0.8479236708488455,-0.8479230035619002,0.9224224025241547
3,0.8318808092154469,-0.6797523590522441,0.679651149854331,-0.6797195971732588,0.6796476059380867,-0.6797192667816505,-0.67971863598896,0.8318802846036571
4,0.716711504254533,-0.48063791675791323,0.4803894984202217,-0.48056219980516535,0.48037799541574766,-0.4805621055098255,-0.48056144751014046,0.7167159715822767
