t,norm_ref,norm_tdvp,norm_bug,err_state_tdvp,err_state_bug,err_state_normed_tdvp,err_state_normed_bug,max_abs_err_z_tdvp,max_abs_err_z_bug,max_bond_dim_tdvp,max_bond_dim_bug,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,z_bug_1,z_bug_2,z_bug_3,z_bug_4,z_bug_5,z_bug_6,z_bug_7,z_bug_8,z_bug_9,z_bug_10
0.0000000000,1.0000000000000000e+00,9.9999999999999922e-01,9.9999999999999922e-01,7.7715611723760958e-16,7.7715611723760958e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.2371143170757382e-17,2.2371143170757382e-17,1,1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17
0.0500000000,9.5146992037022815e-01,9.5146915135459698e-01,9.5127702307402850e-01,4.5208569992309933e-03,1.8986216903962327e-01,4.7514468550244890e-03,1.9956628775985077e-01,4.6847118394926709e-05,1.6712519109068451e-02,4,2,9.2016011197575964e-03,9.2392519306575480e-03,9.2650302086476136e-03,9.2811123931081548e-03,9.2888349525642698e-03,9.2888349525641865e-03,9.2811123931081010e-03,9.2650302086476621e-03,9.2392519306575445e-03,9.2016011197576172e-03,9.1815994445637993e-03,9.2091699127540561e-03,9.2375407470288717e-03,9.2546418113623186e-03,9.2621763220358533e-03,9.2610273633977891e-03,9.2510712784625859e-03,9.2309156711670171e-03,9.1978187686390100e-03,9.1547540013626905e-03,4.0179888091652990e-16,-7.4732671784109028e-03,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,-2.2204460492503131e-16,4.5298799980433369e-03
0.1000000000,9.0578299762097358e-01,9.0577998363533518e-01,9.0501882032666159e-01,4.3198098927196196e-03,3.5204540653047556e-01,4.7691511539741018e-03,3.8882731947476623e-01,1.0698176799655082e-04,3.6108847579312667e-02,4,2,1.7486969766094373e-02,1.7751769020802347e-02,1.7932686888282482e-02,1.8045619514051869e-02,1.8099905718400800e-02,1.8099905718400651e-02,1.8045619514051800e-02,1.7932686888282562e-02,1.7751769020802374e-02,1.7486969766094596e-02,1.7460356208418227e-02,1.7710736419574380e-02,1.7898597308681929e-02,1.8012222218416973e-02,1.8062681930667623e-02,1.8055254013848110e-02,1.7989944296242455e-02,1.7860988747404827e-02,1.7656292006520580e-02,1.7379987998098045e-02,2.4229522366910802e-16,-1.8357078558510320e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4408920985006262e-16,8.2259678980120161e-03
0.1500000000,8.6283916012190298e-01,8.6283231720266629e-01,8.6109727062603802e-01,4.3411925873737241e-03,4.8251697454774523e-01,5.0313020192801223e-03,5.5978175079225700e-01,1.6002618837386920e-04,2.7404844385199884e-02,4,2,2.5632115852645077e-02,2.6399604001554791e-02,2.6921826017883475e-02,2.7247901504351673e-02,2.7404844385199884e-02,2.7404844385199797e-02,2.7247901504351500e-02,2.6921826017883479e-02,2.6399604001554319e-02,2.5632115852645146e-02,2.5596806968048034e-02,2.6346109569982956e-02,2.6878549931702411e-02,2.7205277812637763e-02,2.7355613998062744e-02,2.7342981705514358e-02,2.7167482724961389e-02,2.6815177290486658e-02,2.6255540056206617e-02,2.5472089664271277e-02,-3.2960695529260592e-16,1.2297993176409450e-02,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.3306690738754696e-16,1.1227966509943961e-02
0.2000000000,8.2258281031508718e-01,8.2256907268434132e-01,8.1939154405255188e-01,5.6365538441262046e-03,5.8156767602524206e-01,6.8522999749717362e-03,7.0836675007364336e-01,2.0699486183826943e-04,3.7617874554837206e-02,4,2,3.4129136770858437e-02,3.5645505248017365e-02,3.6670311198757438e-02,3.7309771665810690e-02,3.7617874554837206e-02,3.7617874554837082e-02,3.7309771665810558e-02,3.6670311198757473e-02,3.5645505248017170e-02,3.4129136770858479e-02,3.4083716515451772e-02,3.5578861469502954e-02,3.6616715733977234e-02,3.7257477633501179e-02,3.7557177131043229e-02,3.7540231350929709e-02,3.7206763663747200e-02,3.6531737287085198e-02,3.5457681687794840e-02,3.3922141909020209e-02,2.4696276593589932e-16,2.3951266336513566e-02,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.3651783776034916e-02
0.2500000000,7.8498127810962792e-01,7.8495336560173401e-01,7.7978760358274080e-01,9.8030506513612121e-03,6.5317278891929487e-01,1.2488431864415086e-02,8.3482710500965751e-01,2.4856804701872681e-04,7.5426565436348153e-02,4,2,4.3206390982137410e-02,4.5579784969926075e-02,4.7167797331301976e-02,4.8156743570623724e-02,4.8633556964304651e-02,4.8633556964304596e-02,4.8156743570623543e-02,4.7167797331302122e-02,4.5579784969926020e-02,4.3206390982137716e-02,4.3150142487904677e-02,4.5500134708116813e-02,4.7104571406759943e-02,4.8096751141421146e-02,4.8564639496546935e-02,4.8544209633681057e-02,4.8035460787110074e-02,4.7001513484213442e-02,4.5352885293165501e-02,4.2957822935118989e-02,-2.5544903709548797e-16,-2.9846780466422085e-02,-2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,-2.2204460492503131e-16,0.0000000000000000e+00,1.5593395713536530e-02
0.3000000000,7.5000045272251470e-01,7.4994201518196479e-01,7.4217774370734002e-01,1.7588135228363218e-02,7.0323115004223924e-01,2.3451617027757068e-02,9.4251116108051625e-01,2.8702421216694751e-04,5.9898712805052372e-02,4,2,5.2828305436614209e-02,5.5945059378572914e-02,5.8003236657681465e-02,5.9281736272719272e-02,5.9898712805052309e-02,5.9898712805052261e-02,5.9281736272719161e-02,5.8003236657681492e-02,5.5945059378572845e-02,5.2828305436614487e-02,5.2759435312935747e-02,5.5851756198832647e-02,5.7931822376624198e-02,5.9217617236677622e-02,5.9826819671362996e-02,5.9803764453708275e-02,5.9148088392160625e-02,5.7813932136227930e-02,5.5682404172523070e-02,5.2541281224447539e-02,-5.4793887834305692e-16,3.1534067223554230e-02,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,1.7132145002556141e-02
0.3500000000,7.1757997697009390e-01,7.1745793048048068e-01,7.0646016378846910e-01,2.9501774631633323e-02,7.3732199761586048e-01,4.1116018100677568e-02,1.0354492100915220e+00,3.2863020496881612e-04,7.0565488787555752e-02,4,2,6.2704374338500457e-02,6.6195840476901746e-02,6.8469124128794134e-02,6.9881547967726554e-02,7.0565488787555752e-02,7.0565488787555641e-02,6.9881547967726415e-02,6.8469124128794315e-02,6.6195840476901996e-02,6.2704374338500762e-02,6.2615920964070163e-02,6.6084224125598501e-02,6.8389442253946220e-02,6.9816622082061630e-02,7.0496068183361321e-02,7.0471313242948419e-02,6.9741319181281569e-02,6.8259960871254799e-02,6.5896468804009567e-02,6.2375744133531946e-02,4.3269432694865875e-16,4.6526818813455439e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,2.2204460492503131e-16,1.8333547279392400e-02
0.4000000000,6.8761335417157587e-01,6.8736642121435154e-01,6.7253857400966988e-01,4.6172631118442414e-02,7.5901616919129455e-01,6.7160219199592044e-02,1.1159239662951517e+00,3.8480566252312165e-04,7.9729548536941933e-02,4,2,7.2334210489910733e-02,7.5616109490150657e-02,7.7738544938300319e-02,7.9074692642434746e-02,7.9729548536941711e-02,7.9729548536941558e-02,7.9074692642434677e-02,7.7738544938300208e-02,7.5616109490150629e-02,7.2334210489910872e-02,7.2208655807816477e-02,7.5473940320474331e-02,7.7646662539090833e-02,7.9010208003785609e-02,7.9666478416900444e-02,7.9640958253330452e-02,7.8931656237061609e-02,7.7509014037742241e-02,7.5271500117117640e-02,7.1949404827387750e-02,-6.5147493778099476e-17,3.7780027649268688e-02,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9251669265519862e-02
0.4500000000,6.5993922471805400e-01,6.5946195942874042e-01,6.4032183182794777e-01,6.8207388133459460e-02,7.6961586348699251e-01,1.0338890645021713e-01,1.1835367605433840e+00,4.7027688129280820e-04,4.2184397631393306e-01,4,2,8.1098916304078450e-02,8.3485559281527955e-02,8.5084136529379545e-02,8.6151062645290002e-02,8.6693312659243349e-02,8.6693312659243169e-02,8.6151062645289961e-02,8.5084136529379573e-02,8.3485559281528218e-02,8.1098916304078908e-02,8.0904268599664542e-02,8.3291470211789065e-02,8.4971538527809420e-02,8.6085635883110856e-02,8.6638468074395236e-02,8.6612917165014680e-02,8.6006078251353618e-02,8.4829446578751799e-02,8.3078477183277932e-02,8.0628639422786100e-02,-2.3888907481139617e-16,-3.3835841703240510e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,1.9931135686686176e-02
