t,norm_ref,norm_tdvp,norm_bug,err_state_tdvp,err_state_bug,err_state_normed_tdvp,err_state_normed_bug,max_abs_err_z_tdvp,max_abs_err_z_bug,max_bond_dim_tdvp,max_bond_dim_bug,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,z_bug_1,z_bug_2,z_bug_3,z_bug_4,z_bug_5,z_bug_6,z_bug_7,z_bug_8,z_bug_9,z_bug_10
0.0000000000,1.0000000000000000e+00,9.9999999999999922e-01,9.9999999999999922e-01,7.7715611723760958e-16,7.7715611723760958e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.2371143170757382e-17,2.2371143170757382e-17,1,1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17
0.0500000000,9.5146992037022815e-01,9.5146915135459698e-01,9.5127702307402850e-01,4.5208569992309933e-03,1.8986216903962327e-01,4.7514468550244890e-03,1.9956628775985077e-01,4.6847118394926709e-05,1.6712519109068451e-02,4,2,9.2016011197575964e-03,9.2392519306575480e-03,9.2650302086476136e-03,9.2811123931081548e-03,9.2888349525642698e-03,9.2888349525641865e-03,9.2811123931081010e-03,9.2650302086476621e-03,9.2392519306575445e-03,9.2016011197576172e-03,9.1815994445637993e-03,9.2091699127540561e-03,9.2375407470288717e-03,9.2546418113623186e-03,9.2621763220358533e-03,9.2610273633977891e-03,9.2510712784625859e-03,9.2309156711670171e-03,9.1978187686390100e-03,9.1547540013626905e-03,4.0179888091652990e-16,-7.4732671784109028e-03,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,-2.2204460492503131e-16,4.5298799980433369e-03
0.1000000000,9.0578299762097358e-01,9.0578000115812307e-01,9.0501882032666159e-01,4.3099062897136112e-03,3.5204540653047556e-01,4.7582173526159221e-03,3.8882731947476623e-01,1.0691352874639057e-04,3.6108847579312667e-02,8,2,1.7486969766094373e-02,1.7751769020802347e-02,1.7932686888282482e-02,1.8045619514051869e-02,1.8099905718400800e-02,1.8099905718400651e-02,1.8045619514051800e-02,1.7932686888282562e-02,1.7751769020802374e-02,1.7486969766094596e-02,1.7460414604624566e-02,1.7710792505433559e-02,1.7898603653322631e-02,1.8012214488502709e-02,1.8062655469754441e-02,1.8055231526477089e-02,1.7989932115693386e-02,1.7860984634439359e-02,1.7656348733958604e-02,1.7380056237348205e-02,2.4229522366910802e-16,-1.8357078558510320e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4408920985006262e-16,8.2259678980120161e-03
0.1500000000,8.6283916012190298e-01,8.6283265187596847e-01,8.6109727062603802e-01,4.1160824538549216e-03,4.8251697454774523e-01,4.7704056819220433e-03,5.5978175079225700e-01,1.5978737360095724e-04,2.7404844385199884e-02,8,2,2.5632115852645077e-02,2.6399604001554791e-02,2.6921826017883475e-02,2.7247901504351673e-02,2.7404844385199884e-02,2.7404844385199797e-02,2.7247901504351500e-02,2.6921826017883479e-02,2.6399604001554319e-02,2.5632115852645146e-02,2.5596984685931391e-02,2.6346320753522168e-02,2.6878627233106078e-02,2.7205272736765485e-02,2.7355526420054621e-02,2.7342882582343075e-02,2.7167429426285916e-02,2.6815207832803001e-02,2.6255778303223121e-02,2.5472328479044189e-02,-3.2960695529260592e-16,1.2297993176409450e-02,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.3306690738754696e-16,1.1227966509943961e-02
0.2000000000,8.2258281031508718e-01,8.2257150181964067e-01,8.1939154405255188e-01,3.9382376248048405e-03,5.8156767602524206e-01,4.7876619960383494e-03,7.0836675007364336e-01,2.0660845824500146e-04,3.7617874554837206e-02,8,2,3.4129136770858437e-02,3.5645505248017365e-02,3.6670311198757438e-02,3.7309771665810690e-02,3.7617874554837206e-02,3.7617874554837082e-02,3.7309771665810558e-02,3.6670311198757473e-02,3.5645505248017170e-02,3.4129136770858479e-02,3.4083970077290714e-02,3.5579430749387297e-02,3.6617059589247991e-02,3.7257579806504182e-02,3.7557057969022756e-02,3.7540075998483025e-02,3.7206771256506899e-02,3.6531971633151805e-02,3.5458322006231224e-02,3.3922528312613477e-02,2.4696276593589932e-16,2.3951266336513566e-02,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.3651783776034916e-02
0.2500000000,7.8498127810962792e-01,7.8496397219920877e-01,7.7978760358274080e-01,3.7756688204017151e-03,6.5317278891929487e-01,4.8098864066202143e-03,8.3482710500965751e-01,2.4760811647093345e-04,7.5426565436348153e-02,8,2,4.3206390982137410e-02,4.5579784969926075e-02,4.7167797331301976e-02,4.8156743570623724e-02,4.8633556964304651e-02,4.8633556964304596e-02,4.8156743570623543e-02,4.7167797331302122e-02,4.5579784969926020e-02,4.3206390982137716e-02,4.3150836116897975e-02,4.5501985314409410e-02,4.7105898820393288e-02,4.8097355028123512e-02,4.8564656711831022e-02,4.8544160535292424e-02,4.8035918569842351e-02,4.7002675527787474e-02,4.5354894730090356e-02,4.2958782865666782e-02,-2.5544903709548797e-16,-2.9846780466422085e-02,-2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,-2.2204460492503131e-16,0.0000000000000000e+00,1.5593395713536530e-02
0.3000000000,7.5000045272251470e-01,7.4997617506284908e-01,7.4217774370734002e-01,3.6301762957331638e-03,7.0323115004223924e-01,4.8402022361838026e-03,9.4251116108051625e-01,2.8257123242536597e-04,5.9898712805052372e-02,8,2,5.2828305436614209e-02,5.5945059378572914e-02,5.8003236657681465e-02,5.9281736272719272e-02,5.9898712805052309e-02,5.9898712805052261e-02,5.9281736272719161e-02,5.8003236657681492e-02,5.5945059378572845e-02,5.2828305436614487e-02,5.2763249996055972e-02,5.5858082150809840e-02,5.7936159877078452e-02,5.9219698490856676e-02,5.9827362633555425e-02,5.9804187486836913e-02,5.9149935739294057e-02,5.7818085373745221e-02,5.5689109189444086e-02,5.2545734204189121e-02,-5.4793887834305692e-16,3.1534067223554230e-02,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,1.7132145002556141e-02
0.3500000000,7.1757997697009390e-01,7.1754807606094362e-01,7.0646016378846910e-01,3.5138617434581419e-03,7.3732199761586048e-01,4.8967294957242028e-03,1.0354492100915220e+00,3.1137136900095952e-04,7.0565488787555752e-02,8,2,6.2704374338500457e-02,6.6195840476901746e-02,6.8469124128794134e-02,6.9881547967726554e-02,7.0565488787555752e-02,7.0565488787555641e-02,6.9881547967726415e-02,6.8469124128794315e-02,6.6195840476901996e-02,6.2704374338500762e-02,6.2631577293718016e-02,6.6102960322253795e-02,6.8401203797620158e-02,6.9822049900772981e-02,7.0497825829433369e-02,7.0472838243444330e-02,6.9746320726512379e-02,6.8271541316006490e-02,6.5916075990877038e-02,6.2393002969499803e-02,4.3269432694865875e-16,4.6526818813455439e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,2.2204460492503131e-16,1.8333547279392400e-02
0.4000000000,6.8761335417157587e-01,6.8757350599881839e-01,6.7253857400966988e-01,3.4719731318307800e-03,7.5901616919129455e-01,5.0491239490949146e-03,1.1159239662951517e+00,3.3434240933702397e-04,7.9729548536941933e-02,8,2,7.2334210489910733e-02,7.5616109490150657e-02,7.7738544938300319e-02,7.9074692642434746e-02,7.9729548536941711e-02,7.9729548536941558e-02,7.9074692642434677e-02,7.7738544938300208e-02,7.5616109490150629e-02,7.2334210489910872e-02,7.2255574049834223e-02,7.5520285503141910e-02,7.7673562438401678e-02,7.9021939398892516e-02,7.9670485630171567e-02,7.9644541667379165e-02,7.8942612795714129e-02,7.7535651324534133e-02,7.5319564839076092e-02,7.1999868080573848e-02,-6.5147493778099476e-17,3.7780027649268688e-02,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9251669265519862e-02
0.4500000000,6.5993922471805400e-01,6.5989131785397526e-01,6.4032183182794777e-01,3.6254859275325086e-03,7.6961586348699251e-01,5.4933861288213089e-03,1.1835367605433840e+00,3.5221144677977101e-04,4.2184397631393306e-01,8,2,8.1098916304078450e-02,8.3485559281527955e-02,8.5084136529379545e-02,8.6151062645290002e-02,8.6693312659243349e-02,8.6693312659243169e-02,8.6151062645289961e-02,8.5084136529379573e-02,8.3485559281528218e-02,8.1098916304078908e-02,8.1015837829652090e-02,8.3388762107722392e-02,8.5024547814953833e-02,8.6107562627149581e-02,8.6645857910410851e-02,8.6619705772188443e-02,8.6026826254342353e-02,8.4881724853382690e-02,8.3178449008049105e-02,8.0746704857299137e-02,-2.3888907481139617e-16,-3.3835841703240510e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,1.9931135686686176e-02
