t,norm_ref,norm_tdvp,norm_bug,err_state_tdvp,err_state_bug,err_state_normed_tdvp,err_state_normed_bug,max_abs_err_z_tdvp,max_abs_err_z_bug,max_bond_dim_tdvp,max_bond_dim_bug,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,z_bug_1,z_bug_2,z_bug_3,z_bug_4,z_bug_5,z_bug_6,z_bug_7,z_bug_8,z_bug_9,z_bug_10
0.0000000000,1.0000000000000000e+00,9.9999999999999922e-01,9.9999999999999922e-01,7.7715611723760958e-16,7.7715611723760958e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.2371143170757382e-17,2.2371143170757382e-17,1,1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17
0.0500000000,9.5146844138369180e-01,9.5146841579198571e-01,9.5127702118386182e-01,2.3420787620864492e-04,1.3504360980115068e-01,2.4615412111788309e-04,1.4194591707088344e-01,1.7295731780178625e-06,1.9153451138571718e-02,4,2,9.1015306869475232e-03,9.1435435111883109e-03,9.1540965429264681e-03,9.1567409978692282e-03,9.1573663695090797e-03,9.1573663695090970e-03,9.1567409978692768e-03,9.1540965429264057e-03,9.1435435111881982e-03,9.1015306869475232e-03,9.1014379207954819e-03,9.1426311531191407e-03,9.1531512134437887e-03,9.1552495099541664e-03,9.1556707799162473e-03,9.1556367963310792e-03,9.1550791798811759e-03,9.1526290178605696e-03,9.1426781599916462e-03,9.1006689743690101e-03,4.0179228314171793e-16,-1.0009907627383408e-02,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,4.5289550869221651e-03
0.1000000000,9.0576059382903196e-01,9.0576047716901409e-01,9.0501879158532639e-01,2.2301232738808506e-04,2.5516661386944023e-01,2.4621551517719137e-04,2.8182953602866362e-01,3.3834511603270112e-06,3.7198751587611503e-02,4,2,1.6759879346611106e-02,1.7059400544427630e-02,1.7135750122681107e-02,1.7155213963529918e-02,1.7159882743260680e-02,1.7159882743260663e-02,1.7155213963529974e-02,1.7135750122680891e-02,1.7059400544427700e-02,1.6759879346611144e-02,1.6759707239907613e-02,1.7057849972792694e-02,1.7134139308178031e-02,1.7152380190377514e-02,1.7156588925800520e-02,1.7156499292100336e-02,1.7151945608033181e-02,1.7132819036322633e-02,1.7057429235560084e-02,1.6757942618458373e-02,2.1750807915624491e-16,-2.0139351043183873e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.1102230246251565e-16,8.2217847751860640e-03
0.1500000000,8.6273230984515648e-01,8.6273204467795050e-01,8.6109713238918251e-01,2.1253797242936514e-04,3.6000798756024871e-01,2.4635432943930836e-04,4.1767987847176469e-01,4.7981812301908788e-06,2.4603360508783069e-02,4,2,2.3403403060491490e-02,2.4294825665883896e-02,2.4527551803596285e-02,2.4588444546299906e-02,2.4603360508783069e-02,2.4603360508783055e-02,2.4588444546299923e-02,2.4527551803596059e-02,2.4294825665883663e-02,2.3403403060491278e-02,2.3403108877285504e-02,2.4292720944063706e-02,2.4525327326998692e-02,2.4584474817486768e-02,2.4598705951789201e-02,2.4598562327552864e-02,2.4583805250466162e-02,2.4523385868826852e-02,2.4291887649656896e-02,2.3400571246881136e-02,8.2355806318193295e-16,3.2753113986004889e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-3.3306690738754696e-16,1.1217377071231802e-02
0.2000000000,8.2226702049210598e-01,8.2226655483606004e-01,8.1939112916265711e-01,2.0307341894624004e-04,4.4957729833915561e-01,2.4696714996578752e-04,5.4770085941725177e-01,5.9923718009960436e-06,3.1855134602928277e-02,4,2,2.9347670647824398e-02,3.1190372617248302e-02,3.1687251302866801e-02,3.1821442608772912e-02,3.1855134602928228e-02,3.1855134602928277e-02,3.1821442608772989e-02,3.1687251302866572e-02,3.1190372617248011e-02,2.9347670647824179e-02,2.9347197929611296e-02,3.1187782950366116e-02,3.1684459313006730e-02,3.1816528510942743e-02,3.1849340605057785e-02,3.1849142231127281e-02,3.1815643385319392e-02,3.1682048030915899e-02,3.1186572762337106e-02,2.9344081413144159e-02,3.2029046020602077e-17,1.3488120663869840e-02,-1.1102230246251565e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3631278636922730e-02
0.2500000000,7.8426781693087111e-01,7.8426710396430532e-01,7.7978664214873383e-01,1.9759814207745234e-04,5.2424136569316981e-01,2.5195085323347706e-04,6.7034029609957146e-01,6.9496666233598292e-06,9.8373708404402682e-02,4,2,3.4819407897491272e-02,3.7920678498076725e-02,3.8790844606687996e-02,3.9033982533987793e-02,3.9096599115079081e-02,3.9096599115079081e-02,3.9033982533987821e-02,3.8790844606687774e-02,3.7920678498076565e-02,3.4819407897491141e-02,3.4818669513535030e-02,3.7917648963555151e-02,3.8787534092026232e-02,3.9028317949454494e-02,3.9089903650156466e-02,3.9089649448455721e-02,3.9027232926409028e-02,3.8784779771378064e-02,3.7916088021434258e-02,3.4815140821864238e-02,1.0981435434308952e-16,1.3629438690247941e-01,-1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,1.5559442510069601e-02
0.3000000000,7.4864994836522880e-01,7.4864894470635490e-01,7.4217585232553851e-01,2.1359027314254381e-04,5.8468695040562801e-01,2.8529763299185549e-04,7.8433928210537285e-01,7.6549247362070472e-06,1.0536566265870934e-01,4,2,3.9974931620090026e-02,4.4532366771416317e-02,4.5871577974775091e-02,4.6258532537542835e-02,4.6360574782874100e-02,4.6360574782874149e-02,4.6258532537542883e-02,4.5871577974774813e-02,4.4532366771415935e-02,3.9974931620089929e-02,3.9973760675716098e-02,4.4528866433791170e-02,4.5867763412557938e-02,4.6252290253003925e-02,4.6353229953322417e-02,4.6352919858137942e-02,4.6251021443752427e-02,4.5864769378807957e-02,4.4526978978870035e-02,3.9969960472990090e-02,4.1196046089915718e-16,-6.0833295887293026e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.4408920985006262e-16,1.7081432689940338e-02
0.3500000000,7.1533383917940174e-01,7.1533249563157686e-01,7.0645684112939178e-01,3.0856255436830367e-04,6.3186483311232799e-01,4.3135093319579727e-04,8.8875922109058958e-01,8.1954468705708328e-06,9.2352910935403570e-02,4,2,4.4914301333511625e-02,5.0978639442712449e-02,5.2855274125636981e-02,5.3414547090202977e-02,5.3565015605670813e-02,5.3565015605670854e-02,5.3414547090203032e-02,5.2855274125636884e-02,5.0978639442712137e-02,4.4914301333511486e-02,4.4912352082523047e-02,5.0974434759086723e-02,5.2850820662843662e-02,5.3407785475483305e-02,5.3557210789532045e-02,5.3556845998406599e-02,5.3406351643332461e-02,5.2847667888246852e-02,5.0972247982931151e-02,4.4908396393606047e-02,-2.8646301449131313e-16,-4.1374271492691128e-02,1.1102230246251565e-16,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,1.8263154443680565e-02
0.4000000000,6.8423878922617232e-01,6.8423701881248633e-01,6.7253320178454812e-01,5.7223966152748480e-04,6.6692218561122552e-01,8.3631280798425987e-04,9.8298649203767052e-01,9.1201424124026653e-06,6.7536388364810046e-02,4,2,4.9692278423227931e-02,5.7150387682114535e-02,5.9592625501756022e-02,6.0340442869213820e-02,6.0544651348243814e-02,6.0544651348243848e-02,6.0340442869213765e-02,5.9592625501755661e-02,5.7150387682114202e-02,4.9692278423228084e-02,4.9688854478080101e-02,5.7144793887377143e-02,5.9587013774911046e-02,6.0332899973786130e-02,6.0536280733965497e-02,6.0535862321223516e-02,6.0331322726801362e-02,5.9583761448978756e-02,5.7142339425520577e-02,4.9684835621215499e-02,3.0183495756941671e-16,1.2468677604692457e-01,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2204460492503131e-16,1.9159171659875199e-02
0.4500000000,6.5527759340362735e-01,6.5527518789930339e-01,6.4031368023367485e-01,1.0988864308285756e-03,6.9113075599633167e-01,1.6769775527306979e-03,1.0667173339036895e+00,1.1353245965045611e-05,5.1406393956668905e-01,4,2,5.4327022353508336e-02,6.2903742625975728e-02,6.5888978673834961e-02,6.6824151844439891e-02,6.7081654747886882e-02,6.7081654747886910e-02,6.6824151844439905e-02,6.5888978673834642e-02,6.2903742625975256e-02,5.4327022353508406e-02,5.4320835669093133e-02,6.2895236036973889e-02,6.5880941479000088e-02,6.6814905269781594e-02,6.7071811675469550e-02,6.7071337597690794e-02,6.6813206087602162e-02,6.5877625427869596e-02,6.2892546422147838e-02,5.4316821008881175e-02,1.4167358799436687e-16,-4.5116019694071330e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2204460492503131e-16,-2.2204460492503131e-16,0.0000000000000000e+00,-4.4408920985006262e-16,1.9814665764957880e-02
