step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9690489065288426,-0.9603940119497237,0.9604311616717041,-0.9604311616717163,0.9604311616716259,-0.9604311616715997,0.9604311616716689,-0.9604311616717035,0.9604311616717035,-0.9604311616717041,0.9603940119497216,-0.9690489065288983
2,0.8654166120032335,-0.8476011153961851,0.8479235457069397,-0.8479329296875842,0.8479186769187119,-0.8479329167534799,0.8479186769845897,-0.847932916620557,0.847918674414698,-0.8479378361545402,0.8475868094646649,-0.8654309530800868
3,0.7040320439646361,-0.6787044877844246,0.6797683741376503,-0.6797963065539134,0.6797251598005323,-0.6797964866271173,0.6797251588972036,-0.6797964858915186,0.6797248617924352,-0.6798400891855139,0.6786326548438688,-0.7041041460272524
4,0.5088958853957776,-0.47837187571780687,0.48076033758278086,-0.48076185333224336,0.4805817037505885,-0.4807643710377182,0.48058166481075243,-0.4807643998574341,0.48057877233495216,-0.4809444408982368,0.4781873880734272,-0.5090813831648319
5,0.3070065577362805,-0.2739234771269779,0.2782573486222957,-0.2780630695287151,0.27775870623278276,-0.2780768513868045,0.27775833907367165,-0.2780771909896129,0.2777438733289861,-0.2785792017431127,0.2736008951334723,-0.3073317270120852
6,0.12334357327412128,-0.0902865645640758,0.09712148320191821,-0.09639787124432792,0.09603720300228391,-0.09644723900948271,0.09603525036077454,-0.09644917436947958,0.09598526666539575,-0.0975394925486302,0.08986781457347032,-0.12376745321213631
7,-0.02320361313015899,0.05401831591879358,-0.04431278959204199,0.04603466903369419,-0.04628568762699925,0.045898916824517966,-0.046293055591069665,0.04589139141482096,-0.04642829987617342,0.043909957607597194,-0.054420846238155796,0.022792714782449933
8,-0.12219489853273384,0.14911970446623501,-0.13648442241864195,0.13970769730963284,-0.13961428670637066,0.13939807306725405,-0.13963625230931592,0.13937533277244946,-0.13994262617644238,0.13623585031087837,-0.14936512138000585,0.1219378915220177
9,-0.1720340085574232,0.19405947355758696,-0.17883610441092396,0.1839603753527499,-0.18327713668501616,0.18334798680731512,-0.18333218887148106,0.18329073436956966,-0.18393701574203009,0.17884137806311018,-0.19404603848086016,0.17203360956119418
10,-0.17863598028013172,0.1953586572949666,-0.17830125830440502,0.18550590461799066,-0.18403062433999584,0.18442584770911452,-0.18415132738160556,0.18430044709556925,-0.18521889948669995,0.1785664519280623,-0.19507861543623284,0.17890175431256597
