t,z_ref_qutip,DOUBLEADAPTIVE,DOUBLEFIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,1,1,1,1,1
0.005,0.9996000433757238,0.9996000590234949,0.9996000449411302,0.9996000433323894,0.9996000433323876
0.01,0.9984006933747864,0.9984007593316042,0.998400858151091,0.998400693132997,0.9984006931755786
0.015,0.9964035082311856,0.9964036666924175,0.9964038410180925,0.9964035077207031,0.9964035082827263
0.02,0.9936110832483755,0.9936113768523682,0.9936118486977648,0.9936110806056295,0.9936110838582074
0.025,0.990027045963105,0.9900275078305986,0.9900284006573028,0.9900270349669331,0.9900270474660353
0.03,0.9856560506368197,0.9856567343506205,0.9856582420131439,0.9856560159413327,0.9856560533143199
0.035,0.9805037674232182,0.9805047082382069,0.9805070265926661,0.980503680741955,0.9805037749252989
0.04,0.9745768881109632,0.9745781362950334,0.9745815595033726,0.9745766866325783,0.9745768962047819
0.045,0.9678830937815861,0.9678846832015324,0.9678895171851254,0.967882676787905,0.9678831009278994
0.05,0.9604310522037859,0.9604330410887656,0.9604395688932353,0.9604302640758315,0.9604310606610377
0.055,0.9522304060251359,0.9522327982193575,0.952241305359973,0.9522290128031593,0.9522304211427498
0.06,0.943291761675054,0.9432946110691999,0.9433053710591317,0.9432894184713454,0.943291787149328
0.065,0.933626673593554,0.9336300122469541,0.9336434100573429,0.9336228855942132,0.9336267058735621
0.07000000000000001,0.923247608406108,0.9232514667547776,0.9232679557940476,0.923241703634516,0.9232476488479663
0.075,0.9121679476124327,0.9121723539703668,0.9121922638933467,0.9121590211213343,0.9121679924463915
0.08,0.9004019470484884,0.90040694400944,0.9004305084324339,0.9003888180150666,0.9004019969918061
0.08500000000000001,0.8879647282604969,0.8879703370684023,0.8879977391033566,0.887945876391527,0.8879647845292107
0.09,0.8748722533065071,0.8748785004022427,0.8749098433378735,0.8748457495212316,0.8748723152894315
0.095,0.8611412901344174,0.8611481975870681,0.8611835166655879,0.8611047294243677,0.8611413628894555
0.1,0.8467894100459695,0.8467969919860129,0.8468362491060336,0.846739812986138,0.8467894883179278
0.105,0.8318349242435443,0.8318432034178143,0.8318862688421892,0.8317686667212852,0.8318350127529169
0.11,0.8162968921324314,0.8163058838723249,0.8163525469188188,0.8162095902803861,0.8162969892617288
0.115,0.8001950676978258,0.8002047901642505,0.8002547815732944,0.8000814787941286,0.8001951734322124
0.12,0.7835498743857804,0.7835603480317915,0.7836133819665818,0.7834037841552391,0.7835499930013781
0.125,0.7663823909702897,0.7663936158622261,0.7664494207997653,0.7661964753408226,0.766382516509144
0.13,0.7487142813443786,0.7487262819159495,0.7487845945069048,0.7484799978807627,0.7487144210674366
0.135,0.7305678104905999,0.7305805862383188,0.7306411903787209,0.7302752325804969,0.7305679592800811
0.14,0.7119657640649746,0.7119793259170094,0.7120420429946944,0.7116034536087426,0.711965925376373
0.145,0.69293144509525,0.692945800251934,0.6930104910471583,0.692486286062807,0.6929316206376666
0.15,0.6734886271875699,0.6735037788683977,0.6735703388447416,0.6729456631258013,0.6734888181410279
0.155,0.6536614924358045,0.65367747026636,0.6537458200337843,0.6530037829314231,0.6536617269184108
0.16,0.6334746533290454,0.6334914789446464,0.6335615619193964,0.6326830652530372,0.6334749555768293
0.165,0.6129530790876496,0.6129707741986858,0.6130425495521112,0.6120061081343582,0.6129534754467429
0.17,0.5921220933767599,0.5921406504317444,0.5922140878256751,0.5909956445793902,0.5921225833227759
0.175,0.571007285476267,0.5710266900505635,0.5711017615213272,0.5696744994191121,0.5710078638614544
0.18,0.5496344924990724,0.5496547256055939,0.5497313970980628,0.5480655464719153,0.5496351517004575
0.185,0.528029789192776,0.5280508016842506,0.5281290287715259,0.5261916661138643,0.5280304933643802
0.19,0.5062193490697074,0.5062411366354359,0.5063208655481225,0.504075703373515,0.5062201090216565
0.195,0.4842295044794843,0.4842520842004766,0.4843332554869897,0.4817404266642658,0.4842303541572598
0.2,0.4620867093959612,0.4621100951239717,0.462192647480277,0.4592084872650159,0.4620876812253994
0.205,0.4398175128945089,0.4398416788291984,0.4399255522600317,0.4365023796572672,0.4398186013461606
0.21,0.4174484734801802,0.4174733652322783,0.4175585034878752,0.4136444028237755,0.4174496461092337
0.215,0.3950060773022464,0.3950316667441777,0.395118019052489,0.390656622610312,0.3950073295474723
0.22,0.3725168146016808,0.3725430404842396,0.372630562538446,0.3675608352482228,0.3725181103420964
0.225,0.3500070102958641,0.3500338507476235,0.3501225048969344,0.3443785321310758,0.3500083543205507
0.23,0.3275028574747341,0.3275303318195639,0.32762008640312,0.3211308659339726,0.3275042973072447
0.235,0.3050304227215103,0.3050585512253607,0.3051493789929374,0.2978386181588955,0.3050320083908729
0.24,0.2826156288807129,0.2826443734692418,0.2827362491110729,0.2745221681839709,0.2826173536466015
0.245,0.2602841813992361,0.2603134243066504,0.2604063213021623,0.2512014638885721,0.2602859604012221
0.25,0.238061361016822,0.2380910556003515,0.2381849428223759,0.2278959939199861,0.2380631820706731
0.255,0.2159722100129674,0.2160023108116244,0.2160971494099959,0.2046247616607658,0.2159740636269754
0.26,0.194041434612158,0.1940718911758424,0.194167632109351,0.1814062609491007,0.194043307758914
0.265,0.1722933586797955,0.1723241226104217,0.1724207049102507,0.1582584535973771,0.1722952417668412
0.27,0.1507518877639873,0.1507829234029496,0.1508802730326961,0.1351987487468655,0.1507537852427441
0.275,0.1294404874658831,0.1294717727266291,0.129569801845036,0.1122439840889143,0.1294424185824716
0.28,0.1083822331581493,0.10841368002908,0.1085122865143888,0.08941040897547192,0.1083841523750971
0.285,0.0875995736933325,0.08763115533892374,0.08773022251239893,0.06671366943400325,0.08760149771269465
0.29,0.0671144360262594,0.06714618053279747,0.06724557707335815,0.04416879509414656,0.06711643746168561
0.295,0.04694825258301997,0.04698018160344869,0.04707976166629602,0.02179018802567528,0.04695039853490296
0.3,0.02712193644754403,0.02715400196751316,0.02725360551704359,-0.0004083865203518,0.02712422520161323
0.305,0.007655804955490291,0.007687876849133746,0.007787330203103515,-0.02241380748297506,0.00765815347047627
0.31,-0.01143059947112463,-0.01139859122701742,-0.01129947465952419,-0.04421360349843745,-0.01142821342155043
0.315,-0.03011829120566461,-0.03008645580286068,-0.02998787461739921,-0.0657959565734253,-0.0301159283836745
0.32,-0.04838901632337064,-0.04835744868689595,-0.04825961244589605,-0.08714970396189664,-0.04838672268045902
0.325,-0.06622527098815743,-0.06619400096270206,-0.06609712905647247,-0.1082643382896428,-0.06622302694887336
0.33,-0.08361025237165982,-0.08357926278399963,-0.08348358322009442,-0.1291300059771227,-0.08360799100263555
0.335,-0.1005278194309567,-0.1004971219358838,-0.1004028700827972,-0.1497375040171134,-0.1005255023952836
0.34,-0.1169625112855089,-0.1169322211424808,-0.1168396384503224,-0.1700782751692852,-0.1169602037265737
0.345,-0.1328998044150925,-0.1328699741011573,-0.1327793068201346,-0.1901444016389934,-0.1328975086681242
0.35,-0.1483259345293753,-0.1482965802245029,-0.148208078140213,-0.2099285973121947,-0.1483236167164965
0.355,-0.1632278976526951,-0.1631990380760162,-0.1631129532756921,-0.2294241986225686,-0.1632255266294608
0.36,-0.1775934953345323,-0.1775651574924422,-0.1774817431669484,-0.2486251541305458,-0.1775910485524287
0.365,-0.191411340833607,-0.1913835703889428,-0.1913030796662089,-0.2675260128970428,-0.1914088148213212
0.37,-0.2046708978625431,-0.2046437402417747,-0.2045664250441744,-0.2861219117371986,-0.2046682894473502
0.375,-0.2173623602408826,-0.2173359702418068,-0.2172620801625266,-0.3044085614414229,-0.2173597762692077
0.38,-0.2294769074017722,-0.2294514101143483,-0.2293811913120477,-0.3223822320524314,-0.2294744257550189
0.385,-0.2410066471034494,-0.2409820616049935,-0.2409157557189155,-0.3400397372878468,-0.2410042404900696
0.39,-0.2519444936140458,-0.2519207826345418,-0.2518586257238555,-0.3573784181981965,-0.2519420793297732
0.395,-0.2622841339783159,-0.2622612901286141,-0.2622035116402721,-0.3743961261499844,-0.2622816602280589
0.4,-0.2720200722514504,-0.2719981615295044,-0.2719449832989708,-0.3910912052227398,-0.2720175617482893
0.405,-0.2811477709337383,-0.2811268349996482,-0.2810784702885437,-0.4074624741077447,-0.2811452232655615
0.41,-0.2896634996153871,-0.2896436083278554,-0.2896002609022053,-0.4235092075944691,-0.2896609438715245
0.415,-0.2975644030313102,-0.2975456365515746,-0.2975074998036588,-0.4392311177286377,-0.2975618799965801
0.42,-0.3048485349176245,-0.3048309283100855,-0.3047981844265362,-0.4546283347233666,-0.3048460417582707
0.425,-0.3115147623524771,-0.3114983409456393,-0.3114711601238853,-0.4697013877019079,-0.311512288062379
0.43,-0.3175628062683132,-0.3175475743712626,-0.3175261140861237,-0.4844511853474471,-0.3175603204679975
0.435,-0.3229931694546708,-0.3229791637258126,-0.322963568047769,-0.4988789965318347,-0.3229906758406478
0.44,-0.3278072208345731,-0.3277944708386439,-0.3277848698050487,-0.5129864309915355,-0.3278047178148607
0.445,-0.3320071397431156,-0.3319956745279031,-0.3319921835682734,-0.5267754201150874,-0.3320046270861399
0.45,-0.3355958888753803,-0.3355857597581493,-0.335588479174499,-0.5402481979023759,-0.3355933905670913
0.455,-0.3385772811600451,-0.3385685056845464,-0.3385775201876851,-0.553407282151793,-0.3385747894282425
0.46,-0.3409558638114373,-0.3409484726125068,-0.3409638509149974,-0.5662554559270911,-0.3409533860543109
0.465,-0.3427369851535071,-0.3427309879029152,-0.3427527823694591,-0.5787957493514575,-0.3427345099471348
0.47,-0.3439267080822054,-0.3439221308547791,-0.3439503772105089,-0.5910314217719597,-0.3439242426018648
0.475,-0.3445318396106073,-0.3445287165981383,-0.3445634336954319,-0.6029659443332288,-0.3445294013960619
0.48,-0.3445599378852562,-0.3445582790316553,-0.3445994686757856,-0.6146029829950177,-0.3445575225259997
0.485,-0.344019223519237,-0.344019052840275,-0.3440666996742918,-0.6259463820240092,-0.344016843017543
0.49,-0.3429186421762396,-0.3429199546296042,-0.34297402607872,-0.6370001479862845,-0.3429162818569328
0.495,-0.341267753790462,-0.3412705632146982,-0.3413310094903061,-0.6477684342628197,-0.3412654202751344
0.5,-0.3390767823480798,-0.3390810991019141,-0.3391478532654451,-0.6582555261066334,-0.3390744812251792
0.505,-0.3363565780382908,-0.3363624032034357,-0.3364353812900553,-0.6684658262565402,-0.3363543080920715
0.51,-0.3331185763249113,-0.3331259148249229,-0.3332050160271056,-0.6784038411190143,-0.3331163426754281
0.515,-0.3293748095480916,-0.3293836489674827,-0.3294687558784682,-0.6880741675263869,-0.3293726024894532
0.52,-0.3251378095776939,-0.3251481729859253,-0.3252391519029579,-0.6974814800765265,-0.3251356574128608
0.525,-0.3204206965833204,-0.3204325826458268,-0.3205292839331167,-0.7066305190562683,-0.3204186057424641
0.53,-0.3152370925522649,-0.3152504776225153,-0.3153527361338599,-0.7155260789482039,-0.3152350496873269
0.535,-0.3096010859996315,-0.3096159364855738,-0.3097235720465504,-0.7241729975179629,-0.309599070348386
0.54,-0.3035271987857937,-0.3035434912128386,-0.3036563091625185,-0.7325761454768926,-0.3035252022276044
0.545,-0.2970303482431917,-0.2970481012782101,-0.297165893070387,-0.7407404167129679,-0.2970284073109075
0.55,-0.2901259321526519,-0.290145127357858,-0.2902676712218162,-0.7486707190809417,-0.290124048769507
0.555,-0.2828297017152699,-0.2828503046995504,-0.2829773663605106,-0.756371965741103,-0.2828278643244035
0.5600000000000001,-0.2751577484019954,-0.2751797161999757,-0.2753110496594046,-0.7638490670345401,-0.2751559393188895
0.5649999999999999,-0.2671264624365969,-0.2671497652349458,-0.2672851136110362,-0.7711069228815485,-0.267124679543959
0.57,-0.2587525171657558,-0.2587771482872981,-0.2589162447160623,-0.778150415688748,-0.2587507838614834
0.575,-0.2500529031621662,-0.2500788274172232,-0.2502213960148174,-0.7849844037495033,-0.2500512166698651
0.58,-0.2410448211876276,-0.2410720026195926,-0.2412177595065794,-0.7916137151215362,-0.2410431802564982
0.585,-0.2317456900672948,-0.2317740841125086,-0.231922738501031,-0.7980431419649552,-0.2317440870809061
0.59,-0.222173092161695,-0.2222026646010706,-0.2223539199460836,-0.8042774353234547,-0.2221715320360556
0.595,-0.212344769331196,-0.2123754915598633,-0.2125290467758047,-0.8103213003311153,-0.2123432647273773
0.6,-0.2022786146546396,-0.202310439577292,-0.2024659903218294,-0.8161793918269737,-0.2022771618096084
0.605,-0.1919926026341216,-0.1920254828043162,-0.1921827228310368,-0.8218563103594235,-0.1919911994327161
0.61,-0.1815047841641953,-0.1815386675494936,-0.1816972901317401,-0.8273565985624759,-0.1815034258329455
0.615,-0.1708332349838279,-0.1708680850617008,-0.1710277844900026,-0.832684737885987,-0.1708319341116807
0.62,-0.1599960688044045,-0.1600318445410287,-0.1601923176969471,-0.8378451456621037,-0.1599948352425009
0.625,-0.1490114025884323,-0.1490480464177427,-0.1492089944272001,-0.8428421724903682,-0.1490102313462645
0.63,-0.137897307411956,-0.1379347559381897,-0.1380958859077528,-0.8476800999242691,-0.1378961892742089
0.635,-0.1266717822873008,-0.1267099770957335,-0.1268710039356539,-0.8523631384422697,-0.1266707145348031
0.64,-0.115352726968859,-0.1153916269438823,-0.1155522752819986,-0.8568954256868382,-0.1153517256039118
0.645,-0.103957956545188,-0.1039975103276759,-0.1041575165187013,-0.8612810249553109,-0.1039570286531598
0.65,-0.09250515220461554,-0.09254529506842474,-0.09270440930345719,-0.8655239239269967,-0.09250429273171645
0.655,-0.08101182568879252,-0.08105248763577344,-0.08121047615722621,-0.8696280336113067,-0.08101102543660288
0.66,-0.06949528914929294,-0.06953640933994254,-0.06969305676744864,-0.8735971875023121,-0.06949454910117958
0.665,-0.0579726458653864,-0.0580141730757659,-0.05816928484895212,-0.8774351409255445,-0.05797197753631717
0.67,-0.04646078655553155,-0.04650266064900888,-0.04665606559335289,-0.8811455705635023,-0.04646019335689766
0.675,-0.0349763467635986,-0.03501850071409202,-0.03517005373641513,-0.8847320741467948,-0.03497582591796589
0.68,-0.02353568089678146,-0.02357804735113278,-0.02372763227159064,-0.8881981702984528,-0.02353522988728801
0.6850000000000001,-0.01215484170951468,-0.01219735930886273,-0.01234489183655457,-0.8915472985194539,-0.0121544644882281
0.6899999999999999,-0.0008495735672207723,-0.0008921799386066853,-0.001037610798251432,-0.8947828193040969,-0.0008492734315597716
0.695,0.01036471311036267,0.01032208215683883,0.01017876393951184,-0.8979080143743944,0.01036493443920039
0.7,0.02147296075559603,0.02143037173701889,0.02128913538323152,-0.9009260870231627,0.02147310375614042
0.705,0.03246048947797813,0.03241800477934187,0.03227877413045765,-0.9038401625560657,0.03246055048601737
0.71,0.04331300477350858,0.04327068555673597,0.04313333526436008,-0.9066532888233693,0.04331297900823183
0.715,0.05401660962575194,0.05397452291938021,0.05383887444388186,-0.9093684368326516,0.05401649839662914
0.72,0.06455783694180872,0.06451604576389935,0.0643818631726808,-0.9119885014342426,0.06455763788850022
0.725,0.07492364715282537,0.07488221767485831,0.07474920323162831,-0.9145163020716265,0.07492336152568446
0.73,0.085101460545028,0.08506045072496493,0.08492824026109819,-0.9169545835895061,0.0851010819540956
0.735,0.09507914785062321,0.09503861842181222,0.09490677648081092,-0.9193060170926806,0.09507867336942288
0.74,0.1048450532655172,0.1048050677905415,0.1046730825365119,-0.9215732008493259,0.1048444835991948
0.745,0.1143880130178448,0.1143486305832471,0.1142159084643042,-0.9237586612326701,0.1143873453101396
0.75,0.1236973491820067,0.1236586336075339,0.1235244937648891,-0.9258648536954583,0.1236965863353103
0.755,0.1327629047381678,0.1327249081680139,0.1325885765815737,-0.9278941637720132,0.1327620391137129
0.76,0.141575015250029,0.1415377986161316,0.141398401977314,-0.9298489081030048,0.1415740492379757
0.765,0.1501245492820127,0.1500881700050756,0.1499447293075775,-0.9317313354784359,0.1501234831069154
0.77,0.1584029041626066,0.1583674148481036,0.1582188386872897,-0.9335436278946986,0.1584017346808021
0.775,0.1664020049862822,0.1663674589799036,0.166212536551547,-0.9352879016218043,0.1664007313402471
0.78,0.1741143252048223,0.1740807665222613,0.1739181603112274,-0.9369662082772667,0.1741129388492362
0.785,0.1815328532554999,0.1815003439564843,0.1813285821060716,-0.9385805359033502,0.1815313654245038
0.79,0.1886511542487002,0.1886197433065916,0.1884372116591573,-0.9401328100447169,0.1886495649169212
0.795,0.1954633341929553,0.1954330644385927,0.1952379982380743,-0.9416248948236798,0.1954616391032505
0.8,0.2019640479750784,0.2019349564824687,0.2017254317294843,-0.9430585940106325,0.2019622391062357
0.805,0.2081484955272465,0.208120618384907,0.2078945428350455,-0.9444356520873366,0.2081465659433354
0.8100000000000001,0.2140124026149187,0.2139857986020063,0.2137409023979927,-0.945757755301052,0.2140103702153225
0.8149999999999999,0.2195520888799982,0.2195267939424878,0.2192606198709331,-0.9470265327076316,0.2195499509452373
0.82,0.2247644010672394,0.2247404475731951,0.2244503409366991,-0.9482435572019832,0.2247621535793727
0.825,0.2296467350993468,0.229624146199787,0.2293072442952705,-0.9494103465343632,0.2296443671650563
