step,Z_site1,Z_site4,Z_site8
0,1.0,-1.0,-1.0
1,0.9801168640737143,-0.9604311616717318,-0.9800675276078672
2,0.903993348763141,-0.847924976777002,-0.9038587817668265
3,0.7646587681067639,-0.6797556838546317,-0.7644702547493644
4,0.5837127763912177,-0.48065059628039347,-0.5835085212298181
5,0.38704638388399737,-0.2778287877084946,-0.3868584898780024
6,0.1998741071124946,-0.09593473811031994,-0.199718541561169
7,0.04243506838530182,0.04699449627566904,-0.04230826958823956
8,-0.07280259016556168,0.14177895091585063,0.07291954802983007
9,-0.14205996198379892,0.18832731210350417,0.1421917809691321
10,-0.1693740406807589,0.19409200168708363,0.16954036259688443
11,-0.16437470736144624,0.17132458141346385,0.16458236346084812
12,-0.13936275519369246,0.13386708114031964,0.1396037661832234
13,-0.10639473066514568,0.0942057625041608,0.10665013280093802
14,-0.07499138029015381,0.06136340902271176,0.07523869617863178
15,-0.05087661549089255,0.039952783337507736,0.051097774014202214
16,-0.035869210238408535,0.030413299173674302,0.03605612327478509
17,-0.028760090127821707,0.030177225945350772,0.0289164249685051
18,-0.026789998707241608,0.03532985543981254,0.026929200772372045
19,-0.02724800414397723,0.042278656552327376,0.027388748578340644
20,-0.02874965321217878,0.049022413063499526,0.02891040975124419
