step,Z_site1,Z_site4,Z_site8
0.0,1.0,-1.0,-1.0
1.0,0.9604311616847873,-0.960431161664865,-0.9604311616717522
2.0,0.847924886822476,-0.8479248872896803,-0.8479248868061561
3.0,0.6797557473330016,-0.6797557483477412,-0.6797557472925527
4.0,0.4806544084899236,-0.4806544099517044,-0.48065440839777707
5.0,0.277852838944481,-0.27785284048147824,-0.2778528387792368
6.0,0.0960251472985203,-0.09602514834250996,-0.09602514709324156
7.0,-0.04674229236928845,0.04674229245012093,0.046742292470021596
8.0,-0.1412054333444803,0.14120543510921438,0.14120543305501349
9.0,-0.18720710383952163,0.18720710768242171,0.18720710275855085
10.0,-0.19215030249883888,0.19215030861806054,0.19215030018364687
11.0,-0.16827304817874825,0.1682730565888512,0.16827304422836786
12.0,-0.1294564968750257,0.12945650743143136,0.12945649097599876
13.0,-0.08828886045469261,0.08828887286948267,0.08828885237186568
14.0,-0.053956784452449225,0.053956798305635906,0.05395677399080523
15.0,-0.03128313430793904,0.031283149075396186,0.03128312129474031
16.0,-0.020933125177839462,0.020933140292508617,0.02093310949691743
17.0,-0.02054081431380589,0.020540829254576648,0.020540795977958638
18.0,-0.026330820469102567,0.026330834848126983,0.026330799677885097
19.0,-0.034760618400370966,0.03476063201153401,0.03476059553138772
20.0,-0.043778858066394366,0.04377887087081339,0.04377883359000567
