step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9658943525439597,-0.9604059049154707,0.9604311616712428,-0.9604311616712422,0.9604311616723612,-0.9604311616723715,0.9604311616717092,-0.960431161671703,0.9604311616717027,-0.9604311616717023,0.9604059049154505,-0.9658943525438694
2,0.8586858858927608,-0.8477226041620428,0.847921797241299,-0.8479329241272089,0.8479186769410271,-0.8479329167547882,0.8479186769845911,-0.8479329166631044,0.8479186745368495,-0.847936068465078,0.8477083231229897,-0.8587001885532222
3,0.694540119818369,-0.6791182778703007,0.6797521954055656,-0.6797963652616948,0.6797251594947515,-0.679796486612697,0.6797251588948887,-0.6797964861612916,0.679724964890267,-0.6798237606119292,0.6790466394119925,-0.6946119224534866
4,0.4977546988541841,-0.47929305957256035,0.48069218692063137,-0.4807627720544844,0.48058168956618896,-0.48076437083129986,0.4805816648524886,-0.4807643891944984,0.480579835705705,-0.4808757435592288,0.4791092664020109,-0.4979391050768179
5,0.2954422072770875,-0.27553775106543493,0.27806497599536045,-0.27806824833703164,0.2777585701376589,-0.27807685093804924,0.2777583403278377,-0.27807706362379436,0.27774931995533125,-0.27838551079650464,0.2752167701314168,-0.29576475267181396
6,0.11250757965063797,-0.0926961176561602,0.09669982673196514,-0.09641670645767758,0.09603647482130273,-0.0964472443633973,0.09603526232131648,-0.09644844610497816,0.09600435026875231,-0.0971154422893824,0.09228004999507777,-0.11292674012067201
7,-0.03239350859897298,0.050828083098407584,-0.045085236003050144,0.04598235324696398,-0.046288435992437926,0.045898864998169975,-0.04629298700806833,0.045894217661594294,-0.0463761647547527,0.044685886451869494,-0.0512272513653122,0.03198930844444771
8,-0.1291580932329327,0.14528628939265698,-0.1377182579457532,0.1395874547814342,-0.1396224511364239,0.1393978156555064,-0.13963596690965624,0.1393838266952553,-0.13982363290900857,0.13747387973852004,-0.14552875917193597,0.12890867192263414
9,-0.17656219229913142,0.18982317314335778,-0.18060081752691548,0.18372097821000155,-0.1832974679651993,0.18334706327263806,-0.1833312428839875,0.1833119471681114,-0.18370057870534584,0.18061035700743278,-0.18980870344934303,0.17656838826218746
10,-0.18086273147702153,0.19102294334880127,-0.18060158796273862,0.1850810324259074,-0.18407481228164668,0.1844231746448602,-0.1841486890460582,0.18434643960018315,-0.18479899950996126,0.1808705306167102,-0.1907450446152042,0.1811321284862128
