step,Z_site1,Z_site4,Z_site5,Z_site6
0,1.0,-1.0,1.0,-1.0
1,0.9690489065289686,-0.960431161671702,0.9603940119497189,-0.9690489065289675
2,0.8654148859470281,-0.8479237771902804,0.8475860649296039,-0.8654148859470355
3,0.7039558572800545,-0.6797082015387151,0.6785642745552387,-0.7039558572800679
4,0.5083592981310759,-0.48028941522254215,0.47768325587324345,-0.508359298131094
5,0.3048704882183509,-0.27630774155314125,0.2715599619585065,-0.30487048821837315
6,0.11718326448084752,-0.09137639368255568,0.08392885062179645,-0.11718326448087195
7,-0.03748087798254992,0.05782088602841484,-0.06826453908385544,0.037480877982526146
8,-0.15026562976446076,0.16333593508878352,-0.17669746964626837,0.15026562976443603
9,-0.22035404315892762,0.2254895752108313,-0.24125388677165183,0.22035404315890922
10,-0.25288307489107476,0.2506137708949606,-0.2678348634637171,0.2528830748910649
11,-0.2560101362147705,0.2479412000555088,-0.26532505175639354,0.2560101362147647
12,-0.23817514332470804,0.2267129553398844,-0.24277283760281476,0.23817514332470718
13,-0.20639357690264662,0.19436296283255294,-0.2076277853942753,0.20639357690264754
14,-0.16595271063787975,0.15616660961998902,-0.16540903323647677,0.16595271063788175
15,-0.12132412837627725,0.11617203332706927,-0.12061428753949238,0.12132412837628045
16,-0.07763851831098806,0.07875483467599681,-0.07820982411004657,0.07763851831099124
17,-0.041853076916993935,0.04991192767296826,-0.04482696528226604,0.0418530769169955
18,-0.02285745117739753,0.03751909875916687,-0.02890835746781495,0.02285745117739596
19,-0.030179079850072114,0.05018868471890919,-0.039464168331857175,0.030179079850074723
20,-0.0715219515726292,0.09493785196354299,-0.08367129474208934,0.07152195157263255
21,-0.1498965234926131,0.17440631412288266,-0.1640696585642758,0.14989652349261248
22,-0.26137154668434354,0.28464278531120013,-0.2763783797634274,0.26137154668433193
23,-0.39438336299520854,0.4143932643378841,-0.4088557686227643,0.39438336299519083
24,-0.5310910647456418,0.5463860615896472,-0.5436792540256961,0.5310910647456282
25,-0.6506152726762873,0.6604653759064973,-0.6601745273912409,0.6506152726762712
26,-0.7333706612243552,0.7378024889921209,-0.7391034324579928,0.7333706612243482
27,-0.7653167913717362,0.7650296044352474,-0.766844230716383,0.7653167913717364
28,-0.7409395290611976,0.737127122434287,-0.738293609594316,0.7409395290612045
