t,z_ref_qutip,ADAPTIVE,DOUBLEADAPTIVE,DOUBLEFIXED,FIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,-1,-1,-1,-1,-1,-1,-1
0.05,-0.9745996677394972,-0.9999006926897366,-0.9935929422518183,-0.9747124607391087,-0.9744494233297722,-0.974599674891656,-0.9745996650381296
0.1,-0.9013472120418566,-0.9747747252315534,-0.9439643193980313,-0.9018170030769805,-0.9005990524314422,-0.9013472707307086,-0.901347147024069
0.15,-0.7887388418468659,-0.9027086426044869,-0.8502846934406528,-0.7894905441532878,-0.7868529950604042,-0.7887390050192227,-0.7887385841333772
0.2,-0.6498123381045973,-0.792091085192988,-0.7233624034858797,-0.6514812169551731,-0.6469871461169596,-0.6498126088667673,-0.6498116733486464
0.25,-0.5006060177817029,-0.6554052801301574,-0.5778062800680559,-0.5037236263333951,-0.4983305016731327,-0.5006063799729727,-0.5006047177846139
0.3,-0.3582691169903934,-0.5081700966737466,-0.4303038413205059,-0.3628224980750474,-0.357768338310392,-0.358269635445096,-0.3582670139189884
0.35,-0.2390509871637816,-0.3668670654973491,-0.2976654592372237,-0.2450278790003759,-0.2416654697683998,-0.2390521486980154,-0.2390481031322349
0.4,-0.1564102565973784,-0.2472490443351246,-0.1948702650878009,-0.1636556849578261,-0.1632150565269035,-0.1564134512989201,-0.1564067026375111
0.45,-0.1194678171768292,-0.1625055010485398,-0.1333461783805488,-0.1276643548103573,-0.1308813867400043,-0.1194765995850063,-0.1194638760946155
0.5,-0.1319853119270697,-0.1217622280774725,-0.1196808529992035,-0.1411808209727817,-0.1475698845950879,-0.1320073966501614,-0.1319814395417503
0.55,-0.1919846574336254,-0.1290989911324882,-0.1549115219154107,-0.2021313381858607,-0.2104558721110321,-0.1920348471678925,-0.1919813899328607
0.6,-0.2920457227873148,-0.1831480457828802,-0.2344674624107779,-0.302462690218226,-0.3115018906664333,-0.2921502882116618,-0.2920436229975941
0.65,-0.4202377336590805,-0.2773039644346864,-0.3487658196856274,-0.4299403766271949,-0.4385944081777746,-0.420441446531518,-0.4202372730681213
0.7,-0.5615642941396787,-0.4005491555782402,-0.4843822825974576,-0.5696159612216813,-0.5771317177304296,-0.5619449053724277,-0.5615658222257277
0.75,-0.6997432294071516,-0.5387625474305306,-0.6256491712473203,-0.7053625860117962,-0.7117513430144092,-0.7004496137345385,-0.6997468071275399
0.8,-0.8191049651347838,-0.6763628639322926,-0.7564925331192056,-0.8219241715149153,-0.8277649629988254,-0.8204821528083543,-0.8191104337384371
0.85,-0.906384761761331,-0.7981159719377255,-0.862293843939591,-0.9064213245735454,-0.9121521874716163,-0.9094245994493805,-0.906391634293384
0.9,-0.9522000557035285,-0.8908972930270604,-0.9315194602587413,-0.9502358840430216,-0.9550389712195028,-0.9586356917652641,-0.9522076098304793
0.95,-0.952047543535123,-0.9449160051588994,-0.9569563691493952,-0.9497321919949405,-0.9529811844050127,-0.9616214359001046,-0.9520548881842378
1,-0.9067145065997418,-0.9546859571709692,-0.9364691288037554,-0.9056013683020644,-0.9074449937422034,-0.9182261104422118,-0.906720681791567
1.05,-0.822070901391354,-0.9197213725972533,-0.8731236226721176,-0.8233264626369736,-0.8243224560428632,-0.8339717384557774,-0.8220750267844971
1.1,-0.7082825013275552,-0.8445258786347353,-0.7747212886180068,-0.7127900574918246,-0.7134297118713451,-0.7188695046371175,-0.708283895904138
1.15,-0.578552027276365,-0.7380323116249238,-0.6528138275076815,-0.5869090945454669,-0.5875619129390427,-0.5861955835191727,-0.5785502857067469
1.2,-0.4475472334601837,-0.6124586994128267,-0.5212995585670118,-0.4600621171784455,-0.4607879714182511,-0.4508995660296387,-0.4475423643256365
1.25,-0.3297069560203612,-0.4818225948592766,-0.3947987830032104,-0.3463868475598755,-0.3467186296503484,-0.3278532252310117,-0.3296993429508208
1.3,-0.2376232594120321,-0.3602713567037463,-0.286996994865178,-0.2582597545720676,-0.2576045856144404,-0.2301580379332735,-0.2376137038385458
1.35,-0.1806831437596584,-0.2605381301552629,-0.2091448264370733,-0.2047306950002513,-0.2032489160872999,-0.1677173151543456,-0.1806726792962353
1.4,-0.1641153664562571,-0.1926917975514986,-0.1688793595069095,-0.1903725798070208,-0.1886408859022034,-0.1462375158546049,-0.1641052335746866
1.45,-0.1885370443608029,-0.1631109393099239,-0.1694909530085962,-0.2153520322061506,-0.2134663945607062,-0.1667580687100036,-0.1885284968390075
1.5,-0.2500324024880921,-0.1738841149554156,-0.2096929378376111,-0.2754674126554456,-0.274457276207649,-0.2257366885024546,-0.2500265518095733
1.55,-0.3407346451907917,-0.2226776942267743,-0.2839059075963246,-0.3628742096354401,-0.3638561709627624,-0.3156486583711062,-0.3407323095043942
1.6,-0.4498256959976502,-0.3031402278436875,-0.3830133703842095,-0.4671892621719308,-0.4707486734936236,-0.4259845244340174,-0.4498272850230385
