step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.980116369882516,-0.9603816183832369,0.9604311616717015,-0.9604311616717011,0.9604311616717008,-0.9604311616717008,0.9604311616717012,-0.9604311616717012,0.9604311616717003,-0.9604311616717008,0.9603816183832353,-0.9801163698825142
2,0.903985570790618,-0.847115451592913,0.8479300743745931,-0.8479329635070624,0.84791867689685,-0.8479329167536189,0.8479186769845563,-0.8479329165759724,0.8479186881943624,-0.8479444629646549,0.8471082965357801,-0.9039928391800514
3,0.7646241336431339,-0.6765158326426655,0.6798497762573065,-0.6797962565889527,0.6797251616192164,-0.6797964866981417,0.6797251589168279,-0.6797964856434049,0.6797245973771623,-0.6799228031444765,0.6764740097029214,-0.7646673119442696
4,0.5836277527801359,-0.4729056013439651,0.4811447533955784,-0.480758022063041,0.48058177774035427,-0.48076437235574154,0.4805816649491751,-0.48076445851241034,0.4805742214894193,-0.48133496044630864,0.47278580869060705,-0.5837537928853684
5,0.3869195476166814,-0.26372809689549254,0.27941176953955543,-0.2780364468186023,0.277759454665758,-0.278076856795809,0.27775833584489945,-0.27807790547114586,0.27771616970536217,-0.2797509619584649,0.263502058064769,-0.3871635636226871
6,0.1998174837527208,-0.07446274930697572,0.09975366369642169,-0.09629116784128755,0.09604138437806564,-0.09644722474681455,0.09603520299132379,-0.09645342072131702,0.09587882463799202,-0.10020775573612406,0.07415252896542279,-0.20016581003186917
7,0.042776802303697424,0.07553579914429082,-0.03935472707016485,0.04634872580263072,-0.04626937292630301,0.045899162042519315,-0.046293374625367645,0.04587438627697804,-0.046736602743534084,0.03889218854009485,-0.07584721191330607,-0.043152145593261595
8,-0.07136461486763011,0.17548305753262994,-0.12839566880602804,0.14045813561710774,-0.1395645270684885,0.13939945699531603,-0.13963770205682557,0.13932294192918315,-0.14067554341625382,0.12806518953256052,-0.17568094831761172,0.07107941925923077
9,-0.13828427746546057,0.22363039624537706,-0.16706835222368038,0.18549683161956587,-0.18315050241554987,0.18335327676551394,-0.18333727298854874,0.18315723955331314,-0.18543778959768303,0.1669784839711601,-0.223625465698228,0.1381928547301719
10,-0.16134099699428822,0.22598534967222622,-0.16273955499944703,0.18829089971093305,-0.18375024744469126,0.18444178930830357,-0.18416607956761488,0.18400612393938198,-0.18794664091225888,0.16291039436437915,-0.22576593301771997,0.1614804150030759
