t,z_ref_qutip,ADAPTIVE,DOUBLEADAPTIVE,DOUBLEFIXED,FIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,-2.168404344971009e-18,-2.237114317075738e-17,-2.237114317075738e-17,0,0,0,-2.237114317075738e-17
0.05,6.505213034913027e-18,-4.440892098500626e-16,6.256943919091817e-07,-6.161158128681343e-07,7.741506122815878e-07,-6.106226635438361e-16,-4.996003610813204e-16
0.1,-1.517883041479706e-17,-1.319258445264815e-07,3.79837777692995e-07,-4.004168993165802e-05,1.626335611792928e-06,-6.661338147750939e-16,8.326672684688674e-16
0.15,-2.688821387764051e-17,-2.807929157761996e-07,5.145537764761343e-07,1.494523163814154e-05,1.564681656962552e-06,-1.054711873393899e-15,-1.165734175856415e-15
0.2,1.452830911130576e-17,-2.894113801887865e-06,4.939871530162954e-07,7.020689779940747e-05,6.806542613979616e-07,-7.216449660063518e-16,-7.771561172376096e-16
0.25,6.570265165262157e-17,-1.620003338681508e-05,-7.012819985829921e-08,0.0001529707123694713,-9.550131230273706e-07,-8.881784197001252e-16,-2.664535259100376e-15
0.3,3.924811864397526e-17,-1.182289992118779e-05,-1.365574213818554e-06,0.0002299579225134575,-3.141186367960902e-06,-6.661338147750939e-16,-4.440892098500613e-16
0.35,-3.930232875259954e-18,-1.380289972263693e-06,-4.413770882542687e-06,0.000282101920838665,-5.54477158726252e-06,7.771561172376096e-16,-1.110223024625157e-16
0.4,-8.917562868693274e-18,1.047147565404657e-05,-1.020516337226422e-05,0.0002926905062782252,-7.747229777810283e-06,4.440892098500626e-16,-9.992007221628574e-16
0.45,3.337902735245021e-17,2.207536862353088e-05,-1.978826915283172e-05,0.0002490068076773329,-9.310845152821212e-06,5.551115123125783e-16,-7.049916206369744e-15
0.5,3.000529512353634e-17,3.263359125316168e-05,-3.406525197979793e-05,0.0001699410673149576,-9.852825154699207e-06,1.110223024625157e-15,-1.476596622751458e-14
0.55,-1.404041813368728e-17,3.850531814081348e-05,-5.273177736159207e-05,8.900842037830177e-05,-9.115028897221933e-06,2.55351295663786e-15,-2.509104035652873e-14
0.6,-7.165221107413577e-17,3.657218203906298e-05,-7.435411999445751e-05,1.180054076461709e-05,-7.017530763264723e-06,3.164135620181696e-15,-3.264055692397942e-14
0.65,-6.578396681555798e-17,2.888142240163355e-05,-9.65387985227828e-05,-5.197591765719814e-05,-3.686423138193895e-06,3.719247132494274e-15,-3.752553823233029e-14
0.7,-3.203817419694666e-17,1.774622921736707e-05,-0.0001162392998160233,-9.522811235707238e-05,5.499834801470094e-07,4.662936703425657e-15,-3.075317778211684e-14
0.75,-5.879086280302648e-17,4.973139729867508e-06,-0.0001302166781295664,-0.0001147441442539186,5.197635567888437e-06,3.885780586188048e-15,-4.046762924758697e-14
0.8,-4.716279450311944e-18,-7.603434008018716e-06,-0.0001355727994843403,-0.0001107468327540843,9.661892521883875e-06,3.05311331771918e-15,-2.764455331316639e-14
0.85,1.7726705520138e-17,-1.804447186609659e-05,-0.0001298702390606425,-8.620929638820327e-05,1.333286892890584e-05,-5.551115123125783e-17,-7.327471962526038e-15
0.9,4.250072516143177e-17,-2.512109273169144e-05,-0.0001121324694222029,-4.602326867949005e-05,1.567958104725653e-05,-1.77635683940025e-15,-1.831867990631386e-15
0.95,7.665309359472516e-17,-2.784934585197242e-05,-8.277980684168505e-05,4.019081141352043e-06,1.634281294016215e-05,-3.996802888650564e-15,1.99285032920236e-14
1,8.017675065530305e-17,-2.609622526750233e-05,-4.392960351625642e-05,5.836765514979712e-05,1.521931836673263e-05,-4.662936703425657e-15,4.840572387367313e-14
1.05,6.076953176781252e-17,-2.027284691685782e-05,7.956109390320933e-07,0.0001122360877171273,1.22781599146693e-05,-4.496403249731884e-15,7.654987754805308e-14
1.1,1.130822865902381e-16,-1.137253712402142e-05,4.6600793725593e-05,0.0001608930794831898,7.69745200490668e-06,-3.996802888650564e-15,8.965050923848139e-14
1.15,1.21132487720943e-16,-7.953729095344642e-07,8.80700710172988e-05,0.0002000780680209366,1.590649828020485e-06,-2.831068712794149e-15,9.925393840148899e-14
1.2,1.551628834098318e-16,9.843420572974715e-06,0.0001198544029206161,0.0002275156248992851,-5.145077423385214e-06,-1.998401444325282e-15,8.748557434046234e-14
1.25,8.481171494267858e-17,1.896351776115024e-05,0.0001374059161884933,0.000241859892986735,-1.147588025068869e-05,1.110223024625157e-16,7.649436639667329e-14
1.3,5.563312397566245e-17,2.524580744428517e-05,0.0001376509450490837,0.0002435962779347656,-1.642977541987944e-05,1.77635683940025e-15,5.451195050909519e-14
1.35,-3.726267341561118e-17,2.781208239310828e-05,0.0001194916747070951,0.0002377437523506539,-1.919115726917164e-05,3.663735981263017e-15,1.415534356397075e-14
1.4,-6.635317295611287e-17,2.634145065483207e-05,8.40588215078597e-05,0.000229920721416573,-1.920247361519856e-05,3.941291737419306e-15,-2.636779683484747e-14
1.45,-7.760177049564998e-17,2.111079529798499e-05,3.467333896733926e-05,0.000225265951020682,-1.623769660497043e-05,4.329869796038111e-15,-5.895284260759581e-14
1.5,-1.31567933631116e-16,1.294767285853204e-05,-2.348834069387795e-05,0.0002234007217802506,-1.044088121349152e-05,4.773959005888173e-15,-9.386935673205699e-14
1.55,-5.355958732078392e-17,3.10006786474748e-06,-8.399374411777183e-05,0.0002005543553772614,-2.331602575234015e-06,4.329869796038111e-15,-1.201261312644419e-13
1.6,-8.960930955592694e-17,-6.954211305865154e-06,-0.0001399508116547987,0.0001417169600597037,7.226389015180246e-06,3.774758283725532e-15,-1.445510378061954e-13
1.65,-9.497611030973019e-17,-1.572683004041897e-05,-0.0001848975387400698,9.077070193618309e-05,1.710350327299714e-05,1.720845688168993e-15,-1.652566972154546e-13
1.7,-6.136584296267955e-17,-2.193462699301429e-05,-0.0002136582944614052,6.613339308116672e-05,2.603274778717468e-05,-7.771561172376096e-16,-1.753042155883122e-13
1.75,2.818925648462312e-18,-2.468247817721814e-05,-0.0002230434913211288,6.68630616128134e-05,3.277564519132969e-05,-1.887379141862766e-15,-1.757483047981623e-13
1.8,-8.998878031629687e-18,-2.358800616786283e-05,-0.0002122896224100446,8.887309973176668e-05,3.630360300638236e-05,-2.664535259100376e-15,-1.64701585703142e-13
1.85,9.75781955236954e-18,-1.882906749783864e-05,-0.0001831685054458632,0.0001259202758468277,3.597760166634822e-05,-3.885780586188048e-15,-1.385003223219883e-13
1.9,1.376936759056591e-17,-1.11083906945697e-05,-0.0001397364336382934,0.0001693899381758783,3.16839274800973e-05,-4.329869796038111e-15,-9.892087149410145e-14
1.95,-3.144186300207963e-17,-1.54342917485506e-06,-8.775436181274188e-05,0.0002092568991996216,2.373772916769434e-05,-3.885780586188048e-15,-4.707345624410664e-14
2,-4.185020385794047e-17,8.503207041987704e-06,-3.387481090755262e-05,0.0002362934165871458,1.276071710876181e-05,-4.662936703425657e-15,1.149080830487037e-14
2.05,-3.751339516799845e-17,1.76124930574284e-05,1.530350823136795e-05,0.0002436524106608979,-8.95315934723584e-08,-5.273559366969494e-15,6.761258219967203e-14
2.1,-5.960401443239061e-17,2.450473314619117e-05,5.417841675825485e-05,0.0002274959948956134,-1.332579146035018e-05,-4.107825191113079e-15,1.17128529097954e-13
2.15,-7.253312533928025e-17,2.822480028835672e-05,7.894655759560498e-05,0.0001876218733472572,-2.539822796560065e-05,-4.329869796038111e-15,1.594280263361725e-13
2.2,-5.792604216387984e-17,2.827873389521507e-05,8.814714516919286e-05,0.0001277262897945479,-3.485785118817475e-05,-3.608224830031759e-15,1.754152378907747e-13
2.25,-2.439454888092385e-17,2.469912874325519e-05,8.285958333320576e-05,5.49407289086382e-05,-4.05425502719714e-05,-3.663735981263017e-15,1.830202656094571e-13
2.3,-1.006410666609669e-16,1.803172476122494e-05,6.651553190939463e-05,-2.11877446800997e-05,-4.173592566492079e-05,-3.663735981263017e-15,1.836863994242321e-13
2.35,-5.112013243269153e-17,9.246964024045567e-06,4.434297085237349e-05,-8.992763115618687e-05,-3.826384193683641e-05,-2.720046410331634e-15,1.694755447090301e-13
2.4,-2.059984127722458e-17,-4.090385136712449e-07,2.251695884297744e-05,-0.0001404311278844062,-3.052041836437702e-05,-1.665334536937735e-15,1.431077478741827e-13
2.45,5.00901403688303e-17,-9.600723748670603e-06,7.139740440642584e-06,-0.0001623719585952643,-1.942137348776019e-05,-1.110223024625157e-16,1.070254995738651e-13
2.5,5.366800753803247e-17,-1.709773821922944e-05,3.202774311539258e-06,-0.0001464299241564831,-6.292967305532304e-06,8.881784197001252e-16,6.084022174945858e-14
2.55,6.895525817007808e-17,-2.194867006910517e-05,1.368910116056332e-05,-8.55834396028174e-05,7.288407792571672e-06,1.887379141862766e-15,6.772360450213455e-15
2.6,1.035413074723657e-16,-2.360904971954181e-05,3.895688820565457e-05,2.00114804411658e-05,1.968587369544084e-05,1.942890293094024e-15,-2.942091015256665e-14
2.65,7.26415455565288e-17,-2.200656182482774e-05,7.650879587012271e-05,0.0001394875006792464,2.939693853609704e-05,2.775557561562891e-15,-6.195044477408373e-14
2.7,7.849623728795052e-17,-1.753536337967265e-05,0.0001212001202232083,0.0002287632548200131,3.524322023312765e-05,3.497202527569243e-15,-8.804068585277491e-14
2.75,6.787105599759258e-17,-1.098123643805682e-05,0.0001658757765119478,0.000284430055738874,3.658777415271874e-05,4.829470157119431e-15,-1.073030553300214e-13
2.8,7.871307772244762e-17,-3.389441014356454e-06,0.0002023610822249888,0.0003060029823607032,3.34376545365056e-05,3.33066907387547e-15,-1.192379528447418e-13
2.85,1.075189741926719e-16,4.103834516655525e-06,0.0002226754138873743,0.0002898197183512464,2.609293593441864e-05,2.55351295663786e-15,-1.271205363195804e-13
2.9,8.178950138687524e-17,1.04488762259769e-05,0.0002203003566036421,0.0002356333188196117,1.537016513630807e-05,1.498801083243961e-15,-1.387778780781446e-13
2.95,6.958545068283528e-17,1.483960474368828e-05,0.0001913188165203472,0.000148657562294732,2.655700177656151e-06,1.387778780781446e-15,-1.540434446667405e-13
3,3.526367566009103e-17,1.682673981373561e-05,0.0001352512919811089,3.901488761285954e-05,-1.046795810200063e-05,8.326672684688674e-16,-1.337818744673314e-13
3.05,4.672911363412524e-17,1.637173974367023e-05,5.54519407351961e-05,-7.97434258117763e-05,-2.246920345350123e-05,-3.33066907387547e-16,-1.034727858950646e-13
3.1,-1.824170155206861e-17,1.383485815631413e-05,-4.101526989319648e-05,-0.0001924669639299748,-3.196245847314483e-05,-6.106226635438361e-16,-6.838973831690964e-14
3.15,-8.944667923005412e-18,9.900187038724972e-06,-0.0001440305251713125,-0.0002843451455197899,-3.786783183762354e-05,-6.106226635438361e-16,-2.620126338115369e-14
3.2,-3.052029115546695e-17,5.450362982384327e-06,-0.0002415392194906607,-0.0003427663095359759,-3.955057123877781e-05,-3.33066907387547e-16,1.626476731075854e-14
3.25,3.225501463144376e-18,1.411356966352084e-06,-0.0003210095067353591,-0.0003589099974301304,-3.691549297918373e-05,-1.27675647831893e-15,3.885780586188048e-14
3.3,-4.69188490143102e-17,-1.407768933758824e-06,-0.0003710439677986899,-0.000328922775941114,-3.040921694563714e-05,-1.054711873393899e-15,7.105427357601002e-14
3.35,-1.767249541151372e-17,-2.454383330241505e-06,-0.0003829349759359446,-0.0002545977886642814,-2.09442567954965e-05,-2.442490654175344e-15,1.070254995738651e-13
3.4,-1.577514160966409e-17,-1.528316712906541e-06,-0.0003519533536270325,-0.0001435135951030089,-9.766998066318422e-06,-3.941291737419306e-15,1.365574320288943e-13
3.45,-4.412702842016003e-17,1.18157165762689e-06,-0.0002781886218403695,-8.513379660591691e-06,1.709547776118647e-06,-5.384581669432009e-15,1.602051824534101e-13
3.5,-4.85722573273506e-17,5.126620641671131e-06,-0.0001668131150793783,0.0001337429620735082,1.208409845920855e-05,-5.329070518200751e-15,1.75470749042006e-13
3.55,-6.667843360785852e-17,9.489032349430104e-06,-2.771412933111339e-05,0.0002654116900703549,2.013224759461751e-05,-5.717648576819556e-15,1.794675519306566e-13
3.6,6.288372600415926e-18,1.331982666341602e-05,0.0001254812196880284,0.0003710823984257337,2.493733586705904e-05,-5.939693181744587e-15,1.720845688168993e-13
3.65,-3.61039323437673e-17,1.570252938720706e-05,0.0002768841583529191,0.0004409745151762618,2.595848554171054e-05,-4.551914400963142e-15,1.523225989785715e-13
3.7,-3.328500669530499e-17,1.591695607028321e-05,0.0004101525413343077,0.0004723477687288459,2.298196535116537e-05,-2.331468351712829e-15,1.241229341530925e-13
3.75,2.585822181377928e-17,1.357700513554549e-05,0.0005104087625135145,0.000431275286412694,1.66496517662873e-05,-1.110223024625157e-16,8.631984016460592e-14
3.8,7.180128887285253e-17,8.719364693710041e-06,0.0005660275818388794,0.0002964665693540661,8.241071577486103e-06,2.498001805406602e-15,3.358424649491099e-14
3.85,1.030263114404351e-16,1.826338322019616e-06,0.0005700664391773413,9.11337364909177e-05,-1.206676905451953e-06,6.605826996519681e-15,-1.532107773982716e-14
3.9,1.379460917239408e-16,-6.224287391720651e-06,0.0005211540365875345,-0.0001542210137322865,-1.019601280466409e-05,7.438494264988549e-15,-5.812017533912694e-14
3.95,7.311588400699121e-17,-1.427719663282812e-05,0.0004237219776678236,-0.000405472738709127,-1.81298410670272e-05,9.159339953157541e-15,-9.514611321037592e-14
4,1.015761910347357e-16,-2.106845155158688e-05,0.0002875475414376161,-0.0006273482398292285,-2.433497298875986e-05,9.436895709313831e-15,-1.303401830909934e-13
4.05,7.958043946043603e-17,-2.542013178441493e-05,0.0001266606978776452,-0.0007889193359531973,-2.788543492437956e-05,8.770761894538737e-15,-1.652566972154546e-13
4.1,3.65376132127615e-17,-2.64313510996983e-05,-4.225262625179305e-05,-0.0008691354885670517,-2.843116171763471e-05,6.494804694057166e-15,-1.790234627208065e-13
4.15,3.024924061234557e-17,-2.363635822283383e-05,-0.0002017551154896435,-0.0008599241329623214,-2.604710327391846e-05,5.10702591327572e-15,-1.714184350021242e-13
4.2,9.540979117872439e-18,-1.710439647417683e-05,-0.0003356364452307692,-0.0007662714268471519,-2.116554498671208e-05,7.216449660063518e-16,-1.566524687746096e-13
4.25,-3.111660235033398e-17,-7.463423654929802e-06,-0.0004307244648579234,-0.0006036747968205404,-1.448960432004487e-05,-2.331468351712829e-15,-1.34559030584569e-13
4.3,-6.136584296267955e-17,4.159778589751806e-06,-0.0004783119611434516,-0.0003938996811282709,-6.900007040122613e-06,-4.496403249731884e-15,-1.073585664812526e-13
4.35,-8.868773770931426e-17,1.627804057735549e-05,-0.0004750329387495089,-0.0001605623586308741,6.435932123349808e-07,-6.217248937900877e-15,-7.41073868937292e-14
4.4,-1.228401061426077e-16,2.724285793576087e-05,-0.0004230939830395797,7.393515726543218e-05,7.236331234505844e-06,-6.994405055138486e-15,-4.085620730620576e-14
4.45,-1.372599950366649e-16,3.547561011885136e-05,-0.0003298484021099779,0.0002894531310062251,1.216142775994911e-05,-6.550315845288424e-15,-3.008704396734174e-14
4.5,-8.565197162635485e-17,3.969692527799884e-05,-0.0002067828557563711,0.0004677548619494966,1.496653794597069e-05,-4.884981308350689e-15,-4.551914400963142e-15
4.55,-9.280770596475918e-17,3.91206501231256e-05,-6.805785519203855e-05,0.000592224285723565,1.548271458406969e-05,-2.55351295663786e-15,2.392530618067212e-14
4.6,-8.627538787553402e-17,3.358441389994526e-05,7.120475366384493e-05,0.0006488748034805555,1.37840292182001e-05,6.661338147750939e-16,5.606626274357041e-14
4.65,-4.30970363562988e-17,2.359762532866405e-05,0.0001966695470352331,0.0006285333190429466,1.010814055152354e-05,5.273559366969494e-15,7.799316747991725e-14
4.7,-3.594130201789447e-17,1.02984706732423e-05,0.0002963576249984112,0.0005291768085993691,5.017559098707824e-06,8.382183835919932e-15,1.109667913112844e-13
4.75,-2.51128328201955e-17,-4.677280707743314e-06,0.0003618580638653501,0.000358220973862231,-2.212169654125518e-07,1.121325254871408e-14,1.45550238528358e-13
4.8,2.824346659324739e-17,-1.940201087841098e-05,0.0003890519304311502,0.0001347425129771633,-4.874155140610625e-06,1.23789867245705e-14,1.760258605543186e-13
4.85,3.800128614561693e-17,-3.191224115350888e-05,0.0003782844205739155,-0.0001119822038013926,-8.473199041125756e-06,1.154631945610163e-14,1.988964548615968e-13
