step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12,Z_site13,Z_site14,Z_site15,Z_site16,Z_site17,Z_site18,Z_site19,Z_site20,Z_site21,Z_site22,Z_site23,Z_site24,Z_site25,Z_site26,Z_site27,Z_site28,Z_site29,Z_site30,Z_site31,Z_site32,Z_site33,Z_site34,Z_site35,Z_site36
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9801163698825154,-0.9603816183832362,0.9604311616717008,-0.9604311616717006,0.9604311616717018,-0.9604311616717011,0.960431161671701,-0.9604311616717012,0.9604311616717006,-0.9604311616717004,0.960431161671701,-0.9604311616717015,0.9604311616717014,-0.9604311616717016,0.9604311616717012,-0.9604311616717015,0.9604311616717011,-0.9604311616717012,0.9604311616717014,-0.9604311616717017,0.9604311616717021,-0.9604311616717012,0.960431161671701,-0.9604311616717011,0.9604311616717006,-0.9604311616717006,0.9604311616717004,-0.9604311616717003,0.9604311616717007,-0.9604311616717007,0.9604311616717004,-0.9604311616717002,0.9604311616717005,-0.9604311616717014,0.9603816183832361,-0.9801163698825149
2,0.9222334220657431,-0.8464060993146344,0.8479298228338358,-0.8479329635070088,0.847918676896817,-0.8479329167536147,0.8479186769845504,-0.8479329167536144,0.8479186769845513,-0.8479329167536175,0.8479186769845545,-0.8479329167536169,0.8479186769845509,-0.8479329167536163,0.8479186769845524,-0.8479329167536139,0.8479186769845499,-0.8479329167536143,0.8479186769845513,-0.8479329167536148,0.8479186769845491,-0.8479329167536145,0.8479186769845501,-0.8479329167536142,0.8479186769845506,-0.8479329167536143,0.8479186769845489,-0.8479329167536132,0.847918676984552,-0.8479329167536168,0.8479186769845513,-0.8479329165759666,0.8479186881943579,-0.8479424405105408,0.8463989066044566,-0.9222389566821693
3,0.8314435716741468,-0.6719319216765801,0.6798894840155725,-0.6797957393683536,0.6797251602157411,-0.6797964867459712,0.6797251588965942,-0.6797964865880141,0.6797251588969015,-0.6797964865880038,0.6797251588968976,-0.6797964865880041,0.6797251588968957,-0.6797964865880156,0.6797251588969089,-0.6797964865880093,0.6797251588969009,-0.6797964865880005,0.6797251588968902,-0.6797964865880075,0.6797251588968963,-0.6797964865880104,0.679725158896911,-0.6797964865880202,0.6797251588969062,-0.6797964865880055,0.6797251588968939,-0.6797964865879995,0.679725158896902,-0.6797964865871251,0.6797251589390219,-0.6797964789934663,0.6797240056965385,-0.6799541699046208,0.671895478676721,-0.8314729469168192
4,0.7155606669899849,-0.4576106321742482,0.48151580426199164,-0.48074906043298915,0.4805818176539904,-0.48076437373756054,0.48058166527807283,-0.4807643708060403,0.4805816652992901,-0.4807643708050895,0.48058166529929613,-0.48076437080510287,0.48058166529929425,-0.48076437080508816,0.4805816652993043,-0.48076437080509005,0.48058166529929586,-0.48076437080508905,0.48058166529927465,-0.4807643708050908,0.48058166529930346,-0.48076437080509743,0.48058166529931373,-0.4807643708051139,0.480581665299296,-0.4807643708050911,0.48058166529929314,-0.4807643708050684,0.4805816652997457,-0.4807643707355054,0.4805816653595626,-0.4807644332591408,0.48056477424178135,-0.481687693368098,0.45751581806628655,-0.7156428734993014
5,0.5842135278087255,-0.22772400819750882,0.28108293725306166,-0.2779717606063279,0.27776032128808736,-0.2780768644051733,0.2777583489468831,-0.2780768559328668,0.277758349155909,-0.27807685590025566,0.277758349156249,-0.27807685590023606,0.27775834915624026,-0.27807685590022024,0.27775834915626574,-0.2780768559002242,0.27775834915624253,-0.2780768559002158,0.2777583491562352,-0.2780768559002358,0.2777583491562776,-0.27807685590021913,0.2777583491562556,-0.278076855900241,0.27775834915623665,-0.27807685590022446,0.2777583491562262,-0.27807685589960457,0.27775834917128006,-0.2780768548586185,0.2777583331470456,-0.2780784378184221,0.2776505740839516,-0.28140007304541526,0.22755566126515359,-0.5843766674151488
