step,chi_max
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,3
8,3
9,3
10,3
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,5
22,5
23,5
24,5
25,6
26,6
27,6
28,6
29,6
30,7
31,7
32,7
33,8
34,8
35,8
36,8
37,8
38,9
39,9
40,9
41,13
42,17
43,19
44,20
45,21
46,24
47,27
48,30
49,33
50,35
51,36
52,39
53,41
54,43
55,46
56,49
57,53
58,57
59,60
60,65
61,69
62,73
63,79
64,83
65,88
66,94
67,98
68,103
69,109
70,115
71,119
72,123
73,127
74,128
75,128
76,128
77,128
78,128
79,128
80,128
