t,z_ref_qutip,ADAPTIVE,DOUBLEADAPTIVE,DOUBLEFIXED,FIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,0,-2.237114317075738e-17,-2.237114317075738e-17,0,0,0,-2.237114317075738e-17
0.1,8.131516293641283e-18,-1.110223024625157e-16,0,-1.110223024625157e-16,-5.551115123125783e-16,-1.831867990631508e-15,7.216449660063518e-15
0.2,2.840609691912022e-17,-2.220446049250313e-16,-1.332267629550188e-15,-1.221245327087672e-15,-5.218048215738236e-15,4.884981308350689e-15,-1.765254609153999e-14
0.3,-1.235990476633475e-17,-7.216449660063518e-16,-2.331468351712829e-15,-3.497202527569243e-15,8.493206138382448e-15,1.287858708565182e-14,-2.997602166487923e-15
0.4,-2.352718714293545e-17,3.774758283725532e-15,3.33066907387547e-16,7.494005416219807e-15,-2.498001805406602e-15,1.204591981718295e-14,4.662936703425657e-15
0.5,2.38524477946811e-18,1.998401444325282e-15,-3.608224830031759e-15,-8.770761894538737e-15,-1.315614284180811e-14,1.110223024625157e-15,-1.720845688168993e-14
0.6,3.859759734048396e-17,5.551115123125783e-17,-7.716050021144838e-15,-1.787459069646502e-14,-2.386979502944087e-14,-1.321165399303936e-14,-4.424238753131249e-14
0.7,-1.301042606982605e-17,-1.443289932012704e-15,-1.476596622751458e-14,-1.27675647831893e-14,-2.708944180085382e-14,-2.498001805406602e-14,-3.319566843629218e-14
0.8,2.743031496388326e-17,1.221245327087672e-15,-9.992007221626409e-15,-9.492406860545088e-15,-1.126876369994534e-14,-2.636779683484747e-14,3.885780586188048e-16
0.9,1.29020058525775e-17,3.05311331771918e-15,9.436895709313831e-16,-3.996802888650564e-15,1.970645868709653e-14,-1.809663530139005e-14,5.045963646921336e-14
1,6.179952383167375e-17,1.554312234475219e-15,1.271205363195804e-14,2.886579864025407e-15,5.10702591327572e-14,-4.773959005888173e-15,8.482103908136196e-14
1.1,4.542807102714264e-17,-4.107825191113079e-15,1.915134717478395e-14,6.550315845288424e-15,6.450395773072159e-14,5.773159728050814e-15,8.43769498715119e-14
1.2,3.707971429900425e-17,-1.221245327087672e-14,1.731947918415244e-14,4.773959005888173e-15,5.412337245047638e-14,7.549516567451064e-15,6.611378111642807e-14
1.3,6.093216209368535e-17,-1.765254609153999e-14,9.71445146547012e-15,2.331468351712829e-15,2.176037128265307e-14,5.10702591327572e-15,4.451994328746878e-14
1.4,5.377642775528102e-17,-1.720845688168993e-14,2.664535259100376e-15,-2.55351295663786e-15,-1.165734175856414e-14,6.439293542825908e-15,3.363975764614224e-14
1.5,9.952975943416931e-17,-8.881784197001252e-15,9.992007221626409e-16,-5.10702591327572e-15,-2.797762022055394e-14,1.110223024625157e-14,3.963496197911809e-14
1.6,9.128982292327947e-17,3.33066907387547e-15,2.886579864025407e-15,-7.716050021144838e-15,-2.34257058195908e-14,2.620126338115369e-14,5.201394870368858e-14
1.7,7.491837011874836e-17,1.465494392505207e-14,5.551115123125783e-15,-1.165734175856414e-14,-7.716050021144838e-15,3.785860513971784e-14,5.967448757360216e-14
1.8,6.10405823109339e-17,1.94844140821715e-14,8.43769498715119e-15,-9.936496070395151e-15,6.661338147750939e-16,3.708144902248023e-14,5.362377208939506e-14
1.9,1.136243876764809e-16,1.626476731075854e-14,8.43769498715119e-15,-8.659739592076221e-15,-5.495603971894525e-15,2.109423746787797e-14,4.013456234019941e-14
2,6.689527404235562e-17,8.493206138382448e-15,5.551115123125783e-15,-5.995204332975845e-15,-1.870725796493389e-14,2.220446049250313e-16,3.275157922644212e-14
2.1,-4.217546450968612e-17,8.326672684688674e-16,6.661338147750939e-16,-3.552713678800501e-15,-2.492450690283476e-14,-1.759703494030873e-14,3.996802888650564e-14
2.2,-6.431487287184012e-16,-5.717648576819556e-15,-1.387778780781446e-15,2.220446049250313e-16,-1.404432126150823e-14,-2.76445533131664e-14,6.006306563222097e-14
2.3,-1.551211416261911e-14,-6.38378239159465e-15,-2.498001805406602e-15,2.109423746787797e-15,4.829470157119431e-15,-3.153033389935445e-14,7.438494264988549e-14
2.4,-7.499318006864986e-15,-1.609823385706477e-15,-3.83026943495679e-15,5.218048215738236e-15,1.515454428613339e-14,-2.914335439641036e-14,6.872280522429719e-14
2.5,-8.130432091468798e-15,3.275157922644212e-15,-2.997602166487923e-15,6.439293542825908e-15,9.270362255620057e-15,-1.965094753586527e-14,3.7247982476174e-14
2.6,-2.527166843846462e-15,4.274358644806853e-15,-3.33066907387547e-15,7.549516567451064e-15,-8.382183835919932e-15,-1.121325254871408e-14,-1.088018564132653e-14
2.7,2.41885504681516e-16,7.216449660063518e-16,-1.110223024625157e-15,5.773159728050814e-15,-2.470246229790973e-14,-8.715250743307479e-15,-5.379030554308883e-14
2.8,-6.455339734978693e-15,-4.329869796038111e-15,9.436895709313831e-16,1.221245327087672e-15,-2.603472992745992e-14,-1.176836406102666e-14,-7.677192215282957e-14
2.9,-5.586676954383307e-15,-7.049916206369744e-15,2.831068712794149e-15,-3.441691376337985e-15,-1.199040866595169e-14,-8.215650382226158e-15,-7.183142969324763e-14
