step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717024,-0.9604311616717031,0.960431161671703,-0.9604311616717028,0.960431161671704,-0.9604311616717036,-0.9604311616717037
2,0.8479186769846254,-0.8479329167536915,0.8479186769846259,-0.8479329167536891,0.8479186769846263,-0.8479329167536902,-0.8479329167536915
3,0.6797251588930465,-0.6797964865847074,0.6797251588930487,-0.6797964865847096,0.6797251588930521,-0.679796486584711,-0.6797964865847139
4,0.48058166495355853,-0.4807643705110612,0.48058166495355725,-0.4807643705110604,0.4805816649535743,-0.4807643705110672,-0.48076437051106724
5,0.2777583426377043,-0.2780768504686738,0.2777583426376994,-0.27807685046867475,0.27775834263772353,-0.2780768504686807,-0.2780768504686734
6,0.09603528300248108,-0.09644725446521019,0.09603528300247116,-0.0964472544652184,0.09603528300250419,-0.09644725446521879,-0.09644725446523257
7,-0.046292871987140286,0.04589877648727603,-0.04629287198714227,0.04589877648725793,-0.04629287198711274,0.045898776487259596,0.04589877648723017
8,-0.1396354971814198,0.1393973898639318,-0.1396354971814005,0.1393973898639086,-0.13963549718137136,0.1393973898639132,0.13939738986386646
9,-0.18332970606008084,0.18334556178107797,-0.18332970606003673,0.183345561781051,-0.18332970606002036,0.18334556178104866,0.18334556178099665
10,-0.18414444407371042,0.18441887751986585,-0.18414444407364738,0.18441887751983216,-0.1841444440736285,0.18441887751983027,0.18441887751978916
