step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717036,-0.9604311616717025,0.9604311616717024,-0.9604311616717014,0.9604311616717007,-0.9604311616717007,-0.9604311616717006
2,0.8479186769846292,-0.8479329167536924,0.8479186769846268,-0.8479329167536902,0.847918676984629,-0.8479329167536952,-0.8479329167536958
3,0.6797251588930523,-0.6797964865847136,0.6797251588930535,-0.6797964865846992,0.6797251588930485,-0.679796486584717,-0.6797964865847179
4,0.4805816649535636,-0.48076437051106413,0.48058166495356397,-0.48076437051105025,0.48058166495356897,-0.48076437051107296,-0.48076437051107207
5,0.27775834263770033,-0.27807685046867764,0.2777583426376993,-0.27807685046864933,0.2777583426377164,-0.27807685046868863,-0.2780768504686807
6,0.09603528300247258,-0.09644725446522207,0.09603528300246184,-0.0964472544651801,0.09603528300249375,-0.09644725446522356,-0.09644725446522515
7,-0.04629287198714865,0.04589877648725965,-0.04629287198715609,0.045898776487295845,-0.0462928719871295,0.04589877648725771,0.045898776487249764
8,-0.13963549718140209,0.13939738986391137,-0.13963549718142199,0.13939738986395156,-0.13963549718138535,0.1393973898639153,0.13939738986388597
9,-0.18332970606004503,0.18334556178105516,-0.18332970606005583,0.18334556178108619,-0.18332970606002985,0.18334556178106132,0.1833455617810208
10,-0.1841444440736751,0.1844188775198381,-0.18414444407365976,0.18441887751986524,-0.18414444407363806,0.18441887751984198,0.18441887751980676
