step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8
0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9987502603949664,-0.9987502603949662,0.9987502603949661,-0.9987502603949662,0.9987502603949667,-0.9987502603949672
2,0.9950538642441056,-0.9950538951310979,0.995053895131098,-0.9950538951310978,0.9950538951310981,-0.995053864244106
3,0.9890661981560016,-0.9890666145928513,0.9890666145928508,-0.9890666145929886,0.9890666145905488,-0.9890661981560008
4,0.981036246785081,-0.9810386136210434,0.9810386136210434,-0.9810386136212058,0.9810386135496144,-0.9810362467850804
5,0.9712925364870887,-0.9713011995138938,0.9713011995138943,-0.9713011995139886,0.9713011987065056,-0.9712925364870887
6,0.9602251850948718,-0.9602492496167718,0.9602492496167722,-0.9602492496160451,0.960249244253326,-0.960225185094871
7,0.9482654946892367,-0.9483205757241935,0.9483205757241934,-0.9483205757225378,0.9483205503740338,-0.9482654946892365
8,0.9358645855873976,-0.9359734454165259,0.9359734454165263,-0.9359734454085433,0.9359733511601327,-0.9358645855873985
9,0.9234724673111832,-0.923663597688278,0.9236635976882781,-0.9236635976478698,0.9236633050644161,-0.923472467311184
10,0.911518715871175,-0.9118220883754441,0.911822088375444,-0.9118220881997308,0.9118212998569426,-0.9115187158711744
11,0.9003956288062915,-0.9008352127584253,0.9008352127582994,-0.9008352121070624,0.9008333185551873,-0.9003956288056972
12,0.8904444134032419,-0.8910275875675895,0.8910275875683561,-0.8910275854406037,0.8910234521847582,-0.8904444160126213
13,0.8819536200720319,-0.8826492463939516,0.8826492463979329,-0.8826492401938995,0.8826409238436939,-0.8819535836979211
14,0.8751407483503785,-0.8758673291216348,0.8758673291298235,-0.8758673126538818,0.8758517585516719,-0.8751405939226492
15,0.8701342875825161,-0.8707626469176432,0.870762646916118,-0.870762606596777,0.8707354111791598,-0.8701338897274824
16,0.8669712908457702,-0.8673311001435628,0.8673311000712414,-0.8673310083522794,0.8672863089099623,-0.8669704722332323
17,0.8655999020116456,-0.8654896365436264,0.865489636208511,-0.8654894408375555,0.8654199940013549,-0.8655984325898706
18,0.8658865083712575,-0.8650861787182944,0.865086177599611,-0.8650857853705918,0.8649832867312656,-0.8658841108749771
19,0.8676269315151346,-0.8659127377428368,0.8659127345765377,-0.8659119880354411,0.8657676699147723,-0.8676232940446754
20,0.870560854068918,-0.8677207747954905,0.8677207668023924,-0.8677194125921948,0.8675249364399789,-0.8705556496686626
21,0.8743885211809426,-0.8702377818914506,0.8702377635011046,-0.8702354115462688,0.8699840474251241,-0.8743814332092877
22,0.8787886613909262,-0.873184029292232,0.8731839902820774,-0.8731800641398919,0.8728681238155693,-0.8787794121409865
23,0.8834365456303034,-0.8762884698668606,0.8762883930098622,-0.8762820738032926,0.8759105370367395,-0.8834249243088681
24,0.8880211452249348,-0.8793028947255587,0.8793027533247255,-0.879292923113839,0.8788691691282847,-0.8880070303469636
25,0.8922604551736991,-0.8820135912619754,0.8820133473392094,-0.8819985428059531,0.8815380706727053,-0.8922438260760466
26,0.8959142086281681,-0.8842499524376384,0.8842495569225709,-0.884227950659157,0.8837559444290352,-0.8958951414933919
27,0.8987934078498715,-0.8858897101158364,0.8858891075267676,-0.8858585418902314,0.8854111112780501,-0.898772054309765
28,0.9007663098655105,-0.886860699423779,0.8868598417201226,-0.8868179515771377,0.8864428610701857,-0.9007428673442923
29,0.9017606803525814,-0.8871392932813864,0.8871381663387589,-0.8870826473679062,0.8868393448257516,-0.9017354091264548
30,0.9017622482962273,-0.8867458915036198,0.8867445162866885,-0.8866735696739162,0.8866323893584671,-0.9017356863976367
31,0.9008098239836636,-0.8857381041728063,0.8857363542461859,-0.8856489419293059,0.8858895977356939,-0.9007831662608595
32,0.8989887472167333,-0.8842020216884701,0.8841993519395166,-0.8840944791446083,0.8847038734931197,-0.8989636916789076
33,0.8964229766264529,-0.8822417554580677,0.8822374162891365,-0.8821134507611905,0.8831817880890593,-0.896401145925557
34,0.8932643404367547,-0.8799693040398302,0.8799625743011723,-0.8798180845219365,0.8814333873202969,-0.8932470297467492
35,0.8896796931530109,-0.8774955577361702,0.8774856591586108,-0.8773206980738116,0.8795633416016312,-0.8896679092354601
36,0.885837957283647,-0.8749218598376497,0.8749079182481271,-0.8747248924385718,0.8776624498904455,-0.8858326204577014
37,0.8818983720399048,-0.8723329865058872,0.8723140956296065,-0.8721183041775304,0.87580047962114,-0.8819004876877293
38,0.8780005673402673,-0.8697922555776647,0.8697676138071923,-0.8695675854111522,0.8740213997808782,-0.8780112386822677
39,0.8742568887982137,-0.8673388995275968,0.8673079857402843,-0.8671156589583996,0.8723411431409401,-0.8742771420188258
40,0.8707473513483498,-0.864987681758004,0.8649503683611843,-0.8647811858110156,0.8707477698763231,-0.8707778124314298
41,0.8675175185612942,-0.8627306747210646,0.8626871944889875,-0.8625601410132614,0.8692041574388207,-0.8675579983677253
42,0.8645793069936714,-0.8605409052387639,0.8604917365467405,-0.8604291970260098,0.867653229175175,-0.8646283183597491
43,0.8619143088039112,-0.8583773581577021,0.8583231454191359,-0.8583504244151742,0.8660249513795334,-0.8619685871792369
44,0.8594790598817078,-0.8561908142801101,0.8561323254268256,-0.8562768111452319,0.8642439442908602,-0.8595332300321161
45,0.8572116513491546,-0.8539299852734464,0.8538680562858693,-0.8541581000135285,0.8622369744204769,-0.8572581136104378
46,0.8550389951913527,-0.8515473383242087,0.8514828170749329,-0.8519463662732666,0.8599399833223358,-0.8550680267705488
47,0.8528840828661018,-0.8490040677632329,0.848937796234976,-0.8496007789577211,0.8573042774403183,-0.8528841646614154
48,0.8506727527989988,-0.8462738457025588,0.8462066933126523,-0.8470911768141456,0.8543014019230843,-0.8506311300396694
49,0.848339624950307,-0.8433451575263149,0.8432780895978749,-0.8444003059045242,0.8509262744751162,-0.8482430587426527
50,0.8458329373811448,-0.840222186683345,0.8401563263040758,-0.8415247206181973,0.8471983401053965,-0.8456685633639479
51,0.8431180819039017,-0.8369243299142891,0.8368609588168661,-0.8384744394198635,0.8431607285183119,-0.8428742842390253
52,0.8401796875519227,-0.8334844663977191,0.833424926879757,-0.8352714830458329,0.8388775697465487,-0.8398469067745208
53,0.837022151481366,-0.8299461207549599,0.8298916132300007,-0.8319474542109032,0.8344297438797643,-0.8365935548685557
54,0.8336685994353938,-0.8263597301347894,0.8263110274538968,-0.8285403956083642,0.8299094374481819,-0.8331405465366323
55,0.8301583814738706,-0.8227783446777317,0.8227354658503064,-0.8250912690781104,0.8254139517860702,-0.8295306277315885
56,0.8265433460205321,-0.8192531873071206,0.8192150934375548,-0.82164045662618,0.8210392365495296,-0.8258189592043345
57,0.8228832640113832,-0.8158295403157143,0.8157939106719012,-0.8182246502788324,0.8168736145339851,-0.8220682730548808
58,0.8192408824324224,-0.8125434080408774,0.8125065162490284,-0.8148744101474993,0.8129921561550468,-0.8183437103324541
59,0.8156771260303148,-0.8094193046412347,0.8093759852660674,-0.8116125790866633,0.809452142494677,-0.8147078669971495
60,0.8122468931572342,-0.8064693426549366,0.8064130437151307,-0.8084536523524545,0.8062899718810819,-0.81121649069914
61,0.8089957425463584,-0.8036936108780105,0.8036165455538701,-0.8054041011899328,0.8035197088369672,-0.8079151224472956
62,0.8059576244681602,-0.8010816830934641,0.8009750988474649,-0.8024635503775488,0.8011333016131275,-0.8048368357839523
63,0.8031537102251832,-0.7986150099984509,0.7984695838216157,-0.7996266302844919,0.7991023555705166,-0.8020011233259808
64,0.8005922996471251,-0.796269908173173,0.7960762558333321,-0.7968852707777546,0.7973812525840464,-0.7994138999799972
65,0.7982697079836086,-0.7940208571992092,0.7937701078017544,-0.7942311716448516,0.7959113390256295,-0.7970685101062163
66,0.7961719439160398,-0.7918438281439591,0.7915281703910114,-0.7916581698510525,0.7946258503530097,-0.794947544268722
67,0.7942769142280292,-0.789719363361998,0.7893324695833387,-0.7891642481917438,0.7934551841213661,-0.7930252260572985
68,0.7925568868272712,-0.7876351111702388,0.7871724421975246,-0.7867530137521158,0.7923320965164412,-0.7912701610489538
69,0.7909810661168502,-0.785587584492251,0.7850466655789917,-0.7844345657051008,0.7911964363643254,-0.7896483253727875
70,0.7895182964151671,-0.7835831045573268,0.7829637529713347,-0.782225692810236,0.7899991249314207,-0.7881262098911924
71,0.7881398800921589,-0.7816379848383457,0.7809423039920178,-0.7801493544081605,0.788705163506386,-0.7866739693392562
