step,Z_site1,Z_site4,Z_site5,Z_site6
0.0,1.0,-1.0,1.0,-1.0
1.0,0.9752198704902815,-0.9604311616717015,0.9603816183832375,-0.9752198704902815
2.0,0.8806499778972126,-0.847937192961443,0.8473427575482345,-0.8806646848463385
3.0,0.7262789787707576,-0.6798018389741162,0.6776400871863262,-0.7263556032229799
4.0,0.5350156963541597,-0.480626337982443,0.47553555021806415,-0.5352244471904292
5.0,0.33279238455477744,-0.2771655643565349,0.2677286744628551,-0.333193058785878
6.0,0.1434736921938111,-0.09312191938761316,0.07819123907499614,-0.14407898811104947
7.0,-0.015146811277069544,0.05480651176863849,-0.07581041791391886,0.014387862875565705
8.0,-0.1333913818031323,0.1587726355050346,-0.1856448919527666,0.1325802393688984
9.0,-0.20954427997699693,0.21933030183103966,-0.2509831122188311,0.20880080939338594
10.0,-0.24791092726912506,0.24315571046114567,-0.277650161642731,0.24734549563448277
11.0,-0.2559745577904814,0.23987302872343808,-0.27458177778384035,0.25568200869501534
12.0,-0.24169481693317652,0.21906315246184588,-0.25095861389998486,0.24176841119448333
13.0,-0.21180491374399374,0.18833881483383041,-0.21439119428162934,0.21234890024291284
14.0,-0.17150222885202654,0.1529083917880952,-0.17055352264005863,0.17261823165503531
15.0,-0.12535365011227423,0.11647906197118069,-0.1240796518118705,0.12709398327941634
16.0,-0.07875302429401398,0.08285678424446129,-0.08004946062530732,0.08106329438497906
17.0,-0.03904896862877666,0.057353834316280605,-0.04517233376502308,0.04174256009784322
18.0,-0.01559072784097414,0.047203926319271006,-0.02791159606689983,0.018391540201962542
19.0,-0.018374003850471554,0.06058403189740624,-0.03723063778032426,0.021029275331976127
20.0,-0.05554745426103502,0.10441072625714327,-0.08022001738479462,0.05796700834645058
