step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717252,-0.9604311616717103,0.9604311616716273,-0.9604311616716337,0.9604311616718929,-0.9604311616700831,-0.9604311616650506
2,0.8479186765960915,-0.8479329167583884,0.8479186769687802,-0.8479329172639535,0.8479186620113816,-0.8479328832752773,-0.8479329182492576
3,0.6797251570515133,-0.6797964866400705,0.6797251592357961,-0.6797964887407516,0.6797250959993008,-0.67979639370636,-0.679796490926353
4,0.48058166168125227,-0.48076437112057585,0.48058166696107624,-0.48076437818142276,0.4805815905326895,-0.4807642436882707,-0.48076438378901665
5,0.2777583392429453,-0.2780768528602768,0.27775834875094985,-0.278076869924949,0.2777582693857016,-0.2780766881198303,-0.27807687928920527
6,0.09603528134734265,-0.0964472606224579,0.09603529621474438,-0.09644729275346958,0.0960352264244051,-0.09644706871656761,-0.09644730589981411
7,-0.04629287070734445,0.04589876417523048,-0.04629284933446276,0.04589871412306368,-0.046292896724763555,0.04589897119734526,0.045898698069896854
8,-0.13963549341877196,0.13939736938303543,-0.13963546498589136,0.13939730277157947,-0.139635478901787,0.13939757727724322,0.13939728425922882
9,-0.1833297019924806,0.1833455325782296,-0.183329667858683,0.18334545575497174,-0.18332964053517242,0.18334572760376444,0.18334543286492627
10,-0.1841444426681989,0.1844188415627051,-0.18414440763326329,0.18441876507184085,-0.18414433557319,0.18441901276941242,0.1844187316408895
