step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717028,-0.960431161671711,0.9604311616717112,-0.9604311616717177,0.9604311616717175,-0.9604311616717102,-0.9604311616717037
2,0.8479186769321846,-0.8479329167449785,0.847918676983373,-0.847932916752627,0.8479186769932576,-0.8479329167467821,-0.8479329166961294
3,0.6797251591367116,-0.6797964866670175,0.6797251591798361,-0.6797964869822819,0.6797251593602484,-0.6797964868335225,-0.6797964867843941
4,0.4805816669182464,-0.48076437119881515,0.4805816666835958,-0.48076437283656204,0.48058166753010545,-0.4807643721044991,-0.48076437229571556
5,0.2777583489166112,-0.2780768529287345,0.2777583481041905,-0.2780768575741105,0.27775835036607066,-0.2780768555955727,-0.27807685626334644
6,0.09603529662289652,-0.09644726049486074,0.09603529527037102,-0.0964472698493275,0.09603529957617535,-0.09644726608441823,-0.09644726711721839
7,-0.04629284876417742,0.045898764914447776,-0.046292850094799554,0.045898750028957935,-0.04629284370174269,0.04589875557245582,0.0458987547855831
8,-0.13963546376138353,0.13939737153268877,-0.13963546462999687,0.13939735188222374,-0.13963545690299867,0.1393973584432885,0.13939735834494613
9,-0.1833296635897,0.1833455374960803,-0.18332966520196542,0.18334551555831113,-0.18332965749004315,0.1833455217610166,0.18334552112409017
10,-0.18414439461790885,0.18441885132772884,-0.18414440169088864,0.1844188308862844,-0.18414439557104567,0.18441883498587663,0.184418829122522
