Time,Site,ExpVal
0.0,1,1.0
0.0,16,1.0
0.0,30,1.0
0.05,1,0.9987513005070359
0.05,16,0.9987544179769849
0.05,30,0.9987513005070301
0.1,1,0.9950207894620879
0.1,16,0.9950703167499487
0.1,30,0.995020789462088
0.15000000000000002,1,0.9888549996998514
0.15000000000000002,16,0.9891027936574254
0.15000000000000002,30,0.988854999699852
0.2,1,0.980330740545983
0.2,16,0.9811010684054727
0.2,30,0.9803307405459822
0.25,1,0.9695539866359074
0.25,16,0.9713951690713066
0.25,30,0.9695539866359074
0.30000000000000004,1,0.9566583482180616
0.30000000000000004,16,0.9603784660679958
0.30000000000000004,30,0.9566583482180631
0.35000000000000003,1,0.9418031464003553
0.35000000000000003,16,0.9484871252017333
0.35000000000000003,30,0.9418031464003552
0.4,1,0.9251711238600064
0.4,16,0.9361777239617263
0.4,30,0.9251711238600103
0.45,1,0.9069658272244262
0.45,16,0.9239043621727743
0.45,30,0.9069658272244381
0.5,1,0.8874087023755786
0.5,16,0.9120965963199293
0.5,30,0.8874087023756253
0.55,1,0.8667359482298875
0.55,16,0.9011394391693995
0.55,30,0.8667359482300679
0.6000000000000001,1,0.8451951780097341
0.6000000000000001,16,0.8913565017390999
0.6000000000000001,30,0.8451951780103684
0.65,1,0.8230419395784142
0.65,16,0.8829971271665954
0.65,30,0.8230419395804399
0.7000000000000001,1,0.8005362097872818
0.7000000000000001,16,0.876228146453919
0.7000000000000001,30,0.8005362097902062
0.75,1,0.7779386809398823
0.75,16,0.8711303507734902
0.75,30,0.7779386809435294
0.8,1,0.7555072887348213
0.8,16,0.8676999713186685
0.8,30,0.7555072887395916
0.8500000000000001,1,0.7334936968229595
0.8500000000000001,16,0.8658545764601848
0.8500000000000001,30,0.7334936968294802
0.9,1,0.712139939966201
0.9,16,0.8654429467353779
0.9,30,0.7121399399753319
0.9500000000000001,1,0.691675272410997
0.9500000000000001,16,0.8662581531529112
0.9500000000000001,30,0.6916752724133128
1.0,1,0.6723132055311681
1.0,16,0.8680528196997087
1.0,30,0.6723132055336035
1.05,1,0.6542488064531181
1.05,16,0.870555603376819
1.05,30,0.6542488064556482
1.1,1,0.6376563830748316
1.1,16,0.8734879175171864
1.1,30,0.6376563830774127
1.1500000000000001,1,0.6226874489373087
1.1500000000000001,16,0.8765797552068705
1.1500000000000001,30,0.6226874489399071
1.2000000000000002,1,0.6094690739682295
1.2000000000000002,16,0.8795837902320315
1.2000000000000002,30,0.6094690739707895
1.25,1,0.5981026250293974
1.25,16,0.8822869929920247
1.25,30,0.5981026250318827
1.3,1,0.5886629101458674
1.3,16,0.8845192115056524
1.3,30,0.5886629101482589
1.35,1,0.5811977335822849
1.35,16,0.8861583910507186
1.35,30,0.5811977335846271
1.4000000000000001,1,0.5757278621703373
1.4000000000000001,16,0.8871323409388924
1.4000000000000001,30,0.5757278621727785
1.4500000000000002,1,0.5722473965896758
1.4500000000000002,16,0.8874171875219896
1.4500000000000002,30,0.5722473965926199
1.5,1,0.5707245347758264
1.5,16,0.8870328633750152
1.5,30,0.5707245347801381
1.55,1,0.5711027088409224
1.55,16,0.8860361618714535
1.55,30,0.5711027088378688
1.6,1,0.5733020857532983
1.6,16,0.8845120240752022
1.6,30,0.5733020857470768
1.6500000000000001,1,0.5772213557885796
1.6500000000000001,16,0.8825637703707493
1.6500000000000001,30,0.5772213557816972
1.7000000000000002,1,0.5827398017897019
1.7000000000000002,16,0.8803030711216167
1.7000000000000002,30,0.5827398017821661
1.75,1,0.5897196644759114
1.75,16,0.877840404194512
1.75,30,0.589719664467803
1.8,1,0.5980086653683616
1.8,16,0.8752765950656981
1.8,30,0.5980086653598956
1.85,1,0.6074426998005061
1.85,16,0.8726960053555822
1.85,30,0.6074426997898278
1.9000000000000001,1,0.6178486531147025
1.9000000000000001,16,0.8701617364274772
1.9000000000000001,30,0.6178486530994425
1.9500000000000002,1,0.6290472528222121
1.9500000000000002,16,0.8677129987942395
1.9500000000000002,30,0.6290472528055485
2.0,1,0.640855937584594
2.0,16,0.8653647007295562
2.0,30,0.640855937568871
