step,Z_site1,Z_site4,Z_site8
0,1.0,-1.0,-1.0
1,0.9604311616717031,-0.9604311616717035,-0.9604311616717037
2,0.8479248868284888,-0.8479248868275254,-0.847924886827512
3,0.6797557473987622,-0.6797557473915653,-0.6797557473913202
4,0.48065440860525255,-0.480654408577621,-0.48065440857612773
5,0.2778528388375746,-0.2778528387637337,-0.27785283875822636
6,0.09602514617219687,-0.09602514601703849,-0.09602514600197656
7,-0.04674229603024881,0.046742296303495634,0.04674229633696525
8,-0.14120544176427807,0.1412054421831188,0.14120544224682993
9,-0.18720711967432485,0.18720712024728403,0.18720712035449588
10,-0.19215032831715145,0.19215032902963503,0.1921503291924505
11,-0.16827308580211964,0.16827308662028184,0.16827308684637637
12,-0.12945654672040396,0.1294565476020868,0.12945654789146557
13,-0.0882889210170298,0.08828892192602394,0.08828892226848978
14,-0.053956852034445855,0.053956852952997014,0.053956853327019196
15,-0.03128320305916989,0.0312832039945653,0.03128320436799081
16,-0.02093318746115716,0.020933188444454798,0.02093318877733191
17,-0.020540861379877713,0.020540862457503917,0.02054086270676217
18,-0.026330843387295987,0.02633084460792734,0.026330844733432387
19,-0.03476060915507011,0.034760610555029325,0.03476061052602916
20,-0.04377881067761182,0.04377881226789426,0.04377881206875782
