step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9801163698825163,-0.9603816183832374,0.960431161671703,-0.960431161671703,0.9604311616717021,-0.9604311616717025,0.9604311616717023,-0.9604311616717021,0.9604311616717022,-0.9604311616717021,0.9603816183832367,-0.9801163698825157
2,0.9222334220657469,-0.846406099314637,0.8479298228338426,-0.847932963507048,0.8479186768968494,-0.8479329167536179,0.847918676984555,-0.8479329165759705,0.8479186881943643,-0.8479424405105443,0.846398906604459,-0.9222389566821693
3,0.8314435716741567,-0.6719319216765884,0.6798894840155838,-0.679795739368394,0.6797251602157703,-0.6797964867450875,0.6797251589387243,-0.6797964789934661,0.679724005696539,-0.6799541699046228,0.6718954786767212,-0.8314729469168134
4,0.7155606669899977,-0.45761063217424686,0.4815158042619992,-0.4807490604329895,0.48058181765440966,-0.48076437366800473,0.4805816653383775,-0.48076443326006435,0.48056477424176997,-0.4816876933680793,0.457515818066784,-0.7156428734997954
5,0.5842135278087476,-0.22772400819748317,0.2810829372530122,-0.27797176060557116,0.27776032130290607,-0.2780768633636148,0.2777583329376827,-0.2780784378509763,0.2776505740835782,-0.2814000730453778,0.22755566126601057,-0.58437666741602
6,0.4477661037854774,-0.006643046513130413,0.10488589195773901,-0.09600128060218038,0.09604845628103087,-0.09644719013093789,0.09603512279624737,-0.09645952376937272,0.09559059451365526,-0.10533514219272277,0.006421662911412274,-0.4480217258742468
7,0.3162140136265387,0.18445898848565884,-0.027052105509307478,0.04730319103046654,-0.04623335427967867,0.04589973237595929,-0.0462940582121667,0.04583999224265162,-0.04767627542944203,0.026546258432478043,-0.184670264217425,-0.31654550534533293
8,0.19820205683091247,0.33010842191614603,-0.10371741653786948,0.14298291419371434,-0.1394288527856432,0.13940304217879768,-0.13964133448166155,0.13918799167553353,-0.14315079096000805,0.10326922084587054,-0.33022005621092926,-0.19856366248246574
9,0.10027923666377155,0.42191697181055987,-0.12390792671135292,0.1911585235451495,-0.18273852538546148,0.18336846723339761,-0.18335161594410226,0.18274062368566973,-0.1909848014906299,0.12362113410890618,-0.4218481854014946,-0.10060722506049012
10,0.02646329856821427,0.4587640664407471,-0.0951728725016518,0.19943562903058554,-0.18268861116822865,0.18449192218337995,-0.18421188235332225,0.18292744646261327,-0.19888266240521235,0.09509240087985565,-0.45848086138812066,-0.026694915566469846
