step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9801163698825163,-0.9603816183832377,0.9604311616717027,-0.9604311616717025,0.9604311616717025,-0.9604311616717025,0.9604311616717025,-0.960431161671703,0.9604311616717032,-0.9604311616717036,0.9603816183832379,-0.9801163698825166
2,0.9222334220657467,-0.8464060993146356,0.8479298228338406,-0.8479329635070384,0.8479186768968408,-0.8479329167536146,0.8479186769845516,-0.8479329165759664,0.847918688194362,-0.847942440510544,0.8463989066044584,-0.9222389566821692
3,0.8314435716741568,-0.6719319216765882,0.6798894840155824,-0.6797957393683868,0.6797251602157672,-0.6797964867450864,0.6797251589387185,-0.6797964789934595,0.6797240056965357,-0.6799541699046239,0.6718954786767241,-0.8314729469168162
4,0.7155606669899979,-0.45761063217424636,0.48151580426200424,-0.4807490604330012,0.48058181765442176,-0.48076437366799396,0.4805816653383629,-0.4807644332600576,0.4805647742417736,-0.48168769336808775,0.45751581806663777,-0.7156428734996522
5,0.5842135278087469,-0.22772400819748562,0.2810829372530411,-0.2779717606056515,0.27776032130297595,-0.2780768633636044,0.27775833293766156,-0.2780784378509772,0.27765057408358407,-0.28140007304539694,0.22755566126575633,-0.5843766674157639
6,0.44776610378547615,-0.006643046513132189,0.10488589195777731,-0.09600128060236485,0.0960484562810896,-0.09644719013078012,0.09603512279614057,-0.09645952376937761,0.09559059451376084,-0.10533514219285106,0.006421662911138271,-0.44802172587396966
7,0.3162140136265332,0.18445898848564662,-0.027052105509223323,0.047303191030060365,-0.046233354280106054,0.04589973237730105,-0.04629405821343863,0.045839992243169925,-0.04767627542923869,0.026546258432242786,-0.1846702642176838,-0.3165455053450488
8,0.19820205683090886,0.33010842191608947,-0.10371741653755306,0.14298291419269943,-0.13942885278803335,0.1394030421848761,-0.13964133448741584,0.13918799167813933,-0.14315079095932548,0.10326922084517687,-0.3302200562110814,-0.1985636624821516
9,0.10027923666379909,0.4219169718103712,-0.12390792671031714,0.1911585235427476,-0.18273852539351698,0.1833684672532252,-0.1833516159624501,0.18274062369452249,-0.19098480148866692,0.1236211341073633,-0.4218481854014289,-0.10060722506024879
10,0.026463298568316942,0.4587640664402089,-0.09517287249892831,0.19943562902562223,-0.18268861118940172,0.18449192223489475,-0.1842118824000757,0.182927446486583,-0.19888266240039787,0.09509240087632209,-0.4584808613876041,-0.026694915566332262
