name,family,real_ref,imag_ref,real_pp,imag_pp,abs_err
Y_15,1q,0.0000000000000000e+00,0.0000000000000000e+00,1.2358588806990181e-01,0.0000000000000000e+00,1.2358588806990181e-01
Z_15,1q,9.7479631956611956e-01,0.0000000000000000e+00,-2.7860619912064913e-03,0.0000000000000000e+00,9.7758238155732602e-01
X_28,1q,0.0000000000000000e+00,0.0000000000000000e+00,-2.9528056845184697e-02,0.0000000000000000e+00,2.9528056845184697e-02
Y_28,1q,0.0000000000000000e+00,0.0000000000000000e+00,-2.0438369108769089e-01,0.0000000000000000e+00,2.0438369108769089e-01
Z_28,1q,-8.5352887134858935e-01,0.0000000000000000e+00,-2.3806321042884358e-02,0.0000000000000000e+00,8.2972255030570496e-01
X_29,1q,0.0000000000000000e+00,0.0000000000000000e+00,1.4272079903576318e-01,0.0000000000000000e+00,1.4272079903576318e-01
Y_29,1q,0.0000000000000000e+00,0.0000000000000000e+00,3.4216648043942444e-04,0.0000000000000000e+00,3.4216648043942444e-04
Z_29,1q,-9.5698379172746262e-01,0.0000000000000000e+00,8.1617395329343367e-02,0.0000000000000000e+00,1.0386011870568059e+00
X_31,1q,0.0000000000000000e+00,0.0000000000000000e+00,-2.5665833622219369e-01,0.0000000000000000e+00,2.5665833622219369e-01
Y_31,1q,0.0000000000000000e+00,0.0000000000000000e+00,-1.5607080397743714e-01,0.0000000000000000e+00,1.5607080397743714e-01
Z_31,1q,-9.5269489398005747e-01,0.0000000000000000e+00,-7.7284707448489573e-02,0.0000000000000000e+00,8.7541018653156788e-01
X_32,1q,0.0000000000000000e+00,0.0000000000000000e+00,-1.0314955785700902e-01,0.0000000000000000e+00,1.0314955785700902e-01
Y_32,1q,0.0000000000000000e+00,0.0000000000000000e+00,-2.3749632193623908e-02,0.0000000000000000e+00,2.3749632193623908e-02
Z_32,1q,-9.5269489398005747e-01,0.0000000000000000e+00,8.8834551440226811e-02,0.0000000000000000e+00,1.0415294454202844e+00
X_33,1q,0.0000000000000000e+00,0.0000000000000000e+00,1.9121781899166471e-01,0.0000000000000000e+00,1.9121781899166471e-01
Y_33,1q,0.0000000000000000e+00,0.0000000000000000e+00,-1.5250898663018131e-01,0.0000000000000000e+00,1.5250898663018131e-01
Z_33,1q,-9.5269489398009521e-01,0.0000000000000000e+00,5.9358095150830174e-02,0.0000000000000000e+00,1.0120529891309253e+00
X_34,1q,0.0000000000000000e+00,0.0000000000000000e+00,5.6126115627451775e-02,0.0000000000000000e+00,5.6126115627451775e-02
Y_34,1q,0.0000000000000000e+00,0.0000000000000000e+00,-1.6037947286130114e-01,0.0000000000000000e+00,1.6037947286130114e-01
Z_34,1q,-9.5269489398009521e-01,0.0000000000000000e+00,-2.6014143868414996e-02,0.0000000000000000e+00,9.2668075011168027e-01
XX_3_4,2q,0.0000000000000000e+00,0.0000000000000000e+00,-9.7176273291410736e-02,0.0000000000000000e+00,9.7176273291410736e-02
YY_3_4,2q,0.0000000000000000e+00,0.0000000000000000e+00,-7.9163098225637746e-02,0.0000000000000000e+00,7.9163098225637746e-02
ZZ_3_4,2q,9.5088860035397116e-01,0.0000000000000000e+00,1.5011720245498159e-01,0.0000000000000000e+00,8.0077139789898955e-01
XZ_3_4,2q,0.0000000000000000e+00,0.0000000000000000e+00,-1.0056371978922891e-01,0.0000000000000000e+00,1.0056371978922891e-01
XX_5_6,2q,0.0000000000000000e+00,0.0000000000000000e+00,-8.3189863430272445e-02,0.0000000000000000e+00,8.3189863430272445e-02
YY_5_6,2q,0.0000000000000000e+00,0.0000000000000000e+00,-7.2339932329964413e-02,0.0000000000000000e+00,7.2339932329964413e-02
ZZ_5_6,2q,9.5088860035400180e-01,0.0000000000000000e+00,-8.2026655853058350e-02,0.0000000000000000e+00,1.0329152562070600e+00
XZ_5_6,2q,0.0000000000000000e+00,0.0000000000000000e+00,6.0270935463900249e-02,0.0000000000000000e+00,6.0270935463900249e-02
XX_7_8,2q,0.0000000000000000e+00,0.0000000000000000e+00,-1.1200346862995808e-01,0.0000000000000000e+00,1.1200346862995808e-01
YY_7_8,2q,0.0000000000000000e+00,0.0000000000000000e+00,-1.4475526523943211e-02,0.0000000000000000e+00,1.4475526523943211e-02
ZZ_7_8,2q,9.8703794970186576e-01,0.0000000000000000e+00,2.8673317801592269e-01,0.0000000000000000e+00,7.0030477168594307e-01
XZ_7_8,2q,0.0000000000000000e+00,0.0000000000000000e+00,1.6260771537212826e-01,0.0000000000000000e+00,1.6260771537212826e-01
XX_9_10,2q,0.0000000000000000e+00,0.0000000000000000e+00,5.7018682954290509e-02,0.0000000000000000e+00,5.7018682954290509e-02
YY_9_10,2q,0.0000000000000000e+00,0.0000000000000000e+00,3.7126219774938851e-02,0.0000000000000000e+00,3.7126219774938851e-02
ZZ_9_10,2q,9.8091439419021254e-01,0.0000000000000000e+00,5.7107933716032244e-01,0.0000000000000000e+00,4.0983505702989009e-01
XZ_9_10,2q,0.0000000000000000e+00,0.0000000000000000e+00,6.6075560365021449e-02,0.0000000000000000e+00,6.6075560365021449e-02
XX_23_24,2q,0.0000000000000000e+00,0.0000000000000000e+00,-5.7999521526779351e-03,0.0000000000000000e+00,5.7999521526779351e-03
YY_23_24,2q,0.0000000000000000e+00,0.0000000000000000e+00,-2.0959016048599718e-02,0.0000000000000000e+00,2.0959016048599718e-02
ZZ_23_24,2q,9.2131417295100593e-01,0.0000000000000000e+00,-1.7328845748880974e-02,0.0000000000000000e+00,9.3864301869988687e-01
XZ_23_24,2q,0.0000000000000000e+00,0.0000000000000000e+00,1.6912295781664508e-01,0.0000000000000000e+00,1.6912295781664508e-01
XX_1_43,2q,-2.2994643034141960e-15,0.0000000000000000e+00,4.3940404568296565e-02,0.0000000000000000e+00,4.3940404568298862e-02
YY_1_43,2q,-2.2994643034141960e-15,0.0000000000000000e+00,-3.1688007295526732e-01,0.0000000000000000e+00,3.1688007295526505e-01
ZZ_1_43,2q,-9.8228524499331948e-01,0.0000000000000000e+00,5.1566156839738121e-02,0.0000000000000000e+00,1.0338514018330576e+00
XZ_1_43,2q,0.0000000000000000e+00,0.0000000000000000e+00,3.0970019390922138e-01,0.0000000000000000e+00,3.0970019390922138e-01
XX_8_45,2q,0.0000000000000000e+00,0.0000000000000000e+00,-6.5040817644343274e-02,0.0000000000000000e+00,6.5040817644343274e-02
YY_8_45,2q,0.0000000000000000e+00,0.0000000000000000e+00,1.0911780045437230e-01,0.0000000000000000e+00,1.0911780045437230e-01
ZZ_8_45,2q,-9.8714887099333271e-01,0.0000000000000000e+00,3.2710327893407165e-02,0.0000000000000000e+00,1.0198591988867398e+00
XZ_8_45,2q,0.0000000000000000e+00,0.0000000000000000e+00,-7.3286183404775523e-02,0.0000000000000000e+00,7.3286183404775523e-02
XX_11_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,1.3881460198851139e-01,0.0000000000000000e+00,1.3881460198851139e-01
YY_11_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,-6.0563102690007906e-02,0.0000000000000000e+00,6.0563102690007906e-02
ZZ_11_46,2q,-9.8733057169657079e-01,0.0000000000000000e+00,4.8564018276890109e-02,0.0000000000000000e+00,1.0358945899734608e+00
XZ_11_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,-2.2953859298165496e-02,0.0000000000000000e+00,2.2953859298165496e-02
XX_12_46,2q,-1.6611753653977042e-18,0.0000000000000000e+00,-4.8717480689003873e-01,0.0000000000000000e+00,4.8717480689003873e-01
YY_12_46,2q,-1.6611753653977042e-18,0.0000000000000000e+00,-2.2333747726467801e-01,0.0000000000000000e+00,2.2333747726467801e-01
ZZ_12_46,2q,-9.8938425653043427e-01,0.0000000000000000e+00,-3.2236535134971223e-01,0.0000000000000000e+00,6.6701890518072204e-01
XZ_12_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,8.9863566482915450e-02,0.0000000000000000e+00,8.9863566482915450e-02
XX_12_45,2q,0.0000000000000000e+00,0.0000000000000000e+00,-1.3591443569231770e-01,0.0000000000000000e+00,1.3591443569231770e-01
YY_12_45,2q,0.0000000000000000e+00,0.0000000000000000e+00,-4.3330142432677549e-01,0.0000000000000000e+00,4.3330142432677549e-01
ZZ_12_45,2q,-9.8733057169657079e-01,0.0000000000000000e+00,-9.8979845368086183e-02,0.0000000000000000e+00,8.8835072632848466e-01
XZ_12_45,2q,0.0000000000000000e+00,0.0000000000000000e+00,-3.3672587209487503e-01,0.0000000000000000e+00,3.3672587209487503e-01
