name,family,real_ref,imag_ref,real_pp,imag_pp,abs_err
XX_1_53,2q,0.0000000000000000e+00,0.0000000000000000e+00,-9.3641121081702194e-01,0.0000000000000000e+00,9.3641121081702194e-01
YY_1_53,2q,0.0000000000000000e+00,0.0000000000000000e+00,-3.1192337521767328e-02,0.0000000000000000e+00,3.1192337521767328e-02
ZZ_1_53,2q,-9.8228961229310607e-01,0.0000000000000000e+00,-7.4235253808406145e-03,0.0000000000000000e+00,9.7486608691226551e-01
XZ_1_53,2q,0.0000000000000000e+00,0.0000000000000000e+00,-3.0885470295877696e-02,0.0000000000000000e+00,3.0885470295877696e-02
XX_12_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
YY_12_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
ZZ_12_46,2q,8.5365961303712223e-01,0.0000000000000000e+00,9.7680983698340873e-01,0.0000000000000000e+00,1.2315022394628650e-01
XZ_12_46,2q,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
XX_21_41,2q,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
YY_21_41,2q,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
ZZ_21_41,2q,9.5139608614492788e-01,0.0000000000000000e+00,-9.8845940592245385e-01,0.0000000000000000e+00,1.9398554920673816e+00
XZ_21_41,2q,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
XX_14_34,2q,4.2453876537597430e-05,0.0000000000000000e+00,-3.0183055174184859e-06,0.0000000000000000e+00,4.5472182055015914e-05
YY_14_34,2q,4.2453876537597430e-05,0.0000000000000000e+00,2.6547803509581735e-06,0.0000000000000000e+00,3.9799096186639257e-05
ZZ_14_34,2q,9.9308787835843237e-01,0.0000000000000000e+00,8.0481077074576179e-01,0.0000000000000000e+00,1.8827710761267058e-01
XZ_14_34,2q,0.0000000000000000e+00,0.0000000000000000e+00,2.3515022163223051e-01,0.0000000000000000e+00,2.3515022163223051e-01
