name,family,real_ref,imag_ref,real_pp,imag_pp,abs_err
Y_39,Y,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
Z_39,Z,-9.9309775512229226e-01,0.0000000000000000e+00,-1.0000000000000000e+00,0.0000000000000000e+00,6.9022448777077416e-03
X_40,X,0.0000000000000000e+00,0.0000000000000000e+00,1.2246467991473532e-16,0.0000000000000000e+00,1.2246467991473532e-16
Y_40,Y,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
Z_40,Z,-9.9309775512229226e-01,0.0000000000000000e+00,-1.0000000000000000e+00,0.0000000000000000e+00,6.9022448777077416e-03
X_41,X,0.0000000000000000e+00,0.0000000000000000e+00,3.7493749697896896e-33,0.0000000000000000e+00,3.7493749697896896e-33
Y_41,Y,0.0000000000000000e+00,0.0000000000000000e+00,1.2246388011303015e-16,0.0000000000000000e+00,1.2246388011303015e-16
Z_41,Z,-9.9309775512229248e-01,0.0000000000000000e+00,-9.9999346912345888e-01,0.0000000000000000e+00,6.8957140011663975e-03
X_42,X,0.0000000000000000e+00,0.0000000000000000e+00,1.2246467991473532e-16,0.0000000000000000e+00,1.2246467991473532e-16
Y_42,Y,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
Z_42,Z,-9.9309775512229248e-01,0.0000000000000000e+00,-1.0000000000000000e+00,0.0000000000000000e+00,6.9022448777075196e-03
X_43,X,0.0000000000000000e+00,0.0000000000000000e+00,-1.2246467991473532e-16,0.0000000000000000e+00,1.2246467991473532e-16
Y_43,Y,0.0000000000000000e+00,0.0000000000000000e+00,-1.4997597826618576e-32,0.0000000000000000e+00,1.4997597826618576e-32
Z_43,Z,-9.9399207312237914e-01,0.0000000000000000e+00,-1.0000000000000000e+00,0.0000000000000000e+00,6.0079268776208616e-03
X_44,X,0.0000000000000000e+00,0.0000000000000000e+00,1.2246467991473532e-16,0.0000000000000000e+00,1.2246467991473532e-16
Y_44,Y,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
