step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717456,-0.9604311616717028,0.9604311616713064,-0.9604311616823102,0.9604311616826642,-0.9604311616693081,-0.9604311616589674
2,0.8479186759422062,-0.8479329167571988,0.847918677206812,-0.8479329178363358,0.8479186889943329,-0.8479329341632686,-0.8479329202918284
3,0.6797251547807002,-0.6797964865622178,0.6797251600059959,-0.6797964905695045,0.6797251939625293,-0.6797964894528621,-0.6797964829689945
4,0.48058165532787067,-0.4807643705616282,0.48058166821760995,-0.4807643788024389,0.4805817133996324,-0.48076435343859764,-0.4807643607693156
5,0.2777583254059055,-0.27807685090268913,0.27775834971458224,-0.2780768644181094,0.27775839962783966,-0.27807681741551815,-0.27807682701412556
6,0.09603525674251474,-0.09644725562596851,0.09603529519751502,-0.0964472731363657,0.09603533869504066,-0.09644718929802076,-0.09644720812274216
7,-0.04629290785572864,0.045898774614809124,-0.04629285480526546,0.045898757777216526,-0.04629283417204,0.04589888836036721,0.04589885679127294
8,-0.1396355423637671,0.13939738815154679,-0.13963547747427074,0.13939737965404264,-0.1396354983762042,0.1393975615478112,0.13939751447930082
9,-0.18332975936037316,0.18334556237608807,-0.1833296888157402,0.18334557073471852,-0.1833297671859131,0.18334580081388324,0.18334573660456677
10,-0.18414450341617566,0.1844188840086749,-0.18414443604624942,0.18441891520752984,-0.18414457946078766,0.18441918207216917,0.1844191004387387
