step,chi_max,chi_bond1,chi_bond2,chi_bond3,chi_bond4,chi_bond5,chi_bond6,chi_bond7,chi_bond8,chi_bond9
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
3.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
4.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
5.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
6.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
7.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
8.0,32.0,4.0,8.0,16.0,32.0,16.0,8.0,4.0
