t,z_ref_qutip,ADAPTIVE,DOUBLEADAPTIVE,DOUBLEFIXED,FIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,0,-2.237114317075738e-17,-2.237114317075738e-17,0,0,0,-2.237114317075738e-17
0.05,6.938893903907228e-18,-2.220446049250313e-16,-1.329040710934537e-05,1.969844267868393e-06,5.76759473513988e-10,-3.885780586188048e-16,-6.106226635438361e-16
0.1,-3.989863994746656e-17,2.783279893281421e-06,-1.895745178917489e-05,1.939471862344444e-05,8.516697902472004e-10,-1.665334536937735e-16,-4.996003610813399e-16
0.15,9.540979117872439e-18,1.498046189835978e-06,-3.023390174555773e-05,3.700840534859307e-06,1.058177989676778e-09,1.665334536937735e-16,-1.387778780781446e-15
0.2,6.895525817007808e-17,6.297710788527588e-06,-5.020197778138336e-05,-1.018076451247962e-05,1.159089491054033e-09,0,-1.165734175856414e-15
0.25,-1.214306433183765e-17,-7.04814707318175e-06,-7.503423487303928e-05,-2.577232620198933e-05,1.094032253678989e-09,4.440892098500626e-16,-1.887379141862766e-15
0.3,4.640385298237959e-17,-1.910762024176504e-05,-0.0001064857078181825,-4.052357642364557e-05,8.253380756606532e-10,4.440892098500626e-16,-3.663735981263017e-15
0.35,6.288372600415926e-17,-2.81654600166048e-05,-0.0001416439824353799,-5.227708270538756e-05,3.438702655955694e-10,1.165734175856414e-15,-4.440892098500626e-15
0.4,-9.107298248878237e-18,-3.299644949567027e-05,-0.0001731618564217996,-5.943098544936021e-05,-3.304203577414455e-10,2.720046410331634e-15,-6.106226635438361e-15
0.45,7.892991815694472e-17,-3.068219635332659e-05,-0.00019093337884446,-6.103489812664398e-05,-1.150965656115943e-09,2.109423746787797e-15,-7.66053886991358e-15
0.5,1.591608789208721e-16,-2.337411549702129e-05,-0.0001842017831173992,-5.687066699244792e-05,-2.050271008524618e-09,1.942890293094024e-15,-1.23789867245705e-14
0.55,1.036497276896142e-16,-1.282777075878316e-05,-0.0001444453777011412,-4.745957296070635e-05,-2.94828139679737e-09,7.771561172376096e-16,-1.548761119352093e-14
0.6,1.821459649775647e-17,-3.394636954867636e-08,-6.636203335769197e-05,-3.397971164020852e-05,-3.762255396111414e-09,-1.110223024625157e-15,-1.5931700403371e-14
0.65,1.595945597898663e-16,1.36939278249093e-05,5.107628542028175e-05,-1.809980587097471e-05,-4.416648990979155e-09,-1.609823385706477e-15,-1.559863349598345e-14
0.7,-2.602085213965211e-17,2.68776721935593e-05,0.0002028963452843091,-1.750746177142659e-06,-4.851510693182348e-09,-1.942890293094024e-15,-1.387778780781446e-14
0.75,-3.035766082959412e-17,3.80935617128042e-05,0.0003780251141231594,1.313370126004854e-05,-5.028303773357834e-09,-2.109423746787797e-15,-1.02695629777827e-14
0.8,-4.77048955893622e-18,4.616102195820204e-05,0.0005601429884903308,2.487093283598529e-05,-4.932628305809317e-09,-7.216449660063518e-16,-5.717648576819556e-15
0.85,-1.691355389077387e-17,5.028290713937622e-05,0.0007293488350404442,3.224360066239607e-05,-4.573889822445665e-09,-1.77635683940025e-15,-5.551115123125783e-16
0.9,-5.247538514829841e-17,5.012940251780673e-05,0.000864510755510528,3.464583131257415e-05,-3.982506824318222e-09,-4.496403249731884e-15,5.329070518200751e-15
0.95,6.071532165918825e-18,4.586101105352736e-05,0.0009460112418115396,3.214395093842359e-05,-3.205397669514554e-09,-3.552713678800501e-15,9.825473767932635e-15
1,-3.816391647148976e-17,3.809165437473894e-05,0.0009585091427779524,2.544585219976803e-05,-2.300602708338317e-09,-2.720046410331634e-15,1.387778780781446e-14
1.05,1.170938346284345e-17,2.779874634700752e-05,0.0008933181284797032,1.578480999442355e-05,-1.331827204076319e-09,-1.887379141862766e-15,1.69864122767649e-14
1.1,-3.989863994746656e-17,1.619261242996606e-05,0.0007500388684784642,4.734346923440658e-06,-3.635207135310736e-10,9.436895709313831e-16,1.787459069646502e-14
1.15,0,4.562302475530355e-06,0.0005371740698454364,-6.019988797401066e-06,5.431042837678035e-10,1.720845688168993e-15,1.770805724277125e-14
1.2,8.716985466783456e-17,-5.882127436795948e-06,0.0002715891887551392,-1.49195470339758e-05,1.333006038883866e-09,2.164934898019055e-15,1.759703494030873e-14
1.25,6.331740687315346e-17,-1.415032587703813e-05,-2.316114484679499e-05,-2.074776183202953e-05,1.959298945308774e-09,2.442490654175344e-15,1.537658889105842e-14
1.3,9.6710833785707e-17,-1.957741694902371e-05,-0.0003194614421719311,-2.279086903678174e-05,2.384585695569541e-09,1.609823385706477e-15,1.265654248072678e-14
1.35,4.250072516143177e-17,-2.188227294203093e-05,-0.0005888990524449689,-2.092259287234111e-05,2.581915403698787e-09,1.609823385706477e-15,8.770761894538737e-15
1.4,4.033232081646076e-17,-2.117285515468303e-05,-0.0008057442913088075,-1.560374240078266e-05,2.535591570040907e-09,9.992007221626409e-16,5.329070518200751e-15
1.45,4.119968255444917e-17,-1.790074727525681e-05,-0.0009501850493121022,-7.800546883762749e-06,2.241897889554423e-09,0,1.110223024625157e-16
1.5,0,-1.277380205677581e-05,-0.001010875956959256,1.163594324338213e-06,1.709675068184424e-09,-1.221245327087672e-15,-2.886579864025407e-15
1.55,-7.936359902593892e-17,-6.640998213902627e-06,-0.0009864466989676357,9.800699106388144e-06,9.606471174095077e-10,-3.386180225106727e-15,-6.38378239159465e-15
1.6,-3.903127820947816e-17,-3.666430236082263e-07,-0.0008857485032173207,1.666878419137596e-05,2.936895171501419e-11,-4.884981308350689e-15,-9.658940314238862e-15
1.65,-5.117434254131581e-17,5.288300998884665e-06,-0.0007267833494996045,2.057316305814627e-05,-1.037295915828906e-09,-6.883382752675971e-15,-1.149080830487037e-14
1.7,-7.849623728795052e-17,9.76170120114972e-06,-0.0005344319835687839,2.073304312749658e-05,-2.181231306686016e-09,-8.382183835919932e-15,-1.326716514427062e-14
1.75,-5.984795992119984e-17,1.274999940026333e-05,-0.0003372476800997393,1.689248978992142e-05,-3.334780229735657e-09,-9.880984919163893e-15,-1.4210854715202e-14
1.8,-6.375108774214766e-17,1.422442766352283e-05,-0.0001637169980782671,9.361748554925775e-06,-4.42341646644806e-09,-1.054711873393899e-14,-1.476596622751458e-14
1.85,-2.732189474663471e-17,1.440311528705385e-05,-3.84911153784584e-05,-1.016305073764379e-06,-5.36981054066743e-09,-1.121325254871408e-14,-1.504352198367087e-14
1.9,-4.510281037539698e-17,1.368696410919412e-05,2.091269768100812e-05,-1.296992814425746e-05,-6.098930638298583e-09,-1.110223024625157e-14,-1.69864122767649e-14
1.95,-8.239936510889834e-17,1.25710655518585e-05,6.509548584388014e-06,-2.495743744279633e-05,-6.540913033425966e-09,-1.088018564132653e-14,-1.754152378907747e-14
2,-1.613292832658431e-16,1.154511164347394e-05,-7.898153685353959e-05,-3.536238846918449e-05,-6.642213445928746e-09,-9.547918011776346e-15,-2.009503674571533e-14
2.05,-8.370040771588094e-17,1.099835569634555e-05,-0.0002223652713379543,-4.270546675877451e-05,-6.375469596697769e-09,-7.16093850883226e-15,-2.187139358511558e-14
2.1,-1.214306433183765e-16,1.114439299121361e-05,-0.0004015859283036383,-4.584702073939795e-05,-5.729146657085238e-09,-4.274358644806853e-15,-2.464695114667848e-14
2.15,-9.8879238130678e-17,1.197806652664113e-05,-0.0005885368820400805,-4.420319932957328e-05,-4.714826973284403e-09,-7.771561172376096e-16,-2.375877272697835e-14
2.2,-6.028164079019405e-17,1.327206907553169e-05,-0.0007527048512261381,-3.779649541124641e-05,-3.371381840366894e-09,2.664535259100376e-15,-2.209343819004062e-14
2.25,-5.724587470723463e-17,1.461454638651549e-05,-0.0008651697822912863,-2.720998249894357e-05,-1.769270674412127e-09,4.551914400963142e-15,-1.942890293094024e-14
2.3,-7.762887554996212e-17,1.548185247846057e-05,-0.0009024318068341364,-1.379718135230412e-05,-1.353633871659099e-11,9.270362255620057e-15,-1.315614284180811e-14
2.35,-3.642919299551295e-17,1.533480971521728e-05,-0.0008495610961757327,1.029230187243879e-06,1.757126222301508e-09,1.254552017826427e-14,-5.939693181744587e-15
2.4,1.084202172485504e-17,1.372359681633961e-05,-0.0007022562668743682,1.556614333125816e-05,3.369359458105237e-09,1.459943277382081e-14,3.164135620181696e-15
2.45,4.85722573273506e-17,1.038494247501687e-05,-0.0004675371941252338,2.812941236984834e-05,4.671720232884979e-09,1.654232306691483e-14,1.160183060733289e-14
2.5,4.727121472036799e-17,5.31563243277855e-06,-0.0001629716222706357,3.732286588431499e-05,5.550727544267886e-09,1.77635683940025e-14,1.659783421814609e-14
2.55,5.160802341031001e-17,-1.190905938197595e-06,0.0001854612252407684,4.225818028014139e-05,5.921418910759257e-09,1.870725796493389e-14,1.865174681370263e-14
2.6,3.989863994746656e-17,-8.553514582343436e-06,0.0005465658081629243,4.265059877245347e-05,5.740895314687577e-09,1.826316875508383e-14,2.34257058195908e-14
2.65,-1.821459649775647e-17,-1.595957799072067e-05,0.0008877512400861098,3.880276312950848e-05,5.022044335944997e-09,1.726396803292118e-14,2.836619827917275e-14
2.7,3.989863994746656e-17,-2.24611603684699e-05,0.001178988938589476,3.153134044198147e-05,3.838462991900826e-09,1.754152378907747e-14,3.258504577274834e-14
2.75,-4.250072516143177e-17,-2.709792912192199e-05,0.001396394168063697,2.20486935622044e-05,2.314610503262315e-09,1.643130076445232e-14,3.280709037767338e-14
2.8,-3.859759734048396e-17,-2.903210144794555e-05,0.001524953201882506,1.179217001989752e-05,6.057595536290705e-10,1.509903313490213e-14,3.286260152890463e-14
2.85,-1.613292832658431e-16,-2.76777643383741e-05,0.001560039865597107,2.217186361841428e-06,-1.11899128851789e-09,1.398881011027697e-14,2.936539900133539e-14
2.9,-1.48318857196017e-16,-2.280551699629374e-05,0.001507539560069215,-5.404357320770714e-06,-2.686415201402781e-09,1.398881011027697e-14,2.620126338115369e-14
