step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9801163710906932,-0.9603816208368985,0.9604311587398551,-0.9604311599782839,0.9604311666155482,-0.9604311666130027,0.9604311666159765,-0.9604311666159788,0.9604311666281792,-0.9604311654192124,0.960381620853887,-0.980116364461683
2,0.9039854945364196,-0.847115366819586,0.8479299577330905,-0.84793282377465,0.847918544835471,-0.8479327848914796,0.8479185456643642,-0.847932784299486,0.8479185549169992,-0.8479443518669421,0.8471082316312902,-0.903992769847328
3,0.764623629558891,-0.6765153086570476,0.6798491067789347,-0.6797954539025752,0.6797243962689743,-0.6797957325872893,0.6797244083284103,-0.6797957142800458,0.6797237989842241,-0.6799221527093056,0.6764735772246653,-0.7646668720169273
4,0.5836262930237195,-0.47290395915316075,0.48114273903134597,-0.48075563241913827,0.48057958409517243,-0.4807622517975769,0.48057955603890323,-0.4807622068976029,0.480571791957708,-0.48133298981763095,0.47278439125375227,-0.5837524926880507
5,0.386916667673997,-0.26372458149826894,0.2794074144948847,-0.2780313604036816,0.27775501033000793,-0.2780727031380544,0.2777542087291631,-0.2780732541378198,0.27771090817978766,-0.27974668796127544,0.2634989512531021,-0.3871609428038687
6,0.19981302066343476,-0.07445674565376426,0.09974602173262481,-0.09628237692578157,0.09603407799798508,-0.09644065731718693,0.09602869242530426,-0.09644558588781371,0.09586954516859963,-0.1002002378840659,0.07414712535867712,-0.20016166234224272
7,0.04277104294315888,0.07554450821545933,-0.03936625810123373,0.046361799308903995,-0.04627969069124832,0.04590804983185126,-0.04630215826609552,0.04588578787591979,-0.04675073544798308,0.03890355416389879,-0.07585517433625821,-0.04314667118372855
8,-0.07137093311417209,0.17549411125264425,-0.1284111143492338,0.14047540077928333,-0.13957747879541882,0.13941013487508747,-0.13964821443695657,0.13933775612003868,-0.1406947080855166,0.12808042841562628,-0.17569119286002655,0.07108559026651971
9,-0.13829002328275275,0.22364277900029972,-0.1670870052311511,0.18551743521827085,-0.18316521530343133,0.1833648964005008,-0.18334865968323882,0.1831746950751666,-0.18546129846016834,0.16699686859634022,-0.2236370642010556,0.13819868705505228
10,-0.16134477809206466,0.2259974174952783,-0.1627599395184104,0.18831328565593486,-0.18376547246509667,0.18445333234332434,-0.18417732358256822,0.18402484281816156,-0.18797287120820305,0.16293038308052082,-0.2257772890023702,0.16148456953782855
