step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9789037019779726,-0.9603917068406971,0.9604411899297617,-0.9604310867192714,0.9604309988345638,-0.960430996050427,0.960431166239939,-0.960431166401154,0.9604311663957898,-0.9604311652656821,0.960381620701843,-0.9789035954981387
2,0.8935795860665693,-0.8472341736037045,0.8479594751047713,-0.847931499336163,0.8479180985311604,-0.8479322806547814,0.847918554161037,-0.8479327705617814,0.8479185444377856,-0.8479435134105731,0.84719243426971,-0.8935904001770861
3,0.7467169871510475,-0.6771230288945559,0.6798830329652937,-0.6797919248722057,0.6797236895010453,-0.6797948429408229,0.6797244042725409,-0.6797956831037998,0.6797237881126398,-0.6799028599695435,0.6770112287448089,-0.7467756311670727
4,0.5607514560922333,-0.47452445532051335,0.4811263159246864,-0.48074925818113423,0.4805787503790074,-0.48076091614028493,0.48057947841691157,-0.4807621269828978,0.48057267935044407,-0.4812291556141419,0.47427988177995445,-0.560908876179872
5,0.36201648742353254,-0.2668728739560477,0.27921919550187657,-0.27802550789102687,0.2777543060052351,-0.2780708112505173,0.27775388175596644,-0.2780728979927991,0.2777176439230635,-0.27941639489108255,0.26644199425433407,-0.3622985941087683
6,0.17577083375953045,-0.07949101538756986,0.09918926824691099,-0.09629108151062826,0.09603350767481206,-0.09643801313180056,0.09602781737984989,-0.09644404912518306,0.09589783315024925,-0.09942273944305913,0.07886775817528191,-0.17613729919619187
7,0.021991425910605496,0.06852883947282468,-0.04054257563198227,0.04630438741809151,-0.046281405456994495,0.045911754701678076,-0.046303966898936955,0.04589130959567839,-0.04666465069327996,0.040397317307248104,-0.06929033988621747,-0.022324063144127545
8,-0.0872580436284474,0.16670661782622764,-0.13046391554741193,0.1403052792866082,-0.13958480497371012,0.13941516466228976,-0.13965117365737767,0.13935405387268485,-0.14048348111470804,0.1305494947495497,-0.16751903841001936,0.08712180225200254
9,-0.1485607050817928,0.21357359823633826,-0.17021698615393555,0.1851345509122898,-0.18318879348219402,0.18337114985253444,-0.18335236880468614,0.18321552157670695,-0.1850191781386087,0.17062170852099307,-0.21436962230174272,0.14876238884015294
10,-0.16614412190329217,0.2153382760155576,-0.16705466916681166,0.18758296956914167,-0.18382597080514768,0.18445978626728382,-0.18418007779870732,0.1841143628404639,-0.18715638398789597,0.16775574577850594,-0.2161162306977471,0.16674187846715677
