step,Z_site1,Z_site4,Z_site8
0.0,1.0,-1.0,-1.0
1.0,0.9604311616717104,-0.9604311616717034,-0.9604311616717038
2.0,0.8479248868072901,-0.8479248867891057,-0.8479248867888156
3.0,0.6797557473157594,-0.6797557472199105,-0.6797557472179268
4.0,0.4806544086090396,-0.48065440831702566,-0.480654408308902
5.0,0.27785283972023855,-0.27785283909219677,-0.27785283906774644
6.0,0.09602514996494711,-0.09602514892533753,-0.09602514886644019
7.0,-0.0467422855778124,0.04674228696248428,0.046742287082064835
8.0,-0.14120541909791176,0.14120542062708297,0.1412054208387378
9.0,-0.1872070779042198,0.1872070793838661,0.18720707971827613
10.0,-0.1921502602166594,0.19215026171040406,0.19215026219008968
