step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717716,-0.9604311616717257,0.9604311616717409,-0.9604311616717408,0.9604311616717328,-0.9604311616717243,-0.9604311616717015
2,0.8479186769156649,-0.8479329167304511,0.8479186769699221,-0.847932916754947,0.8479186770011332,-0.8479329167545661,-0.8479329166334915
3,0.6797251591157146,-0.6797964866265094,0.6797251591189323,-0.6797964869911209,0.6797251594062753,-0.679796486891084,-0.6797964867255745
4,0.4805816671135249,-0.48076437116617354,0.4805816665102927,-0.48076437286435836,0.48058166774633004,-0.4807643723737597,-0.48076437258119803
5,0.2777583498723296,-0.27807685279951805,0.27775834732173177,-0.2780768572982142,0.27775835091305695,-0.2780768563917718,-0.27807685733169185
6,0.0960352990816746,-0.09644725960950606,0.09603529229367996,-0.09644726812836107,0.09603530051292175,-0.09644726788171942,-0.09644726885953396
7,-0.04629284419399746,0.04589876820442085,-0.04629285861545679,0.04589875567114027,-0.04629284268001754,0.045898752237509166,0.04589875372576253
8,-0.1396354572273654,0.13939738002902113,-0.13963548399364173,0.13939736528782298,-0.13963545661035337,0.13939735311513873,0.13939736105325393
9,-0.18332965655762642,0.18334555479899461,-0.18332970203075338,0.18334554125302405,-0.18332965917458915,0.18334551429175783,0.18334553219160976
10,-0.18414438999181143,0.18441888090408232,-0.1841444625113109,0.18441887265288132,-0.18414440041576208,0.18441882583582575,0.18441885364295466
