step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9604311616717128,-0.9604311616717218,0.9604311616754604,-0.9604311616586814,0.9604311616545804,-0.9604311616750221,-0.960431161715186
2,0.8479186773657661,-0.8479329159395849,0.8479187075549741,-0.8479329470821284,0.8479186821366018,-0.84793293048595,-0.8479329197136967
3,0.6797251562086709,-0.6797964828706857,0.67972519910335,-0.6797965286375136,0.679725139098242,-0.6797966086306724,-0.679796503568982
4,0.48058165491098304,-0.4807643611292759,0.48058170873965966,-0.4807644188132316,0.4805816406115887,-0.4807645168386074,-0.48076440917783736
5,0.27775831833963166,-0.2780768326037052,0.27775838401384795,-0.2780769015478804,0.27775832206006307,-0.2780770128046146,-0.27807691224068243
6,0.09603523254088589,-0.09644722580093407,0.09603531663357512,-0.09644730554327258,0.09603527805663914,-0.09644742570125625,-0.09644733051493452
7,-0.04629296713756759,0.045898817546431936,-0.04629285099543429,0.04589872896817332,-0.046292848629269856,0.045898598284093595,0.045898707705074024
8,-0.1396356609306953,0.13939744434215262,-0.13963549427490818,0.13939735228348743,-0.139635436893017,0.13939720476304285,0.1393973614205746
9,-0.1833299624360873,0.1833456306074901,-0.18332972838339645,0.18334554486468513,-0.18332960855992336,0.1833453720563989,0.18334561182523818
10,-0.18414480868738353,0.18441896223883114,-0.18414450096795476,0.1844188965492518,-0.18414431959684308,0.18441869186808657,0.1844190388006371
