step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9801163698825158,-0.9604311616717074,0.960431161671704,-0.9604311616717042,0.960431161671705,-0.9604311616717048,-0.9801163698825185
2,0.9039855719874211,-0.8479329159750324,0.8479186772168641,-0.8479329173976722,0.8479186770758749,-0.8479329166035762,-0.9039928391772037
3,0.7646241389306109,-0.6797962021895189,0.6797251649630585,-0.6797964883072911,0.6797251597424097,-0.6797964860883958,-0.7646673119653298
4,0.5836277699790026,-0.48075790226063486,0.4805818101160044,-0.4807643779707502,0.48058166813885406,-0.48076446081355884,-0.5837537934360992
5,0.3869195831728598,-0.27803627953610305,0.2777595277343544,-0.2780768715166394,0.2777583437803638,-0.2780779127402516,-0.3871635657803846
6,0.19981754343533895,-0.09629099230568416,0.09604152328768945,-0.09644725582507169,0.09603521842581564,-0.09645343794845718,-0.2001658147867201
7,0.04277688805375999,0.04634885970701058,-0.046269142418676745,0.045899108347945805,-0.04629334972806454,0.04587435276722307,-0.04315215285148672
8,-0.0713645068519162,0.14045817611894895,-0.13956418372426294,0.13939937891571852,-0.13963766818031764,0.139322886002205,0.07107941148381626
9,-0.13828415734093571,0.1854967377434915,-0.1831500365534795,0.18335318033002818,-0.1833372349125052,0.1831571576330936,0.1381928504715214
10,-0.161340880485014,0.18829065261484806,-0.18374966773944212,0.18444169041852254,-0.18416604786880397,0.1840060176743974,0.1614804198134311
