t,z_ref_qutip,ADAPTIVE,DOUBLEADAPTIVE,DOUBLEFIXED,FIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,0,-2.237114317075738e-17,-2.237114317075738e-17,0,0,0,-2.237114317075738e-17
0.1,8.131516293641283e-18,-1.665334536937735e-16,-2.220446049250313e-16,3.050026892159607e-08,-7.216449660063518e-16,-7.827072323607354e-15,-8.881784197001252e-16
0.2,2.840609691912022e-17,-9.436895709313831e-16,2.220446049250313e-16,2.422196826445955e-08,1.77635683940025e-15,1.110223024625157e-15,-3.774758283725532e-15
0.3,-1.235990476633475e-17,-8.881784197001252e-16,3.774758283725532e-15,-1.256106862967954e-08,2.164934898019055e-15,5.717648576819556e-15,2.220446049250313e-16
0.4,-2.352718714293545e-17,9.270362255620057e-15,-1.27675647831893e-14,-3.13377469529641e-08,1.393329895904571e-14,7.327471962526033e-15,2.942091015256665e-15
0.5,2.38524477946811e-18,-2.714495295208508e-14,-4.440892098500626e-16,9.306395254427002e-08,1.149080830487037e-14,1.221245327087672e-15,6.716849298982197e-15
0.6,3.859759734048396e-17,1.071365218763276e-14,1.27675647831893e-14,4.548845089491493e-08,-1.221245327087672e-15,-1.476596622751458e-14,7.938094626069869e-15
0.7,-1.301042606982605e-17,6.300515664747763e-14,2.070565940925917e-14,-1.950574304299124e-07,-4.096722960866828e-14,-3.308464613382966e-14,6.439293542825908e-15
0.8,2.743031496388326e-17,8.004708007547379e-14,1.809663530139005e-14,-4.728862570413384e-07,-3.641531520770513e-14,-3.7247982476174e-14,1.221245327087672e-15
0.9,1.29020058525775e-17,4.585221091701897e-14,7.438494264988549e-15,-6.13078693478819e-07,-1.137978600240785e-14,-2.731148640577885e-14,-4.551914400963142e-15
1,6.179952383167375e-17,-2.231548279496565e-14,-5.662137425588298e-15,-5.321905464095167e-07,2.109423746787797e-14,-7.549516567451064e-15,-1.104671909502031e-14
1.1,4.542807102714264e-17,-8.22675261247241e-14,-9.603429163007604e-15,-3.131822826629715e-07,4.024558464266192e-14,1.121325254871408e-14,-1.69864122767649e-14
1.2,3.707971429900425e-17,-9.453549054683208e-14,-8.881784197001252e-16,-1.093297707366325e-07,3.358424649491099e-14,2.298161660974074e-14,-2.031708135064036e-14
1.3,6.093216209368535e-17,-5.045963646921336e-14,1.432187701766452e-14,-9.782999410568038e-09,2.498001805406602e-15,2.370326157574709e-14,-2.098321516541546e-14
