t,norm_ref,norm_tdvp,err_state,max_abs_err_z,max_bond_dim,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,znorm_ref_1,znorm_ref_2,znorm_ref_3,znorm_ref_4,znorm_ref_5,znorm_ref_6,znorm_ref_7,znorm_ref_8,znorm_ref_9,znorm_ref_10,znorm_tdvp_1,znorm_tdvp_2,znorm_tdvp_3,znorm_tdvp_4,znorm_tdvp_5,znorm_tdvp_6,znorm_tdvp_7,znorm_tdvp_8,znorm_tdvp_9,znorm_tdvp_10
0.5000000000,6.3084711552747474e-01,6.3082657101248096e-01,6.7648052090689805e-03,7.5203758806471899e-05,4,6.9910302035288779e-02,7.7166192491341587e-02,8.1294661248182465e-02,8.3630242082517292e-02,8.4685036777774558e-02,8.4685036777774614e-02,8.3630242082517167e-02,8.1294661248182493e-02,7.7166192491341615e-02,6.9910302035289168e-02,6.9881664204762467e-02,7.7123060148925615e-02,8.1260556430924502e-02,8.3599329516277937e-02,8.4652614412712907e-02,8.4647131043459084e-02,8.3582782458233779e-02,8.1233199725269128e-02,7.7090988732535143e-02,6.9840733256353218e-02,1.7566811257460044e-01,1.9390045522446420e-01,2.0427432421406408e-01,2.1014308840172141e-01,2.1279353887718944e-01,2.1279353887718958e-01,2.1014308840172111e-01,2.0427432421406416e-01,1.9390045522446428e-01,1.7566811257460141e-01,1.7560759013680743e-01,1.9380469670906730e-01,2.0420192693462208e-01,2.1007909528871735e-01,2.1272592438895846e-01,2.1271214507686775e-01,2.1003751372336604e-01,2.0413318150320039e-01,1.9372410354906325e-01,1.7550473361079366e-01
0.5500000000,6.0655257761564607e-01,6.0652532121942815e-01,9.4412101060448970e-03,8.2165676137571642e-05,4,7.5816346966376458e-02,8.2338328634154703e-02,8.6197401363661275e-02,8.8473243931305526e-02,8.9524453887598804e-02,8.9524453887598887e-02,8.8473243931305290e-02,8.6197401363661302e-02,8.2338328634154731e-02,7.5816346966376846e-02,7.5785889286004812e-02,8.2289054303761905e-02,8.6159642911708717e-02,8.8441622977660422e-02,8.9493385629743849e-02,8.9487978050676181e-02,8.8425245503626376e-02,8.6131879253763866e-02,8.2256162958017159e-02,7.5743997949757932e-02,2.0607530430395696e-01,2.2380260732804338e-01,2.3429189649699866e-01,2.4047783090878430e-01,2.4333510932298380e-01,2.4333510932298402e-01,2.4047783090878366e-01,2.3429189649699875e-01,2.2380260732804347e-01,2.0607530430395801e-01,2.0601103217316816e-01,2.2368877865503178e-01,2.3421031454717683e-01,2.4041348868967671e-01,2.4327252632317597e-01,2.4325782674049926e-01,2.4036896931592616e-01,2.3413484377175930e-01,2.2359936913367792e-01,2.0589715771051240e-01
0.6000000000,5.8405530886363466e-01,5.8401881750310625e-01,1.2635076303090251e-02,8.9402088545659231e-05,4,8.1066280050986150e-02,8.6138678135277633e-02,8.9367608735466786e-02,9.1412750410446234e-02,9.2388692245353982e-02,9.2388692245354065e-02,9.1412750410445984e-02,8.9367608735466897e-02,8.6138678135277896e-02,8.1066280050986456e-02,8.1036436590122676e-02,8.6082596530752620e-02,8.9325706632469692e-02,9.1378804276813302e-02,9.2356958344606777e-02,9.2351721992681046e-02,9.1362863309327358e-02,8.9297806873588875e-02,8.6049276046732237e-02,8.0993617677049948e-02,2.3764697630434586e-01,2.5251678489289431e-01,2.6198244180164737e-01,2.6797780429844864e-01,2.7083879194915705e-01,2.7083879194915733e-01,2.6797780429844792e-01,2.6198244180164770e-01,2.5251678489289509e-01,2.3764697630434675e-01,2.3758917764416809e-01,2.5238391740573041e-01,2.6189232984955169e-01,2.6791176754286988e-01,2.7077959873529767e-01,2.7076424637529467e-01,2.6786503052536015e-01,2.6181053108040675e-01,2.5228622571628523e-01,2.3746363769235576e-01
0.6500000000,5.6315973129664298e-01,5.6311069556199467e-01,1.6302257194544180e-02,9.7955288181253430e-05,4,8.5438747783442293e-02,8.8432064791658396e-02,9.0734337596597381e-02,9.2417488007247944e-02,9.3264385340567163e-02,9.3264385340567163e-02,9.2417488007247556e-02,9.0734337596597547e-02,8.8432064791658632e-02,8.5438747783442570e-02,8.5411203111417630e-02,8.8367498441222658e-02,9.0688173960648572e-02,9.2379959465676884e-02,9.3230268645904918e-02,9.3225270269407481e-02,9.2364651942107301e-02,9.0660390002912289e-02,8.8334109503477379e-02,8.5367449287344202e-02,2.6939633836202287e-01,2.7883454599603569e-01,2.8609382682179263e-01,2.9140095700927032e-01,2.9407130326882741e-01,2.9407130326882741e-01,2.9140095700926910e-01,2.8609382682179318e-01,2.7883454599603646e-01,2.6939633836202376e-01,2.6935639247813603e-01,2.7867949080866167e-01,2.8599807154811657e-01,2.9133335806652305e-01,2.9401492915946847e-01,2.9399916606736165e-01,2.9128508361099176e-01,2.8591045088066325e-01,2.7857419403854111e-01,2.6921840856290929e-01
0.7000000000,5.4366364804364631e-01,5.4359797235235385e-01,2.0380167254472351e-02,1.1005306021916184e-04,4,8.8740854572089745e-02,8.9200008570928774e-02,9.0402211025660373e-02,9.1660132939981459e-02,9.2354709656665479e-02,9.2354709656665396e-02,9.1660132939981154e-02,9.0402211025660650e-02,8.9200008570929024e-02,8.8740854572089939e-02,8.8714415854889955e-02,8.9123043482684031e-02,9.0351975576588944e-02,9.1619054310592071e-02,9.2318067197354262e-02,9.2313344761456390e-02,9.1604503839611037e-02,9.0324568441026182e-02,8.9089955510709862e-02,8.8669785816075986e-02,3.0023617374071709e-01,3.0178962553508981e-01,3.0585702681053156e-01,3.1011294325669958e-01,3.1246289871737409e-01,3.1246289871737376e-01,3.1011294325669858e-01,3.0585702681053251e-01,3.0178962553509064e-01,3.0023617374071776e-01,3.0021925368549651e-01,3.0160209412094813e-01,3.0576093428809498e-01,3.1004886684355931e-01,3.1241440264918929e-01,3.1239842141133550e-01,3.0999962646366608e-01,3.0566818555379943e-01,3.0149012081698928e-01,3.0006822076919348e-01
0.7500000000,5.2537201918832566e-01,5.2528492708807495e-01,2.4790874125931513e-02,1.2892283709187158e-04,4,9.0829526393279125e-02,8.8542528348649452e-02,8.8638115821841834e-02,8.9490921524667616e-02,9.0046078749234426e-02,9.0046078749234426e-02,8.9490921524667200e-02,8.8638115821842084e-02,8.8542528348649702e-02,9.0829526393279431e-02,9.0797981114069656e-02,8.8445981326932543e-02,8.8584014879624737e-02,8.9448353373503195e-02,9.0009304802054588e-02,9.0004871428344652e-02,8.9434613907934515e-02,8.8557273944577936e-02,8.8413605511557830e-02,9.0752685779718137e-02,3.2907369808066822e-01,3.2078794636606683e-01,3.2113425801760409e-01,3.2422395734244752e-01,3.2623528172295113e-01,3.2623528172295113e-01,3.2422395734244602e-01,3.2113425801760498e-01,3.2078794636606772e-01,3.2907369808066927e-01,3.2906850192334947e-01,3.2054442421830764e-01,3.2104468307695466e-01,3.2417720397494626e-01,3.2621019462055617e-01,3.2619412726280994e-01,3.2412740963704978e-01,3.2094776903406613e-01,3.2042708833778272e-01,3.2890434334144830e-01
0.8000000000,5.0811003696904100e-01,5.0799631949948942e-01,2.9443155955548979e-02,1.5796443353786882e-04,4,9.1626106807697005e-02,8.6663326073945599e-02,8.5832088889511479e-02,8.6381109145876045e-02,8.6842520152896563e-02,8.6842520152896494e-02,8.6381109145875754e-02,8.5832088889511715e-02,8.6663326073945723e-02,9.1626106807697158e-02,9.1577092299458221e-02,8.6536578543256013e-02,8.5773976871488772e-02,8.6341333523439284e-02,8.6810691901951259e-02,8.6806541709232451e-02,8.6328397935007573e-02,8.5748214800234729e-02,8.6505361640407855e-02,9.1531503497405478e-02,3.5489810964583290e-01,3.3567562423900799e-01,3.3245596866592836e-01,3.3458250506400966e-01,3.3636970196527105e-01,3.3636970196527077e-01,3.3458250506400855e-01,3.3245596866592925e-01,3.3567562423900849e-01,3.5489810964583346e-01,3.5486708444630988e-01,3.3533477155166280e-01,3.3237964134323705e-01,3.3457818462369548e-01,3.3639697833247956e-01,3.3638089607049643e-01,3.3452805839193711e-01,3.3227981167092852e-01,3.3521380405836276e-01,3.5469042492522623e-01
0.8500000000,4.9173321755997412e-01,4.9158761296410836e-01,3.4236635072379902e-02,1.9956761524191069e-04,4,9.1122172689748399e-02,8.3842064184541876e-02,8.2440692263856447e-02,8.2848612437254943e-02,8.3282442916745025e-02,8.3282442916745025e-02,8.2848612437254707e-02,8.2440692263856780e-02,8.3842064184542112e-02,9.1122172689748565e-02,9.1037814265001196e-02,8.3672135308207163e-02,8.2377797157603544e-02,8.2817534493317149e-02,8.3262399691065081e-02,8.3258511686192721e-02,8.2805344317359614e-02,8.2353313159481037e-02,8.3642496569300201e-02,9.0992365816536705e-02,3.7684692243245704e-01,3.4673914071282641e-01,3.4094359523904094e-01,3.4263059915264094e-01,3.4442475831530572e-01,3.4442475831530572e-01,3.4263059915263994e-01,3.4094359523904233e-01,3.4673914071282735e-01,3.7684692243245771e-01,3.7672111269427411e-01,3.4624139616378835e-01,3.4088533053068032e-01,3.4270499568565682e-01,3.4454588030758682e-01,3.4452979145996343e-01,3.4265455184879917e-01,3.4078401396140212e-01,3.4611874890132899e-01,3.7653304370103208e-01
0.9000000000,4.7613296438413200e-01,4.7595054692379218e-01,3.9071342427875917e-02,2.5415325489146212e-04,4,8.9376312762539878e-02,8.0399624452786533e-02,7.8924264095198149e-02,7.9381229910818765e-02,7.9855615101042138e-02,7.9855615101042193e-02,7.9381229910818446e-02,7.8924264095198482e-02,8.0399624452786672e-02,8.9376312762540183e-02,8.9235567928744833e-02,8.0173234180334438e-02,7.8855069737318040e-02,7.9364969409485231e-02,7.9854135699214110e-02,7.9850472586825039e-02,7.9353422211298333e-02,7.8832093311647075e-02,8.0145471197895210e-02,8.9190592034018801e-02,3.9424476319171453e-01,3.5464800374240507e-01,3.4814009267714058e-01,3.5015579878760306e-01,3.5224834289913026e-01,3.5224834289913054e-01,3.5015579878760161e-01,3.4814009267714202e-01,3.5464800374240568e-01,3.9424476319171592e-01,3.9392571465425258e-01,3.5392051962788718e-01,3.4810155212087596e-01,3.5035247736764324e-01,3.5251187618964758e-01,3.5249570557293924e-01,3.5030150286942902e-01,3.4800012389990176e-01,3.5379796140416364e-01,3.9372717093582954e-01
0.9500000000,4.6123705561562617e-01,4.6101341893989051e-01,4.3862267133867004e-02,3.1997295547660232e-04,4,8.6503376297214010e-02,7.6662745540380980e-02,7.5689409570198124e-02,7.6371764519209920e-02,7.6936440835545988e-02,7.6936440835545947e-02,7.6371764519209615e-02,7.5689409570198402e-02,7.6662745540381008e-02,8.6503376297214205e-02,8.6285132477684379e-02,7.6368549716752401e-02,7.5611577321324383e-02,7.6374661808627980e-02,7.6958014852352541e-02,7.6954518800341987e-02,7.6363616674444926e-02,7.5590221463834095e-02,7.6342772584904406e-02,8.6240735117217068e-02,4.0661619917474434e-01,3.6035950900721381e-01,3.5578426362770410e-01,3.5899172890515119e-01,3.6164603613963037e-01,3.6164603613963014e-01,3.5899172890514974e-01,3.5578426362770543e-01,3.6035950900721392e-01,4.0661619917474523e-01,4.0598392377634218e-01,3.5932497959754961e-01,3.5576331590808696e-01,3.5935373786645269e-01,3.6209849760474733e-01,3.6208204817861550e-01,3.5930176892596999e-01,3.5566283353562544e-01,3.5920369449511258e-01,4.0577502782763986e-01
1.0000000000,4.4700547743552438e-01,4.4673653600066382e-01,4.8553060939949190e-02,3.9379464278059551e-04,4,8.2658975878831559e-02,7.2933347026846201e-02,7.3045374099087568e-02,7.4075029351648433e-02,7.4744132219897758e-02,7.4744132219897841e-02,7.4075029351648142e-02,7.3045374099087873e-02,7.2933347026846354e-02,8.2658975878832031e-02,8.2344652561223267e-02,7.2563417164420066e-02,7.2955467685251657e-02,7.4097426145360662e-02,7.4788858789154977e-02,7.4785451396783997e-02,7.4086712567814614e-02,7.2935715922987379e-02,7.2539552384065759e-02,8.2300706871924464e-02,4.1367981496221257e-01,3.6500637930559204e-01,3.6556703636700422e-01,3.7072010764360264e-01,3.7406873793795586e-01,3.7406873793795625e-01,3.7072010764360119e-01,3.6556703636700572e-01,3.6500637930559277e-01,4.1367981496221495e-01,4.1260307160640375e-01,3.6359238732638094e-01,3.6555682878175944e-01,3.7127882230085985e-01,3.7474337310974642e-01,3.7472629974171701e-01,3.7122513994425377e-01,3.6545785893336741e-01,3.6347280844212881e-01,4.1238287362360132e-01
