t,norm_ref,norm_tdvp,err_state,max_abs_err_z,max_bond_dim,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,znorm_ref_1,znorm_ref_2,znorm_ref_3,znorm_ref_4,znorm_ref_5,znorm_ref_6,znorm_ref_7,znorm_ref_8,znorm_ref_9,znorm_ref_10,znorm_tdvp_1,znorm_tdvp_2,znorm_tdvp_3,znorm_tdvp_4,znorm_tdvp_5,znorm_tdvp_6,znorm_tdvp_7,znorm_tdvp_8,znorm_tdvp_9,znorm_tdvp_10
0.0000000000,1.0000000000000000e+00,9.9999999999999922e-01,7.7715611723760958e-16,2.2371143170757382e-17,1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,-2.2371143170757382e-17,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17,-2.2371143170757385e-17
0.0500000000,9.5146893474019312e-01,9.5146875418925980e-01,1.1816870007382808e-03,1.0373223938601323e-05,4,9.1295676506937262e-03,9.1713941604493823e-03,9.1921003946712557e-03,9.2019900044111921e-03,9.2059545498779059e-03,9.2059545498778851e-03,9.2019900044111487e-03,9.1921003946713910e-03,9.1713941604494049e-03,9.1295676506938945e-03,9.1272923971566326e-03,9.1650320411084119e-03,9.1854114113216756e-03,9.1934451347337465e-03,9.1960268746124618e-03,9.1955813259392838e-03,9.1920446833075320e-03,9.1831758975037259e-03,9.1638017064283317e-03,9.1218365318425833e-03,1.0084653589073083e-02,1.0130855761822603e-02,1.0153728170161231e-02,1.0164652377327908e-02,1.0169031672076539e-02,1.0169031672076514e-02,1.0164652377327861e-02,1.0153728170161381e-02,1.0130855761822627e-02,1.0084653589073268e-02,1.0082144137208602e-02,1.0123831914202280e-02,1.0146343272332941e-02,1.0155217443760188e-02,1.0158069272369305e-02,1.0157577112619441e-02,1.0153670484100973e-02,1.0143873890225679e-02,1.0122472868053452e-02,1.0076117506517272e-02
0.1000000000,9.0576808663213515e-01,9.0576731555830159e-01,1.1258357751782607e-03,1.9298551687897680e-05,4,1.6963885424585046e-02,1.7261533502530638e-02,1.7409703208455092e-02,1.7481084153482845e-02,1.7509880920088036e-02,1.7509880920087907e-02,1.7481084153482720e-02,1.7409703208455266e-02,1.7261533502530537e-02,1.6963885424585209e-02,1.6960349962261694e-02,1.7251515353559510e-02,1.7399432616774513e-02,1.7466645503798006e-02,1.7492086482075286e-02,1.7490582368400009e-02,1.7461905728730576e-02,1.7391508833178027e-02,1.7244206357354352e-02,1.6946433653921001e-02,2.0677179634080764e-02,2.1039981116251848e-02,2.1220584294653934e-02,2.1307590106462250e-02,2.1342690314997807e-02,2.1342690314997650e-02,2.1307590106462097e-02,2.1220584294654146e-02,2.1039981116251726e-02,2.0677179634080965e-02,2.0672905477335930e-02,2.1027805855333117e-02,2.1208101639778251e-02,2.1290027169816681e-02,2.1321037080599622e-02,2.1319203722213423e-02,2.1284249876177642e-02,2.1198443370362970e-02,2.1018896947909649e-02,2.0655942942508481e-02
0.1500000000,8.6276823467663599e-01,8.6276650891625928e-01,1.0751980698467125e-03,2.7425067149557808e-05,4,2.4031196205158811e-02,2.4913782831142407e-02,2.5357049149783477e-02,2.5573458524881802e-02,2.5661617492793071e-02,2.5661617492793012e-02,2.5573458524881656e-02,2.5357049149783761e-02,2.4913782831142386e-02,2.4031196205158908e-02,2.4026047700744707e-02,2.4900168873292217e-02,2.5343112179132543e-02,2.5553591637645201e-02,2.5636801623522998e-02,2.5634385043708130e-02,2.5546033457732098e-02,2.5330532381468096e-02,2.4887711697470005e-02,2.4005294653036038e-02,3.2283981924303914e-02,3.3469666167261825e-02,3.4065158863359452e-02,3.4355887476878261e-02,3.4474321969369386e-02,3.4474321969369309e-02,3.4355887476878059e-02,3.4065158863359833e-02,3.3469666167261797e-02,3.2283981924304046e-02,3.2277194447551526e-02,3.3451510731630288e-02,3.4046571866525412e-02,3.4329335244599364e-02,3.4441121624432129e-02,3.4437875130562061e-02,3.4319181396335871e-02,3.4029671851159439e-02,3.3434775449519435e-02,3.2249314283297491e-02
0.2000000000,8.2237418228952719e-01,8.2237114994551974e-01,1.0407744718209278e-03,3.4667002465196828e-05,4,3.0705994911248369e-02,3.2518567385302372e-02,3.3439621609464142e-02,3.3896886093639111e-02,3.4085446880485842e-02,3.4085446880485856e-02,3.3896886093638959e-02,3.3439621609464426e-02,3.2518567385302490e-02,3.0705994911248598e-02,3.0698811004045572e-02,3.2501371291386916e-02,3.3422019164470407e-02,3.3872178140769205e-02,3.4054577873565084e-02,3.4051363541948931e-02,3.3862219091173762e-02,3.3405620386383172e-02,3.2484487930971306e-02,3.0672587767920749e-02,4.5402967453383423e-02,4.8083101065215204e-02,4.9445004337956878e-02,5.0121131737593062e-02,5.0399944369879740e-02,5.0399944369879761e-02,5.0121131737592833e-02,4.9445004337957295e-02,4.8083101065215385e-02,4.5402967453383757e-02,4.5392679827374924e-02,4.8058028722550168e-02,4.9419341189379108e-02,5.0084967043092378e-02,5.0354671712446217e-02,5.0349918853259200e-02,5.0070241132384917e-02,4.9395093198693868e-02,4.8033064206052939e-02,4.5353904939276005e-02
0.2500000000,7.8451351628800625e-01,7.8450883498286395e-01,1.0752185465151595e-03,4.1472164609868134e-05,4,3.7239197133607571e-02,4.0257081217166396e-02,4.1812190924455886e-02,4.2598890832241144e-02,4.2927766283632013e-02,4.2927766283632041e-02,4.2598890832241040e-02,4.1812190924456011e-02,4.0257081217166368e-02,3.7239197133607724e-02,3.7229504352306590e-02,4.0236324098579135e-02,4.1791168453443328e-02,4.2570278005038265e-02,4.2892223383978023e-02,4.2888317324858150e-02,4.2558288034611869e-02,4.1771647358383568e-02,4.0215609052556500e-02,3.7198958796122034e-02,6.0506140060647973e-02,6.5409589412455227e-02,6.7936327178077294e-02,6.9214554918470644e-02,6.9748910803023437e-02,6.9748910803023478e-02,6.9214554918470464e-02,6.7936327178077488e-02,6.5409589412455185e-02,6.0506140060648222e-02,6.0491113173771031e-02,6.5376643527430792e-02,6.7902980299138618e-02,6.9168890358383750e-02,6.9691992524045843e-02,6.9685645894715292e-02,6.9149408856531092e-02,6.7871262101674545e-02,6.5342985378735147e-02,6.0441482249904019e-02
0.3000000000,7.4912517975345894e-01,7.4911850515572143e-01,1.3170205239158837e-03,4.8371082220000083e-05,4,4.3777608665969026e-02,4.8138030948121732e-02,5.0420548913438140e-02,5.1598266821208480e-02,5.2097738563153938e-02,5.2097738563153959e-02,5.1598266821208369e-02,5.0420548913438355e-02,4.8138030948121857e-02,4.3777608665969081e-02,4.3764857082271097e-02,4.8113673524884215e-02,5.0396568222541349e-02,5.1567061071216780e-02,5.2059391685195910e-02,5.2054905878729851e-02,5.1553401504172314e-02,5.0374524573415236e-02,4.8089659865901857e-02,4.3730951290886715e-02,7.8008736708419554e-02,8.5778714194887348e-02,8.9846006776974394e-02,9.1944620405805727e-02,9.2834645256363799e-02,9.2834645256363826e-02,9.1944620405805519e-02,8.9846006776974768e-02,8.5778714194887570e-02,7.8008736708419665e-02,7.7987403955966039e-02,8.5736838713695557e-02,8.9804875098241227e-02,9.1890651328370820e-02,9.2767966805492152e-02,9.2759973259431222e-02,9.1866310470340426e-02,8.9765594106969382e-02,8.5694047235592527e-02,7.7926985053096781e-02
0.3500000000,7.1614793520739528e-01,7.1613887983488411e-01,1.9361238619673466e-03,5.4982915104015428e-05,4,5.0376383148831472e-02,5.6031415959054628e-02,5.9042779454308872e-02,6.0628143104641180e-02,6.1310417829426575e-02,6.1310417829426617e-02,6.0628143104640923e-02,5.9042779454308983e-02,5.6031415959054739e-02,5.0376383148831687e-02,5.0359951875811729e-02,5.6003229014484845e-02,5.9016319866312256e-02,6.0595826168515249e-02,6.1271429843952313e-02,6.1266488700686295e-02,6.0580869816902805e-02,5.8992285493747770e-02,5.5976433043950724e-02,5.0323484801348711e-02,9.8224877354775572e-02,1.0925117320019864e-01,1.1512278984878008e-01,1.1821396353738227e-01,1.1954427641368218e-01,1.1954427641368226e-01,1.1821396353738177e-01,1.1512278984878030e-01,1.0925117320019886e-01,9.8224877354775988e-02,9.8195322587447481e-02,1.0919897526068473e-01,1.1507410851955086e-01,1.1815393931955258e-01,1.1947127816480020e-01,1.1946164358138849e-01,1.1812477638915628e-01,1.1502724463507026e-01,1.0914672662118780e-01,9.8124216559595301e-02
0.4000000000,6.8550928144655454e-01,6.8549732650118511e-01,3.0257510020445175e-03,6.1567750707813840e-05,4,5.7008256452351025e-02,6.3703435508941447e-02,6.7335816703305018e-02,6.9288162917759979e-02,7.0140966095321264e-02,7.0140966095321222e-02,6.9288162917759910e-02,6.7335816703305157e-02,6.3703435508941531e-02,5.7008256452351427e-02,5.6987598553474315e-02,6.3670927747014994e-02,6.7307112614775455e-02,6.9256000240535603e-02,7.0103332577166833e-02,7.0098071928985040e-02,6.9240133244450941e-02,6.7281565001408389e-02,6.3641867758233717e-02,5.6949214593248025e-02,1.2131404398453391e-01,1.3556144071441661e-01,1.4329117811394454e-01,1.4744578709994974e-01,1.4926055935630339e-01,1.4926055935630331e-01,1.4744578709994960e-01,1.4329117811394482e-01,1.3556144071441681e-01,1.2131404398453477e-01,1.2127431369598707e-01,1.3549698988737724e-01,1.4323509143056815e-01,1.4738248516681912e-01,1.4918567832121998e-01,1.4917448322765511e-01,1.4734871888942846e-01,1.4318072400052539e-01,1.3543514783252814e-01,1.2119262946026674e-01
0.4500000000,6.5711590836874856e-01,6.5710026753921436e-01,4.6273735497644802e-03,6.8308291423874179e-05,4,6.3573062130403535e-02,7.0855281938407150e-02,7.4890561978331355e-02,7.7109472334404114e-02,7.8093981965254369e-02,7.8093981965254508e-02,7.7109472334404072e-02,7.4890561978331424e-02,7.0855281938407344e-02,6.3573062130403840e-02,6.3548049008375337e-02,7.0817783521124861e-02,7.4859433596857927e-02,7.7078085515008971e-02,7.8058943818283710e-02,7.8053504188298595e-02,7.7061694836965483e-02,7.4832797274165475e-02,7.0786973646983470e-02,6.3508233136350331e-02,1.4722757810809911e-01,1.6409232474219984e-01,1.7343754876251435e-01,1.7857627870277529e-01,1.8085628478895155e-01,1.8085628478895185e-01,1.7857627870277518e-01,1.7343754876251452e-01,1.6409232474220029e-01,1.4722757810809983e-01,1.4717665690540954e-01,1.6401329058452280e-01,1.7337371243554597e-01,1.7851208847140521e-01,1.8078374666117691e-01,1.8077114853159615e-01,1.7847412782215641e-01,1.7331202297399204e-01,1.6394193521883393e-01,1.4708444373713994e-01
