t,norm_ref,norm_tdvp,err_state,max_abs_err_z,max_bond_dim,z_ref_1,z_ref_2,z_ref_3,z_ref_4,z_ref_5,z_ref_6,z_ref_7,z_ref_8,z_ref_9,z_ref_10,z_tdvp_1,z_tdvp_2,z_tdvp_3,z_tdvp_4,z_tdvp_5,z_tdvp_6,z_tdvp_7,z_tdvp_8,z_tdvp_9,z_tdvp_10,znorm_ref_1,znorm_ref_2,znorm_ref_3,znorm_ref_4,znorm_ref_5,znorm_ref_6,znorm_ref_7,znorm_ref_8,znorm_ref_9,znorm_ref_10,znorm_tdvp_1,znorm_tdvp_2,znorm_tdvp_3,znorm_tdvp_4,znorm_tdvp_5,znorm_tdvp_6,znorm_tdvp_7,znorm_tdvp_8,znorm_tdvp_9,znorm_tdvp_10
0.5000000000,6.3084711552747474e-01,6.3083285350913032e-01,8.1659650208831531e-04,5.5438213118749746e-05,8,6.9910302035288779e-02,7.7166192491341587e-02,8.1294661248182465e-02,8.3630242082517292e-02,8.4685036777774558e-02,8.4685036777774614e-02,8.3630242082517167e-02,8.1294661248182493e-02,7.7166192491341615e-02,6.9910302035289168e-02,6.9895347952277906e-02,7.7147242588700121e-02,8.1280556141968358e-02,8.3611424511523980e-02,8.4659221106628768e-02,8.4653765306645840e-02,8.3594887262853190e-02,8.1253302119714432e-02,7.7115349324217264e-02,6.9854863822170418e-02,1.7566811257460044e-01,1.9390045522446420e-01,2.0427432421406408e-01,2.1014308840172141e-01,2.1279353887718944e-01,2.1279353887718958e-01,2.1014308840172111e-01,2.0427432421406416e-01,1.9390045522446428e-01,1.7566811257460141e-01,1.7563847797154972e-01,1.9386160402596020e-01,2.0424811647269525e-01,2.1010530417938347e-01,2.1273828912873416e-01,2.1272457936931249e-01,2.1006374809201184e-01,2.0417963044139956e-01,1.9378146014520956e-01,1.7553674629408619e-01
0.5500000000,6.0655257761564607e-01,6.0653691798603382e-01,8.1901276674195285e-04,5.5185821912051569e-05,8,7.5816346966376458e-02,8.2338328634154703e-02,8.6197401363661275e-02,8.8473243931305526e-02,8.9524453887598804e-02,8.9524453887598887e-02,8.8473243931305290e-02,8.6197401363661302e-02,8.2338328634154731e-02,7.5816346966376846e-02,7.5802260164286706e-02,8.2323129039383436e-02,8.6188564393698652e-02,8.8460763897627692e-02,8.9505635975798470e-02,8.9500313834248085e-02,8.8444469272250859e-02,8.6161065828489508e-02,8.2290643910851530e-02,7.5761161144464795e-02,2.0607530430395696e-01,2.2380260732804338e-01,2.3429189649699866e-01,2.4047783090878430e-01,2.4333510932298380e-01,2.4333510932298402e-01,2.4047783090878366e-01,2.3429189649699875e-01,2.2380260732804347e-01,2.0607530430395801e-01,2.0604765427819019e-01,2.2377284786288446e-01,2.3427997371631487e-01,2.4045632488080462e-01,2.4329652305248525e-01,2.4328205627036270e-01,2.4041203241077849e-01,2.3420522640871375e-01,2.2368454595053491e-01,2.0593593786486578e-01
0.6000000000,5.8405530886363466e-01,5.8403865385041731e-01,8.6009727063103103e-04,5.3881763093108215e-05,8,8.1066280050986150e-02,8.6138678135277633e-02,8.9367608735466786e-02,9.1412750410446234e-02,9.2388692245353982e-02,9.2388692245354065e-02,9.1412750410445984e-02,8.9367608735466897e-02,8.6138678135277896e-02,8.1066280050986456e-02,8.1053877288885606e-02,8.6127926980582387e-02,8.9364185497778026e-02,9.1406431006671562e-02,9.2376703937768867e-02,9.2371631566350490e-02,9.1390673934571467e-02,8.9336790466387511e-02,8.6095381645817204e-02,8.1012398287893347e-02,2.3764697630434586e-01,2.5251678489289431e-01,2.6198244180164737e-01,2.6797780429844864e-01,2.7083879194915705e-01,2.7083879194915733e-01,2.6797780429844792e-01,2.6198244180164770e-01,2.5251678489289509e-01,2.3764697630434675e-01,2.3762416949056461e-01,2.5249966816221958e-01,2.6198734806264590e-01,2.6797456186633650e-01,2.7081909327116283e-01,2.7080422269265436e-01,2.6792836714627344e-01,2.6190703455020109e-01,2.5240425559957552e-01,2.3750256626204844e-01
0.6500000000,5.6315973129664298e-01,5.6314249311301434e-01,9.5830236845315109e-04,5.1699000076316226e-05,8,8.5438747783442293e-02,8.8432064791658396e-02,9.0734337596597381e-02,9.2417488007247944e-02,9.3264385340567163e-02,9.3264385340567163e-02,9.2417488007247556e-02,9.0734337596597547e-02,8.8432064791658632e-02,8.5438747783442570e-02,8.5428739374729210e-02,8.8426045060559663e-02,9.0735766589802147e-02,9.2416328266708730e-02,9.3258197690778297e-02,9.3253456433770143e-02,9.2401323800305413e-02,9.0708783191868911e-02,8.8393917877377035e-02,8.5387048783366254e-02,2.6939633836202287e-01,2.7883454599603569e-01,2.8609382682179263e-01,2.9140095700927032e-01,2.9407130326882741e-01,2.9407130326882741e-01,2.9140095700926910e-01,2.8609382682179318e-01,2.7883454599603646e-01,2.6939633836202376e-01,2.6938127205534285e-01,2.7883263496081678e-01,2.8611584817682506e-01,2.9141514026056697e-01,2.9406979556767132e-01,2.9405484502698270e-01,2.9136782688247176e-01,2.8603076179824999e-01,2.7873132875477147e-01,2.6924980968546247e-01
0.7000000000,5.4366364804364631e-01,5.4364619587383611e-01,1.1259200143794344e-03,4.8843637952183938e-05,8,8.8740854572089745e-02,8.9200008570928774e-02,9.0402211025660373e-02,9.1660132939981459e-02,9.2354709656665479e-02,9.2354709656665396e-02,9.1660132939981154e-02,9.0402211025660650e-02,8.9200008570929024e-02,8.8740854572089939e-02,8.8733796171348273e-02,8.9198598121124670e-02,9.0407352049594242e-02,9.1662541610922327e-02,9.2352723618700672e-02,9.2348354314845782e-02,9.1648414635650266e-02,9.0381046293343523e-02,8.9167291092657058e-02,8.8692010934137755e-02,3.0023617374071709e-01,3.0178962553508981e-01,3.0585702681053156e-01,3.1011294325669958e-01,3.1246289871737409e-01,3.1246289871737376e-01,3.1011294325669858e-01,3.0585702681053251e-01,3.0178962553509064e-01,3.0023617374071776e-01,3.0023156829711872e-01,3.0180422972207854e-01,3.0589405911390277e-01,3.1014100387190680e-01,3.1247624067621987e-01,3.1246145709876322e-01,3.1009320512865191e-01,3.0580505335966746e-01,3.0169830211995718e-01,3.0009018758491346e-01
0.7500000000,5.2537201918832566e-01,5.2535463785513992e-01,1.3655481751686416e-03,4.5504434162069174e-05,8,9.0829526393279125e-02,8.8542528348649452e-02,8.8638115821841834e-02,8.9490921524667616e-02,9.0046078749234426e-02,9.0046078749234426e-02,8.9490921524667200e-02,8.8638115821842084e-02,8.8542528348649702e-02,9.0829526393279431e-02,9.0825822915289636e-02,8.8545278719032283e-02,8.8645463987225184e-02,8.9495036289814353e-02,9.0046494087085413e-02,9.0042495910556825e-02,8.9481820338855170e-02,8.8620057810500322e-02,8.8515101433607885e-02,9.0784021959117361e-02,3.2907369808066822e-01,3.2078794636606683e-01,3.2113425801760409e-01,3.2422395734244752e-01,3.2623528172295113e-01,3.2623528172295113e-01,3.2422395734244602e-01,3.2113425801760498e-01,3.2078794636606772e-01,3.2907369808066927e-01,3.2908205469587448e-01,3.2081913842558563e-01,3.2118213182161492e-01,3.2426032027039459e-01,3.2625837389852713e-01,3.2624388762023282e-01,3.2421243595559501e-01,3.2109007962136810e-01,3.2070979944275180e-01,3.2893060058179230e-01
0.8000000000,5.0811003696904100e-01,5.0809290448706512e-01,1.6717566850372636e-03,4.1808968252662893e-05,8,9.1626106807697005e-02,8.6663326073945599e-02,8.5832088889511479e-02,8.6381109145876045e-02,8.6842520152896563e-02,8.6842520152896494e-02,8.6381109145875754e-02,8.5832088889511715e-02,8.6663326073945723e-02,9.1626106807697158e-02,9.1626062624395307e-02,8.6669580816016500e-02,8.5840018891572306e-02,8.6385119595515938e-02,8.6843680295950021e-02,8.6840014128532400e-02,8.6372764072876834e-02,8.5815687964983622e-02,8.6640743772350939e-02,9.1584297839444495e-02,3.5489810964583290e-01,3.3567562423900799e-01,3.3245596866592836e-01,3.3458250506400966e-01,3.3636970196527105e-01,3.3636970196527077e-01,3.3458250506400855e-01,3.3245596866592925e-01,3.3567562423900849e-01,3.5489810964583346e-01,3.5492187265600122e-01,3.3572249035331964e-01,3.3250910691988750e-01,3.3462060398838939e-01,3.3639688049599931e-01,3.3638267926364179e-01,3.3457274374964169e-01,3.3241485886664840e-01,3.3561078744645573e-01,3.5476009296950983e-01
0.8500000000,4.9173321755997412e-01,4.9171640359811597e-01,2.0336092333978584e-03,3.7818302143721727e-05,8,9.1122172689748399e-02,8.3842064184541876e-02,8.2440692263856447e-02,8.2848612437254943e-02,8.3282442916745025e-02,8.3282442916745025e-02,8.2848612437254707e-02,8.2440692263856780e-02,8.3842064184542112e-02,9.1122172689748565e-02,9.1126049619672272e-02,8.3851068481308882e-02,8.2447680938437129e-02,8.2851025831701605e-02,8.3283077775649889e-02,8.3279673420360703e-02,8.2839410031196659e-02,8.2424552055360256e-02,8.3823686533866140e-02,9.1084354387604843e-02,3.7684692243245704e-01,3.4673914071282641e-01,3.4094359523904094e-01,3.4263059915264094e-01,3.4442475831530572e-01,3.4442475831530572e-01,3.4263059915263994e-01,3.4094359523904233e-01,3.4673914071282735e-01,3.7684692243245771e-01,3.7688872961985814e-01,3.4680009513290572e-01,3.4099581687872049e-01,3.4266401324030499e-01,3.4445093925063985e-01,3.4443685915888267e-01,3.4261597138713457e-01,3.4090015800404361e-01,3.4668684598593530e-01,3.7671628208031610e-01
0.9000000000,4.7613296438413200e-01,4.7611644617055326e-01,2.4365819442893535e-03,3.3577552598057503e-05,8,8.9376312762539878e-02,8.0399624452786533e-02,7.8924264095198149e-02,7.9381229910818765e-02,7.9855615101042138e-02,7.9855615101042193e-02,7.9381229910818446e-02,7.8924264095198482e-02,8.0399624452786672e-02,8.9376312762540183e-02,8.9384338938323121e-02,8.0410582453480428e-02,7.8929058823217921e-02,7.9381051053269022e-02,7.9854948696795797e-02,7.9851714784220679e-02,7.9370003024664973e-02,7.8907206885021897e-02,8.0384687448429873e-02,8.9342735209942126e-02,3.9424476319171453e-01,3.5464800374240507e-01,3.4814009267714058e-01,3.5015579878760306e-01,3.5224834289913026e-01,3.5224834289913054e-01,3.5015579878760161e-01,3.4814009267714202e-01,3.5464800374240568e-01,3.9424476319171592e-01,3.9430752568280630e-01,3.5472095204310045e-01,3.4818540091828304e-01,3.5017930656189111e-01,3.5226984512228582e-01,3.5225557913250605e-01,3.5013056960333355e-01,3.4808900390082120e-01,3.5460671955572842e-01,3.9412399618097255e-01
0.9500000000,4.6123705561562617e-01,4.6122074342409108e-01,2.8654806161388540e-03,2.9209399000307279e-05,8,8.6503376297214010e-02,7.6662745540380980e-02,7.5689409570198124e-02,7.6371764519209920e-02,7.6936440835545988e-02,7.6936440835545947e-02,7.6371764519209615e-02,7.5689409570198402e-02,7.6662745540381008e-02,8.6503376297214205e-02,8.6515661852410886e-02,7.6674811947286661e-02,7.5691135170500107e-02,7.6368582272593369e-02,7.6934175882355918e-02,7.6931011132873039e-02,7.6357900582466637e-02,7.5670580215431799e-02,7.6650371779034818e-02,8.6474166898213897e-02,4.0661619917474434e-01,3.6035950900721381e-01,3.5578426362770410e-01,3.5899172890515119e-01,3.6164603613963037e-01,3.6164603613963014e-01,3.5899172890514974e-01,3.5578426362770543e-01,3.6035950900721392e-01,4.0661619917474523e-01,4.0670271496436800e-01,3.6044172258129537e-01,3.5581754232074364e-01,3.5900216311386762e-01,3.6166097022152560e-01,3.6164609300531630e-01,3.5895194940363373e-01,3.5572091523781713e-01,3.6032683144402167e-01,4.0650765073937223e-01
1.0000000000,4.4700547743552438e-01,4.4698923945576907e-01,3.3092834868253536e-03,2.5006328135540601e-05,8,8.2658975878831559e-02,7.2933347026846201e-02,7.3045374099087568e-02,7.4075029351648433e-02,7.4744132219897758e-02,7.4744132219897841e-02,7.4075029351648142e-02,7.3045374099087873e-02,7.2933347026846354e-02,8.2658975878832031e-02,8.2675337444123156e-02,7.2945579860668741e-02,7.3043586077947920e-02,7.4069008107588291e-02,7.4740351755181594e-02,7.4737156300146212e-02,7.4058484395540511e-02,7.3024292295759768e-02,7.2922519529196872e-02,8.2633969550696490e-02,4.1367981496221257e-01,3.6500637930559204e-01,3.6556703636700422e-01,3.7072010764360264e-01,3.7406873793795586e-01,3.7406873793795625e-01,3.7072010764360119e-01,3.6556703636700572e-01,3.6500637930559277e-01,4.1367981496221495e-01,4.1379176134487616e-01,3.6509412487454013e-01,3.6558464800422330e-01,3.7071690631588122e-01,3.7407699505568320e-01,3.7406100173762408e-01,3.7066423492101597e-01,3.6548808222824403e-01,3.6497870744206351e-01,4.1358471418893661e-01
