step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site8
0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1.0,0.9987502914502091,-0.9987502603949665,0.9987502603949664,-0.9987502603949663,0.9987502603949664,-0.9987502914502091
2.0,0.9950544089070155,-0.9950538951469339,0.995053895131098,-0.9950538951310978,0.995053895131098,-0.9950544089070154
3.0,0.9890693380981567,-0.9890666151224546,0.98906661459287,-0.989066614592851,0.9890666145928506,-0.9890693380981557
4.0,0.9810472659135218,-0.9810386195691652,0.9810386136217917,-0.9810386136210432,0.9810386136210435,-0.9810472659135218
5.0,0.9713215075522053,-0.9713012371284426,0.9713011995258766,-0.9713011995138908,0.9713011995138916,-0.9713215075522059
6.0,0.9602880656500864,-0.9602494148083764,0.9602492497276558,-0.9602492496167316,0.9602492496167307,-0.9602880656500865
7.0,0.948384382860065,-0.9483211375851385,0.9483205764332243,-0.9483205757236888,0.9483205757236879,-0.9483843828600647
8.0,0.9360669881381799,-0.9359750243232604,0.9359734488378086,-0.935973445417068,0.9359734454170693,-0.9360669881381797
9.0,0.9237896466061791,-0.9236674199426483,0.9236636110229574,-0.9236635977108152,0.9236635977108156,-0.9237896466061781
10.0,0.9119833519930088,-0.9118302914854588,0.9118221322315933,-0.9118220885336703,0.9118220885336707,-0.9119833519930074
