step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site8
0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1.0,0.9987502603949683,-0.9987502603949683,0.9987502603949683,-0.9987502603949681,0.9987502603949681,-0.9987502603949683
2.0,0.9950538951311008,-0.9950538951311009,0.9950538951311008,-0.9950538951311007,0.9950538951311007,-0.9950538951311008
3.0,0.9890666145928544,-0.9890666145928545,0.9890666145928545,-0.9890666145928543,0.9890666145928543,-0.9890666145928545
4.0,0.9810386136210264,-0.9810386136210265,0.9810386136210264,-0.9810386136210264,0.9810386136210265,-0.9810386136210264
5.0,0.9713011995135638,-0.9713011995135639,0.971301199513564,-0.971301199513564,0.9713011995135639,-0.971301199513564
6.0,0.9602492496137334,-0.9602492496137334,0.9602492496137335,-0.9602492496137338,0.9602492496137335,-0.9602492496137334
7.0,0.9483205757236989,-0.9483205757236989,0.948320575723699,-0.948320575723699,0.9483205757236989,-0.9483205757236991
8.0,0.9359734454337835,-0.9359734454337835,0.9359734454337835,-0.9359734454337835,0.9359734454337834,-0.9359734454337836
9.0,0.9236635977595669,-0.9236635977595667,0.9236635977595669,-0.9236635977595667,0.9236635977595669,-0.9236635977595669
10.0,0.9118220885700015,-0.9118220885700016,0.9118220885700016,-0.9118220885700012,0.9118220885700014,-0.9118220885700015
