step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site10
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
1,0.9218477562685513,-0.8460244336053431,0.8467955130066304,-0.8467955130066303,0.8467955130066377,-0.8467955130066378,-0.9218477562685603
2,0.6590225187279757,-0.46577678228131353,0.4777152494859608,-0.47768798787032307,0.47705284149345595,-0.4777110198192638,-0.6593672726166442
3,0.2916439442835194,-0.05338697076578475,0.09654814718863924,-0.09235293592934557,0.09088169020049708,-0.09254134551354976,-0.2928351057766113
4,-0.001724038088499717,0.21239252305728273,-0.12519637093811492,0.14491639415713642,-0.14417322424338563,0.14313305558645778,0.00042397659973099046
5,-0.13092267302593788,0.2715845167707397,-0.1480156299538663,0.19446804394674855,-0.1859910235576887,0.18691488769972203,0.13082433656878958
6,-0.11808665947372325,0.18314563981888632,-0.05161571579921154,0.1254796618259758,-0.10419251511159855,0.10545613351818861,0.11859858399285765
7,-0.04541651370507291,0.05489984613795995,0.05171836830991072,0.03877382840836863,-0.0006460779272462469,0.0002040003324692563,0.04461632102405951
8,0.01273913504933481,-0.0294147710879058,0.09326482237278544,-0.0017959069722373044,0.058331796193176855,-0.059486504741558255,-0.015130863059667352
9,0.025563720986032146,-0.04315728245826356,0.06748823274118504,0.009751211656054526,0.059200970212675674,-0.058883474135097036,-0.02800447548823172
10,0.0027392311397607485,-0.00694165760038945,0.008703322094464672,0.04323267766802663,0.02254558197055112,-0.02088618134017506,-0.004261084268895919
11,-0.028409630794827313,0.0410206288874122,-0.04149048046160575,0.06596224559866642,-0.021693256208457412,0.022889825584943513,0.027440252889781056
12,-0.04597255193778344,0.07023313566203498,-0.05702782065575368,0.06300981324573596,-0.05089463199838634,0.05071274285739791,0.04489899233877959
13,-0.0458034772854055,0.07113092901945939,-0.03736723401435027,0.04102657513176722,-0.05843476692158428,0.05729574170082141,0.04455952771735046
14,-0.0405933286668133,0.05731766605309441,-0.0054953454086347775,0.02270127558827767,-0.05541175500321199,0.054416980586121544,0.04033263741786592
15,-0.04923117512527188,0.055270203864791645,0.005251596861036878,0.0341187090374071,-0.06335662828649397,0.06402291006604355,0.0520102773349755
16,-0.08181776422160261,0.08364037649821032,-0.027650558210147946,0.08676883476277625,-0.09817552691235165,0.10168889149451188,0.08857550015277013
17,-0.13019607390614105,0.1374773226538939,-0.09928776800818889,0.16579412912220937,-0.15630240429922126,0.16205273506080548,0.1389350160859246
18,-0.17599033501311498,0.1948043486578971,-0.18198554400253653,0.2393609917818179,-0.218379235293647,0.22363544549904457,0.18282621958400133
19,-0.21040076378462616,0.23950026034562638,-0.24858949054035923,0.28418474210463485,-0.26765687303830454,0.2699797698893961,0.21335164495416245
20,-0.2424547423870332,0.27319966300918974,-0.2907469609496211,0.3010239125724662,-0.3024228784311431,0.30231575939360633,0.2435011081020767
21,-0.2835759149131376,0.30264454881973185,-0.3153380544845935,0.3039763359423142,-0.3292129574173551,0.32886314377794645,0.28529001432733025
22,-0.3234565998881581,0.3198332795246103,-0.32538914441635325,0.29768262626611597,-0.3447895456844129,0.34472294382499147,0.3248944826017608
23,-0.3285116446483099,0.30230838860022363,-0.31009815135040314,0.2709035273123224,-0.33027803717604653,0.3291998978361233,0.32694223533576855
24,-0.27399728082404917,0.23697280418593625,-0.25925548776395574,0.2140614064163726,-0.26984894477547655,0.26700389330355434,0.26893110077148275
25,-0.17356545858238095,0.13859774276420644,-0.1807871515629071,0.1350599842644461,-0.17139214854537166,0.16727812977981188,0.16666891859903915
26,-0.06648679173507159,0.03847067664392417,-0.09333584534512457,0.05054765593951721,-0.060512026405775576,0.05588966438161369,0.05937546261281301
27,0.02175185843563493,-0.04392916401384034,-0.004792135108671658,-0.03419693834221493,0.04363004295520223,-0.04835125981422178,-0.028071091130986315
28,0.09681519026222009,-0.11301387980688216,0.09100603629642418,-0.1274152702411928,0.1382691423863116,-0.14320489221805976,-0.10209829043642116
29,0.1734739974979777,-0.179541550075068,0.19342651097882813,-0.22951290319749618,0.22185170783427227,-0.22780472395968598,-0.1788341603830375
30,0.2428512505701908,-0.23418697373515596,0.2761587110076539,-0.31365418103253095,0.2761517449231522,-0.28437654905180704,-0.2501724704446976
31,0.2659592764310501,-0.24318139019780122,0.2951394729726282,-0.3338161667972148,0.270539747495816,-0.281842427561175,-0.2761634314007965
32,0.20340428274886793,-0.1754538439428257,0.22158387327477203,-0.2584323837581197,0.18777865863180976,-0.2012133008560113,-0.2153800093049151
33,0.05640731425753586,-0.03899114058606279,0.0726398739213292,-0.10267620068075567,0.04740185795177787,-0.06041290514590436,-0.06819569439730537
34,-0.1185100940307832,0.10932780382890706,-0.08905892735134396,0.07002485569832134,-0.09645945437447956,0.08546559850262436,0.10738824344575816
35,-0.2359482706614074,0.19385371017343228,-0.1877079748874192,0.18161584050963542,-0.1815909256144862,0.17201914611915603,0.2250233078119439
36,-0.23113157845721793,0.16644628558332208,-0.17492588571861523,0.18216281671155915,-0.1687618453033854,0.16004812643361271,0.22154095511634914
37,-0.09896497853156612,0.033494078757485224,-0.05438056657524021,0.0719211835751673,-0.05987739143956888,0.05225090371173502,0.09203985851234264
38,0.10419247937025719,-0.1501069417064868,0.1226985538462596,-0.10452328924457138,0.10484282580844484,-0.11245416542305009,-0.11025986460869332
39,0.2941123552082141,-0.30909062485738087,0.2856825746320735,-0.2799389320020297,0.26636509133900943,-0.2755714159512289,-0.3018358202061475
40,0.40115227432894457,-0.3836692045028114,0.3772841786427857,-0.3922275194353934,0.37073726804369445,-0.38073561745938356,-0.40935752742543374
41,0.3994882088172088,-0.3590998661706307,0.37666359379157477,-0.41169624197192645,0.3901666719391007,-0.39866239480599386,-0.40534284906761403
42,0.3125482056023014,-0.26850542205143774,0.3045014573642084,-0.3513669004726232,0.3342876472408802,-0.34034732512067756,-0.3157606537500199
43,0.19127851821617523,-0.16359375694126616,0.20420885591744575,-0.2498589596263251,0.2399283266521589,-0.24399915445525922,-0.19329340709471982
44,0.07927648019215766,-0.07847247625522114,0.10992322280873151,-0.14192404173529866,0.14280804835491778,-0.1456990555929858,-0.0806241116974613
45,-0.0075299398595451384,-0.015812906340959776,0.02869188402184547,-0.04191278946916599,0.056963273122675795,-0.05957344863741609,0.007179052536599205
46,-0.07268644977989235,0.03869364881262888,-0.04756134675688828,0.048997132045650205,-0.0189241042965545,0.016681331545970624,0.07351965930896587
47,-0.11769225377337993,0.09129288031983218,-0.11704147237240003,0.1235876877240164,-0.08075090604746366,0.0805643791103906,0.11975278452261479
48,-0.1344661084360626,0.13112297574034393,-0.1611829492121446,0.16282382954043884,-0.11290519964142254,0.11630913592005931,0.13793046482089127
49,-0.12080673438840744,0.14702653981413183,-0.16522891335007545,0.15503504490997727,-0.10721695559281263,0.11359863446730029,0.1257210567165944
50,-0.09791084994830836,0.1485787605158801,-0.14168114334212806,0.11845722002117975,-0.08397538636343183,0.0906974407201801,0.10330322273771075
