step,Z_site1,Z_site4,Z_site8,Z_site15,Z_site16
0,1.0,-1.0,-1.0,1.0,-1.0
1,0.9604311616717025,-0.9604311616717041,-0.9604311616717031,0.9604311616717067,-0.960431161671706
2,0.8479248985489998,-0.8479248985488536,-0.8479248985487953,0.8479248985488959,-0.8479248985490015
3,0.6797563691573492,-0.6797563691560371,-0.679756369155272,0.6797563691565858,-0.6797563691573525
4,0.48066173100098003,-0.480661730997329,-0.4806617309929214,0.48066173099949194,-0.48066173100098347
5,0.277898127610128,-0.2778981276080564,-0.2778981275914032,0.2778981276123735,-0.277898127610097
6,0.096216587237033,-0.09621658724885607,-0.09621658720133928,0.09621658725292154,-0.09621658723716645
7,-0.04611743413343717,0.046117434256229495,0.046117434335897114,-0.04611743425523851,0.04611743413150113
8,-0.1395219665723981,0.13952196939675848,0.1395219687724492,-0.13952196924501242,0.13952196656725732
9,-0.18331078837804726,0.18331080534992428,0.18331079944738898,-0.18331080360344776,0.18331078840723458
10,-0.1842038974038849,0.1842039858189809,0.18420395671609194,-0.18420397988973514,0.18420389802746173
11,-0.15374826987118745,0.1537487119734155,0.15374860539386775,-0.15374870100591836,0.15374827440523423
12,-0.10538190215535122,0.10538382905916793,0.10538344948664856,-0.1053838366349692,0.10538192484303707
13,-0.051800740243980035,0.051808597342703266,0.05180695856112691,-0.051808862753094154,0.05180082073348183
14,-0.0030784734795934405,0.003107063021119294,0.003099453977059223,-0.003108691872176106,0.0030786846259967336
15,0.03427243066111772,-0.03418874164500496,-0.03421710553527521,0.03418181471354459,-0.03427195923492317
16,0.05735512137838225,-0.05716205692229903,-0.05723724128900053,0.057138021644887516,-0.05735419267031521
17,0.06628980497051817,-0.06593689891001575,-0.06607739856999582,0.06586692990819593,-0.06628826126676969
18,0.06327762612054363,-0.06277130607847853,-0.06294413754068608,0.06259887054041047,-0.06327566367556071
19,0.05162985283711572,-0.05109725466719883,-0.05117133892056258,0.050734478207379086,-0.051628341951847186
20,0.03497254712716576,-0.03469460308609351,-0.03442957688385983,0.034036143882644976,-0.03497300119976437
21,0.016702931808936703,-0.017080758634989424,-0.016160346081558568,0.016038354916199316,-0.016706084533960764
22,-0.00035290868065165795,-0.0011202538250341676,0.0007955884244227524,-0.00033171658416247807,0.0003509181310577961
23,-0.014131080779486594,0.011183611252103487,0.014396796607021294,-0.012971906007513856,0.014139262200839891
24,-0.023381112486778714,0.01874782545923892,0.02343373980742346,-0.020695003266363754,0.02340563144315283
25,-0.02768089661645019,0.02136259653517686,0.027469974204092074,-0.023214728287458075,0.027718451287083112
26,-0.027317444327922807,0.019586609350537576,0.026763688164922715,-0.02103795209870063,0.027359550478566686
27,-0.023093008309841387,0.014561681917732217,0.022152294658176936,-0.015267773746765023,0.023132549803082797
28,-0.01614964107566299,0.0077615272712736605,0.014858177094061875,-0.0073701914774110255,0.016180368041222516
29,-0.007774055436423658,0.000704793178104679,0.006261388639904734,0.0010876844916888895,0.007789381549854492
30,0.0007821287254227158,-0.005334033680255756,-0.0023008532117459435,0.008694201601281981,-0.0007859977064026631
