step,Z_site1,Z_site4,Z_site8
0,1.0,-1.0,-1.0
1,0.9987502603949665,-0.9987502604005781,-0.9987502603949667
2,0.9950538951310874,-0.9950538951452222,-0.9950538951310943
3,0.9890666145927871,-0.9890666146115322,-0.9890666145928277
4,0.9810386136207065,-0.9810386136377186,-0.9810386136209579
5,0.9713011995124172,-0.9713011995241964,-0.9713011995134261
6,0.9602492496104885,-0.960249249614493,-0.9602492496134798
7,0.9483205757160182,-0.9483205757111534,-0.9483205757232419
8,0.935973445417959,-0.9359734454049405,-0.9359734454329731
9,0.9236635977304058,-0.9236635977118268,-0.9236635977581313
10,0.911822088521039,-0.9118220885010349,-0.9118220885674945
11,0.9008352131189696,-0.9008352131022374,-0.9008352131905922
12,0.8910275883086753,-0.891027588297992,-0.891027588411112
13,0.8826492477413734,-0.8826492477366227,-0.88264924787782
14,0.8758673313220823,-0.8758673313188365,-0.8758673314913288
15,0.870762650120516,-0.8707626501069632,-0.8707626503147673
16,0.8673311041080141,-0.8673311040625162,-0.8673311043108416
17,0.8654896400007145,-0.8654896398897546,-0.8654896401854711
18,0.8650861781397642,-0.8650861779166195,-0.8650861782687268
19,0.8659127252053748,-0.8659127248098257,-0.8659127252298915
20,0.8677207346421907,-0.8677207340014845,-0.8677207345039836
21,0.8702376860380738,-0.8702376850692874,-0.8702376856717813
22,0.8731838313147742,-0.8731838299284924,-0.8731838306515594
23,0.876288098339299,-0.876288096444469,-0.876288097311354
24,0.8793022464331356,-0.8793022439427749,-0.8793022449787224
25,0.8820125246787001,-0.8820125215160017,-0.8820125227472824
26,0.8842482813032226,-0.8842482774076285,-0.8842482788602526
27,0.8858871968176163,-0.8858871921503302,-0.8858871938485312
28,0.8868570495564876,-0.8868570441049874,-0.886857046069544
29,0.8871341538341385,-0.8871341476153211,-0.8871341498617963
30,0.8867388226643366,-0.8867388157260414,-0.886738818263062
31,0.885728385061323,-0.8857283774821271,-0.885728380309795
32,0.8841884211265795,-0.8841884130138634,-0.8841884161223843
33,0.8822229586480942,-0.8822229501345218,-0.8822229535031503
34,0.8799443990290098,-0.879944390267655,-0.8799443938640344
35,0.8774639085249529,-0.8774638996833413,-0.8774639034632861
36,0.8748829276839021,-0.8748829189373128,-0.8748829228450882
37,0.8722863259573689,-0.8722863174817304,-0.8722863214508779
38,0.8697375710652271,-0.8697375630298869,-0.8697375669846147
39,0.8672761071999096,-0.86727609976061,-0.867276103617735
40,0.8649169567356649,-0.8649169500279363,-0.8649169536994306
41,0.862652390614026,-0.8626523847472728,-0.862652388143292
42,0.8604553654210882,-0.8604553604735322,-0.8604553635059419
43,0.8582843104022839,-0.8582843064169656,-0.8582843090032102
44,0.8560887722676477,-0.856088769249648,-0.8560887713168305
45,0.8538153931593082,-0.8538153910743385,-0.8538153925633277
46,0.8514137075638267,-0.8514137063382987,-0.8514137072076571
47,0.8488412938788583,-0.8488412934015026,-0.8488412936309692
48,0.8460678995095068,-0.8460678996345566,-0.8460678992278723
49,0.8430782662576962,-0.8430782668096034,-0.843078265796455
50,0.8398735054214501,-0.8398735062009799,-0.8398735046378281
51,0.8364709989096292,-0.8364709997011343,-0.8364709976708116
