step,Z_site1,Z_site4,Z_site8
0,1.0,-1.0,-1.0
1,0.960431161671703,-0.9604311616717038,-0.9604311616717054
2,0.8479186647108675,-0.8479329056416574,-0.8479329056416586
3,0.6797245100577989,-0.6797958951219363,-0.6797958951219358
4,0.4805740422418523,-0.4807573957374556,-0.480757395737451
5,0.27771133142912985,-0.2780336360914895,-0.27803363609148257
6,0.09583721205761797,-0.09626412750871216,-0.0962641275087058
7,-0.046937072940263835,0.04649843375020618,0.04649843375021566
8,-0.14136465300158213,0.14101913389759274,0.14101913389760487
9,-0.18731682619598444,0.18711458025251887,0.18711458025252856
10,-0.19224571010311192,0.1921375089188836,0.19213750891888637
11,-0.16843234759047276,0.16827998953899093,0.1682799895389957
12,-0.1297665846847516,0.12940999023947214,0.1294099902394783
13,-0.08879722060597822,0.0881456944872111,0.088145694487217
14,-0.05463195715513273,0.05373182191513326,0.05373182191513809
15,-0.03200299829681069,0.031045414719410025,0.031045414719415847
16,-0.021509793908502828,0.020772170629892117,0.02077217062989682
17,-0.0207780267396791,0.020522751751587853,0.02052275175159272
18,-0.02609682550603465,0.026468622038646528,0.026468622038654122
19,-0.034048942136874816,0.03501274974727597,0.03501274974728398
20,-0.042726659440288806,0.04407392856895792,0.044073928568965554
