step,Z_site1,Z_site4,Z_site8
0,1.0,-1.0,-1.0
1,0.9788548731945828,-0.9604311616722876,-0.9789163848975552
2,0.8933949816569238,-0.8479329780704861,-0.8935341265504987
3,0.7464182633976916,-0.6797961322051091,-0.7466554320963028
4,0.5603534248491706,-0.4807554040052806,-0.5607197614762264
5,0.3614963118940234,-0.27801646191514656,-0.36200387356360747
6,0.17500904894719382,-0.09619421680059442,-0.17562077791642905
7,0.02066730682546685,0.04669929741258094,-0.021295469778429915
8,-0.08982330786359642,0.1414810451278274,0.08927919201714882
9,-0.15358925425726008,0.18801929170787068,0.15318285099423945
10,-0.17554459588532165,0.19370311663528061,0.17523906825160465
11,-0.16601719073701707,0.17073059165678772,0.165690195452952
12,-0.13772952247292597,0.13293358191374616,0.13723221346397568
13,-0.1028596983908838,0.09284622382380664,0.10210233356511912
14,-0.07079727632943926,0.05958390050391027,0.06981686170029322
15,-0.0469780258802161,0.03786213141247896,0.045951489356379306
16,-0.03288639304462859,0.028196098660822178,0.03207950715651894
17,-0.02702643192823928,0.028046132276075553,0.026698305724992228
18,-0.02645299097119456,0.03348152244550556,0.026754809667551626
19,-0.028373111823284766,0.040870884003463004,0.029282640370906613
20,-0.03138107931739349,0.04817461798237688,0.03270254605811192
