t,z_ref_qutip,DOUBLEADAPTIVE,DOUBLEFIXED,SINGLE_SITE_TDVP,TWO_SITE_TDVP
0,1,1,1,1,1
0.01,0.998350933857533,0.9995069924790172,0.9983518412140409,0.9983509334566188,0.9983509334215777
0.02,0.9934149181036025,0.9960983711700733,0.993418742856492,0.9934149212235053,0.9934149209021568
0.03,0.9852254090535876,0.9894188460226224,0.9852308963956674,0.9852254201013754,0.985225418985611
0.04,0.9738378252983421,0.9795136917651067,0.9738443188188514,0.9738378413953539,0.9738378387268758
0.05,0.9593290065026266,0.9664498902259737,0.959335153286996,0.9593290303180699,0.9593290250860631
0.06,0.9417965013486623,0.9503154681477091,0.9418029033092276,0.9417965459837251,0.9417965369034773
0.07000000000000001,0.9213576864690142,0.9312186891385946,0.9213642803232948,0.9213577506728504,0.9213577361097383
0.08,0.8981486222683847,0.9092870522411084,0.8981563163364784,0.8981487193154406,0.8981486970767173
0.09,0.8723228558723238,0.884666101527573,0.8723323402673032,0.8723229822533772,0.8723229490983674
0.1,0.8440499430550982,0.8575180886707647,0.8440617211345866,0.8440501162717021,0.8440500668805113
0.11,0.8135139828089449,0.8280204833611374,0.813530421192743,0.8135142006051599,0.8135141255881736
0.12,0.7809118818155679,0.7963643687423728,0.7809311994342667,0.7809121561076057,0.7809120384267326
0.13,0.7464515892646999,0.7627527281396386,0.7464730060287051,0.7464519869967992,0.7464517959004753
0.14,0.7103503554683835,0.727398647802904,0.7103743299494907,0.7103509455390697,0.710350626786602
0.15,0.6728327347485888,0.6905234466816708,0.6728606127530713,0.6728336407049558,0.672833101475608
0.16,0.634128732095898,0.652354745365435,0.6341638137309731,0.6341301122,0.6341291986572238
0.17,0.5944717812368173,0.6131245182298268,0.5945182910233073,0.5944738913510502,0.5944723563757575
0.18,0.5540968385786564,0.5730671475805866,0.5541566899177097,0.5541000701088344,0.5540975282460536
0.19,0.5132384516407416,0.5324174959858285,0.5133115607991006,0.5132433989183153,0.513239265121493
0.2,0.4721288939881791,0.4914090135530289,0.4722146227217038,0.4721364334201252,0.4721298417528985
0.21,0.4309963535392841,0.450271899801395,0.4310945608976873,0.4310077488945396,0.4309974469900919
