gamma,method,t,meanZ1,meanZ2,varZ1,varZ2,theory_mean,theory_var
0.1,standard,39.0,0.2,0.4,0.9600000000000002,0.8399999999999999,1.6788275299956603e-7,0.9999999999999718
0.1,standard,40.0,-0.2,0.2,0.96,0.9600000000000002,1.1253517471925912e-7,0.9999999999999873
0.1,standard,41.0,-0.4,-0.2,0.8400000000000001,0.96,7.543458349844232e-8,0.9999999999999943
0.1,standard,42.0,-0.4,-0.4,0.8400000000000001,0.8400000000000001,5.05653134833552e-8,0.9999999999999974
0.1,standard,43.0,-0.2,-0.4,0.96,0.8400000000000001,3.389494326196924e-8,0.9999999999999989
0.1,standard,44.0,-0.2,-0.2,0.96,0.96,2.2720459927738556e-8,0.9999999999999994
0.1,standard,45.0,-0.2,0.0,0.96,1.0,1.522997974471263e-8,0.9999999999999998
0.1,standard,46.0,0.0,0.0,1.0,1.0,1.0208960723597601e-8,0.9999999999999999
0.1,standard,47.0,-0.2,0.4,0.96,0.8399999999999999,6.843271022217988e-9,1.0
0.1,standard,48.0,-0.2,0.2,0.96,0.9600000000000002,4.587181746647508e-9,1.0
0.1,standard,49.0,-0.2,0.6,0.96,0.6400000000000002,3.074879879586606e-9,1.0
0.1,standard,50.0,-0.2,0.4,0.96,0.8399999999999999,2.061153622438558e-9,1.0
0.1,standard,51.0,-0.2,0.4,0.96,0.8399999999999999,1.381632591079536e-9,1.0
0.1,standard,52.0,-0.2,0.0,0.9600000000000002,1.0,9.261360220567754e-10,1.0
0.1,standard,53.0,-0.4,0.6,0.8399999999999999,0.6400000000000001,6.208075409403602e-10,1.0
0.1,standard,54.0,-0.6,0.6,0.6400000000000002,0.6400000000000001,4.161397394224149e-10,1.0
0.1,standard,55.0,0.0,0.2,1.0,0.96,2.7894680928689246e-10,1.0
0.1,standard,56.0,0.0,0.2,1.0,0.96,1.8698363804268407e-10,1.0
0.1,standard,57.0,0.2,0.4,0.9600000000000002,0.8400000000000001,1.2533888086068347e-10,1.0
0.1,standard,58.0,0.2,0.4,0.9600000000000002,0.8400000000000001,8.401716438858868e-11,1.0
0.1,standard,59.0,0.2,0.4,0.9600000000000002,0.8400000000000001,5.631838950074272e-11,1.0
0.1,standard,60.0,0.4,0.2,0.8399999999999999,0.96,3.775134544279098e-11,1.0
0.1,standard,61.0,0.4,0.2,0.8399999999999999,0.9600000000000002,2.5305483615118915e-11,1.0
0.1,standard,62.0,0.6,0.2,0.6400000000000002,0.9600000000000002,1.6962772941840653e-11,1.0
0.1,standard,63.0,0.0,0.4,1.0,0.8399999999999999,1.1370486739266698e-11,1.0
0.1,standard,64.0,-0.2,0.0,0.9600000000000002,1.0,7.62186519451289e-12,1.0
0.1,standard,65.0,-0.2,0.0,0.9600000000000002,1.0,5.109089028063325e-12,1.0
0.1,standard,66.0,0.0,0.0,1.0,1.0,3.42472479249158e-12,1.0
0.1,standard,67.0,0.2,0.2,0.9600000000000002,0.9600000000000002,2.2956616805623547e-12,1.0
0.1,standard,68.0,-0.2,0.0,0.9600000000000002,1.0,1.5388280433968073e-12,1.0
0.1,standard,69.0,0.0,0.6,1.0,0.6400000000000001,1.0315072848906821e-12,1.0
0.1,standard,70.0,0.0,0.6,1.0,0.6400000000000001,6.914400106940203e-13,1.0
0.1,standard,71.0,0.0,0.8,1.0,0.3600000000000001,4.634860997992977e-13,1.0
0.1,standard,72.0,0.0,0.4,1.0,0.8399999999999999,3.1068402375434455e-13,1.0
0.1,standard,73.0,-0.2,0.2,0.9600000000000002,0.9600000000000002,2.0825772910554945e-13,1.0
0.1,standard,74.0,0.0,0.2,1.0,0.9600000000000002,1.395993305613098e-13,1.0
0.1,standard,75.0,0.0,0.2,1.0,0.9600000000000002,9.357622968840175e-14,1.0
0.1,standard,76.0,-0.2,0.2,0.96,0.9600000000000002,6.272602259257088e-14,1.0
0.1,standard,77.0,-0.2,0.2,0.96,0.9600000000000002,4.204651035188472e-14,1.0
0.1,standard,78.0,-0.4,0.0,0.8400000000000001,1.0,2.8184618754713292e-14,1.0
0.1,standard,79.0,-0.4,0.2,0.8400000000000001,0.9600000000000002,1.8892714941156384e-14,1.0
0.1,standard,80.0,-0.2,0.4,0.96,0.8399999999999999,1.2664165549094176e-14,1.0
0.1,standard,81.0,0.0,0.2,1.0,0.96,8.489044033871777e-15,1.0
0.1,standard,82.0,0.2,0.2,0.9600000000000002,0.96,5.6903763875834665e-15,1.0
0.1,standard,83.0,0.0,-0.2,1.0,0.9600000000000002,3.81437336208507e-15,1.0
0.1,standard,84.0,-0.4,0.2,0.8399999999999999,0.96,2.5568509276699837e-15,1.0
0.1,standard,85.0,-0.4,-0.4,0.8399999999999999,0.8399999999999999,1.713908431542013e-15,1.0
0.1,standard,86.0,0.0,0.0,1.0,1.0,1.1488671787321141e-15,1.0
0.1,standard,87.0,0.2,-0.2,0.96,0.9600000000000002,7.701087001365414e-16,1.0
0.1,standard,88.0,0.0,-0.2,1.0,0.9600000000000002,5.162192993279735e-16,1.0
0.1,standard,89.0,-0.2,-0.2,0.9600000000000002,0.9600000000000002,3.4603214449001314e-16,1.0
0.1,standard,90.0,-0.2,-0.4,0.9600000000000002,0.8399999999999999,2.319522830243569e-16,1.0
0.1,standard,91.0,0.0,0.0,1.0,1.0,1.554822650349588e-16,1.0
0.1,standard,92.0,0.0,0.0,1.0,1.0,1.0422287905595846e-16,1.0
0.1,standard,93.0,0.0,0.2,1.0,0.9600000000000002,6.986268508675704e-17,1.0
0.1,standard,94.0,-0.6,0.2,0.6400000000000002,0.9600000000000002,4.683035828352842e-17,1.0
0.1,standard,95.0,-0.6,0.0,0.6400000000000002,1.0,3.1391327920480296e-17,1.0
0.1,standard,96.0,-0.2,0.0,0.9600000000000002,1.0,2.1042236376776083e-17,1.0
0.1,standard,97.0,-0.4,0.4,0.8399999999999999,0.8399999999999999,1.4105032856773367e-17,1.0
0.1,standard,98.0,0.0,0.2,1.0,0.96,9.454886273886542e-18,1.0
