gamma,method,t,meanZ1,meanZ2,varZ1,varZ2,theory_mean,theory_var
0.1,standard,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.1,standard,1.0,0.63,0.63,0.6031000000000001,0.6031000000000001,0.6703200460356393,0.5506710358827784
0.1,standard,2.0,0.5,0.42,0.75,0.8235999999999999,0.44932896411722156,0.7981034820053446
0.1,standard,3.0,0.38,0.24,0.8555999999999995,0.9424,0.301194211912202,0.9092820467105875
0.1,standard,4.0,0.25,0.16,0.9375,0.9744,0.20189651799465538,0.9592377960216338
0.1,standard,5.0,0.2,0.08,0.9599999999999999,0.9936,0.1353352832366127,0.9816843611112658
0.1,standard,6.0,0.16,0.14,0.9744000000000002,0.9803999999999999,0.09071795328941247,0.99177025295098
0.1,standard,7.0,0.02,0.01,0.9996000000000003,0.9999000000000001,0.06081006262521795,0.996302136283517
0.1,standard,8.0,-0.06,-0.06,0.9964000000000002,0.9964000000000003,0.04076220397836621,0.998338442726826
0.1,standard,9.0,-0.09,-0.12,0.9918999999999996,0.9856000000000005,0.02732372244729256,0.9992534141916233
0.1,standard,10.0,-0.03,-0.16,0.9990999999999999,0.9744,0.01831563888873418,0.9996645373720975
0.1,standard,11.0,-0.03,-0.13,0.9990999999999999,0.9831000000000004,0.012277339903068436,0.9998492669249045
0.1,standard,12.0,0.07,-0.14,0.9951,0.9803999999999999,0.008229747049020023,0.9999322712635091
0.1,standard,13.0,0.07,-0.16,0.9951,0.9744,0.0055165644207607716,0.9999695675169916
0.1,standard,14.0,0.14,-0.15,0.9803999999999998,0.9775,0.003697863716482929,0.9999863258039343
0.1,standard,15.0,0.03,-0.09,0.9991,0.9918999999999996,0.0024787521766663585,0.9999938557876467
0.1,standard,16.0,-0.03,-0.04,0.9990999999999997,0.998400000000001,0.001661557273173934,0.999997239227428
0.1,standard,17.0,0.01,-0.11,0.9999000000000001,0.9879000000000002,0.0011137751478448024,0.99999875950492
0.1,standard,18.0,0.02,-0.01,0.9996000000000003,0.9999000000000001,0.0007465858083766792,0.9999994426096307
0.1,standard,19.0,-0.03,0.02,0.9990999999999999,0.9996000000000003,0.0005004514334406104,0.9999997495483628
0.1,standard,20.0,0.0,-0.11,1.0,0.9879000000000002,0.00033546262790251185,0.9999998874648253
0.1,standard,21.0,-0.02,-0.07,0.9996000000000003,0.9951,0.0002248673241788482,0.9999999494346865
0.1,standard,22.0,-0.07,0.06,0.9951000000000001,0.9964000000000002,0.0001507330750954765,0.99999997727954
0.1,standard,23.0,0.03,0.02,0.9990999999999997,0.9996000000000003,0.00010103940183709324,0.9999999897910393
0.1,standard,24.0,0.06,0.01,0.9964000000000002,0.9999000000000001,6.772873649085378e-5,0.9999999954128183
0.1,standard,25.0,0.06,0.0,0.9964000000000002,1.0,4.5399929762484854e-5,0.9999999979388464
0.1,standard,26.0,0.07,-0.03,0.9951,0.9990999999999999,3.0432483008403625e-5,0.9999999990738639
0.1,standard,27.0,0.04,0.02,0.9984000000000007,0.9996000000000004,2.0399503411171922e-5,0.9999999995838602
0.1,standard,28.0,0.04,-0.05,0.998400000000001,0.9975,1.3674196065680938e-5,0.9999999998130163
0.1,standard,29.0,0.03,-0.09,0.9990999999999999,0.9918999999999994,9.166087736247602e-6,0.9999999999159829
0.1,standard,30.0,0.04,0.03,0.9984000000000007,0.9990999999999997,6.14421235332821e-6,0.9999999999622486
0.1,standard,31.0,0.06,0.02,0.9964000000000003,0.9996000000000003,4.118588707535708e-6,0.9999999999830372
0.1,standard,32.0,0.08,0.03,0.9936000000000001,0.9990999999999999,2.7607725720371986e-6,0.9999999999923781
0.1,standard,33.0,-0.01,0.07,0.9998999999999998,0.9951,1.8506011975819048e-6,0.9999999999965753
0.1,standard,34.0,0.02,-0.03,0.9996000000000004,0.9990999999999997,1.2404950799567113e-6,0.9999999999984611
0.1,standard,35.0,0.11,-0.12,0.9879000000000002,0.9856000000000005,8.315287191035679e-7,0.9999999999993086
0.1,standard,36.0,0.05,-0.1,0.9974999999999998,0.9900000000000003,5.573903692694596e-7,0.9999999999996894
0.1,standard,37.0,-0.02,-0.04,0.9996000000000004,0.9984000000000007,3.73629937988526e-7,0.9999999999998604
0.1,standard,38.0,0.02,0.01,0.9996000000000003,0.9999000000000001,2.504516372327617e-7,0.9999999999999373
0.1,standard,39.0,-0.01,0.09,0.9999000000000001,0.9918999999999996,1.6788275299956603e-7,0.9999999999999718
0.1,standard,40.0,-0.02,0.07,0.9996000000000004,0.9951000000000001,1.1253517471925912e-7,0.9999999999999873
0.1,standard,41.0,-0.01,0.1,0.9998999999999998,0.9900000000000003,7.543458349844232e-8,0.9999999999999943
0.1,standard,42.0,-0.11,0.01,0.9879000000000002,0.9999000000000001,5.05653134833552e-8,0.9999999999999974
0.1,standard,43.0,-0.21,0.06,0.9558999999999996,0.9964000000000002,3.389494326196924e-8,0.9999999999999989
0.1,standard,44.0,-0.14,0.07,0.9803999999999999,0.9951000000000001,2.2720459927738556e-8,0.9999999999999994
0.1,standard,45.0,-0.1,0.01,0.9900000000000003,0.9999000000000001,1.522997974471263e-8,0.9999999999999998
0.1,standard,46.0,-0.02,0.06,0.9996000000000004,0.9964000000000002,1.0208960723597601e-8,0.9999999999999999
0.1,standard,47.0,0.0,0.11,1.0,0.9879000000000002,6.843271022217988e-9,1.0
0.1,standard,48.0,0.02,0.1,0.9996000000000004,0.9900000000000003,4.587181746647508e-9,1.0
0.1,standard,49.0,0.02,-0.02,0.9996000000000004,0.9996000000000002,3.074879879586606e-9,1.0
0.1,standard,50.0,0.01,0.03,0.9999000000000001,0.9990999999999999,2.061153622438558e-9,1.0
0.1,standard,51.0,-0.02,0.01,0.9996000000000002,0.9999000000000001,1.381632591079536e-9,1.0
0.1,standard,52.0,0.01,0.06,0.9999000000000001,0.9964000000000003,9.261360220567754e-10,1.0
0.1,standard,53.0,-0.02,0.1,0.9996000000000004,0.9900000000000002,6.208075409403602e-10,1.0
0.1,standard,54.0,0.03,0.09,0.9990999999999997,0.9918999999999997,4.161397394224149e-10,1.0
0.1,standard,55.0,0.05,0.03,0.9974999999999997,0.9990999999999999,2.7894680928689246e-10,1.0
0.1,standard,56.0,0.08,0.02,0.9936000000000001,0.9996000000000003,1.8698363804268407e-10,1.0
0.1,standard,57.0,0.04,0.03,0.9984000000000007,0.9990999999999997,1.2533888086068347e-10,1.0
0.1,standard,58.0,-0.02,-0.03,0.9996000000000003,0.9990999999999999,8.401716438858868e-11,1.0
0.1,standard,59.0,0.01,0.0,0.9999000000000001,1.0,5.631838950074272e-11,1.0
0.1,standard,60.0,0.0,0.02,1.0,0.9996000000000002,3.775134544279098e-11,1.0
0.1,standard,61.0,0.05,0.1,0.9975,0.99,2.5305483615118915e-11,1.0
0.1,standard,62.0,-0.03,0.03,0.9990999999999997,0.9991,1.6962772941840653e-11,1.0
0.1,standard,63.0,-0.04,0.08,0.998400000000001,0.9936,1.1370486739266698e-11,1.0
0.1,standard,64.0,-0.07,0.09,0.9951,0.9918999999999994,7.62186519451289e-12,1.0
0.1,standard,65.0,-0.05,0.07,0.9975,0.9951,5.109089028063325e-12,1.0
0.1,standard,66.0,-0.02,0.03,0.9996000000000003,0.9990999999999999,3.42472479249158e-12,1.0
0.1,standard,67.0,-0.02,0.04,0.9996000000000002,0.998400000000001,2.2956616805623547e-12,1.0
0.1,standard,68.0,-0.1,0.09,0.9900000000000003,0.9918999999999996,1.5388280433968073e-12,1.0
0.1,standard,69.0,0.0,0.07,1.0,0.9951,1.0315072848906821e-12,1.0
0.1,standard,70.0,0.04,0.08,0.998400000000001,0.9935999999999999,6.914400106940203e-13,1.0
0.1,standard,71.0,0.0,0.1,1.0,0.9900000000000003,4.634860997992977e-13,1.0
0.1,standard,72.0,-0.04,0.03,0.9984000000000007,0.9990999999999997,3.1068402375434455e-13,1.0
0.1,standard,73.0,-0.02,-0.01,0.9996000000000003,0.9999000000000001,2.0825772910554945e-13,1.0
0.1,standard,74.0,-0.03,-0.11,0.9990999999999997,0.9879000000000002,1.395993305613098e-13,1.0
0.1,standard,75.0,0.0,-0.1,1.0,0.9900000000000002,9.357622968840175e-14,1.0
0.1,standard,76.0,-0.03,-0.08,0.9990999999999999,0.9936,6.272602259257088e-14,1.0
0.1,standard,77.0,-0.03,-0.01,0.9991,0.9998999999999998,4.204651035188472e-14,1.0
0.1,standard,78.0,-0.01,-0.01,0.9999000000000001,0.9999,2.8184618754713292e-14,1.0
0.1,standard,79.0,0.08,-0.07,0.9935999999999999,0.9951000000000001,1.8892714941156384e-14,1.0
0.1,standard,80.0,0.08,-0.08,0.9935999999999999,0.9935999999999996,1.2664165549094176e-14,1.0
0.1,standard,81.0,0.2,-0.06,0.96,0.9964000000000002,8.489044033871777e-15,1.0
0.1,standard,82.0,0.23,-0.06,0.9470999999999995,0.9964000000000002,5.6903763875834665e-15,1.0
0.1,standard,83.0,0.1,0.03,0.9900000000000002,0.9990999999999999,3.81437336208507e-15,1.0
0.1,standard,84.0,0.08,0.01,0.9936,0.9999000000000001,2.5568509276699837e-15,1.0
0.1,standard,85.0,0.16,-0.07,0.9744,0.9951000000000001,1.713908431542013e-15,1.0
0.1,standard,86.0,0.06,-0.04,0.9964000000000002,0.9984000000000007,1.1488671787321141e-15,1.0
0.1,standard,87.0,0.03,-0.04,0.9990999999999997,0.9984000000000007,7.701087001365414e-16,1.0
0.1,standard,88.0,-0.01,0.03,0.9998999999999998,0.9990999999999999,5.162192993279735e-16,1.0
0.1,standard,89.0,-0.03,0.01,0.9990999999999997,0.9998999999999998,3.4603214449001314e-16,1.0
0.1,standard,90.0,-0.07,0.05,0.9951,0.9975,2.319522830243569e-16,1.0
0.1,standard,91.0,0.02,0.12,0.9996000000000003,0.9856000000000005,1.554822650349588e-16,1.0
0.1,standard,92.0,0.02,0.08,0.9996000000000003,0.9935999999999997,1.0422287905595846e-16,1.0
0.1,standard,93.0,0.05,-0.02,0.9974999999999997,0.9996000000000003,6.986268508675704e-17,1.0
0.1,standard,94.0,0.1,-0.04,0.9900000000000002,0.9984000000000007,4.683035828352842e-17,1.0
0.1,standard,95.0,0.08,-0.14,0.9935999999999999,0.9803999999999999,3.1391327920480296e-17,1.0
0.1,standard,96.0,0.08,0.01,0.9935999999999999,0.9998999999999998,2.1042236376776083e-17,1.0
0.1,standard,97.0,0.05,0.01,0.9975,0.9998999999999998,1.4105032856773367e-17,1.0
0.1,standard,98.0,0.09,0.02,0.9918999999999997,0.9996000000000003,9.454886273886542e-18,1.0
0.1,standard,99.0,0.1,0.07,0.9900000000000002,0.9951,6.33779980237337e-18,1.0
0.1,standard,100.0,0.06,0.09,0.9964000000000002,0.9918999999999994,4.248354255291589e-18,1.0
0.1,standard,101.0,0.05,0.11,0.9974999999999998,0.9879000000000002,2.847757019982746e-18,1.0
0.1,standard,102.0,0.03,0.05,0.9990999999999997,0.9974999999999998,1.908908616733152e-18,1.0
0.1,standard,103.0,0.09,0.02,0.9918999999999996,0.9996000000000002,1.2795797118463968e-18,1.0
0.1,standard,104.0,0.06,-0.1,0.9964000000000002,0.9900000000000003,8.57727931351148e-19,1.0
0.1,standard,105.0,0.05,-0.04,0.9975,0.9984000000000007,5.74952226429356e-19,1.0
