step,Z_site1,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8
0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9788548731107423,-0.9604311616709995,0.9604311616717048,-0.9604312846030523,0.9603694071205104,-0.9789163848975544
2,0.8934013607265471,-0.8479249435512627,0.8479249201440158,-0.8479355261134249,0.847166748446937,-0.8935280370977375
3,0.7464509815572703,-0.6797558656370961,0.6797556602216073,-0.6798612212463884,0.6770036842060987,-0.746623079536497
4,0.5604398357364372,-0.48065212556388687,0.4806512714199933,-0.4811165323601599,0.4743272622537982,-0.5606326466307646
5,0.361653706916006,-0.2778355979437387,0.2778331871258929,-0.27919015363731986,0.2665453164177577,-0.3618448640493443
6,0.1752280492434212,-0.09595693815701606,0.09595163566693915,-0.0990101757817966,0.0789223671342858,-0.17540337658390104
7,0.02091024296528352,0.0469366151151685,-0.04694633704604673,0.04119057134693199,-0.06959667334629038,-0.021066162943490084
8,-0.08960347583617881,0.14165191847938102,-0.1416673196272376,0.13221275711969627,-0.16884131994552865,0.08946154988780355
9,-0.15341816552042498,0.18808418217621303,-0.18810565862197687,0.17416557569226437,-0.21786144193595214,0.15328043187685222
10,-0.17540264625299337,0.19367577136454883,-0.19370233639743428,0.17490907175822512,-0.22356024762575588,0.17526039886692407
11,-0.16583973898014678,0.17067542544143438,-0.17070457003101774,0.1472503958379493,-0.19806054476836904,0.16568948631827407
12,-0.13743541022206918,0.13293271994142958,-0.13296092895235484,0.10565059920313796,-0.15552549982394115,0.13728019840946376
13,-0.10239655106667987,0.09295366145386674,-0.09297765077534237,0.06318835653732147,-0.1091595521350574,0.10224436915045171
14,-0.07018268288583997,0.05979288066254679,-0.05981126547119531,0.029368409625571745,-0.06897593770131694,0.0700429902329701
15,-0.0463166350456101,0.03810449711863079,-0.03811927106499835,0.009102156589277266,-0.04067472784194387,0.04619659390986019
16,-0.03235181784384384,0.028373625519792278,-0.028390737202211302,0.0028867161650001916,-0.02568544157450331,0.03225363784360294
17,-0.026809354243339453,0.02807569140892524,-0.028104259750993454,0.007937681042348155,-0.02215983039546865,0.026729500146661818
18,-0.026690348374831068,0.03332965236147062,-0.033379882199144506,0.019852490012357782,-0.02651709408559294,0.026620602693619953
19,-0.0290851217603908,0.040561796072179024,-0.040642195976353435,0.03432866653096267,-0.03508095354985369,0.029014923172262994
20,-0.032447172370058314,0.04777167802712662,-0.04788648878307189,0.04852601318251315,-0.045400845687339375,0.03236638825243118
21,-0.03724063066121149,0.05514708918921596,-0.05529478336631388,0.06180453290620441,-0.0569817166772435,0.037141944813872424
22,-0.0458543462817107,0.06495551940213307,-0.06512888761874319,0.07574141620046171,-0.07131273559291862,0.04573467231095614
23,-0.061856836140946204,0.08080259923698552,-0.08099045774876601,0.09349236954361939,-0.09124833201933458,0.06171751764034521
24,-0.08881312072572077,0.10647149765463348,-0.10666158917633461,0.11869291885679245,-0.11993286827155575,0.08865905943019142
25,-0.12897900501763937,0.14463363889714187,-0.144815949835769,0.15418283978647784,-0.1595578021309213,0.12881715959656276
26,-0.1822192144016958,0.19574653299519396,-0.19591607536415878,0.20087290014798653,-0.2102825131456657,0.18205703383987834
27,-0.245455967334058,0.2574241441912859,-0.2575823104969038,0.25704949764802476,-0.2696236751635377,0.24530021949323386
28,-0.312844864696325,0.32447631622211587,-0.3246302578523952,0.31832613327680004,-0.332519149068409,0.3127010438094458
29,-0.3767087844553312,0.38967213976824755,-0.38983221114074496,0.3783082197686621,-0.39211341515009146,0.3765809659735995
30,-0.42906603473932886,0.4451071672826938,-0.44528315794425516,0.42986102188060277,-0.44112294207037867,0.42895684835563774
31,-0.4634084309585868,0.48388085752093274,-0.4840782476665798,0.4666959614016909,-0.47346534176737115,0.46331884125506584
32,-0.47626938615041253,0.5016662496857451,-0.5018838367515388,0.48486615290180834,-0.4857251498849037,0.4761981935838077
33,-0.4681205882526622,0.49772910000857506,-0.4979589619099226,0.4837374857740272,-0.4780257696527232,0.4680638702504387
34,-0.44327582881301775,0.47506200394252496,-0.47529198825726215,0.4661087240217821,-0.4540043045906787,0.4432267562840636
35,-0.4087455155030219,0.4395326892131492,-0.43975070394443516,0.437383958629777,-0.4198270317495965,0.4086949611906357
36,-0.3723042140665283,0.3982426241623108,-0.39844127772382837,0.40399119715586707,-0.3824735121129018,0.372242286130095
37,-0.340296697251824,0.357549400938037,-0.3577292837465328,0.371490728713914,-0.3477584222833499,0.3402148986060306
38,-0.3158115698091135,0.32132243117671666,-0.3214927028091091,0.3429276092344342,-0.31865875286316847,0.31570491378042337
39,-0.29774906235725845,0.28992726145165726,-0.29010314427842954,0.31790782654136795,-0.29442769359429977,0.29761737000409216
40,-0.281039418260593,0.2602011326014872,-0.26039910598117155,0.2926498323424731,-0.27073880394799,0.28088725859665975
41,-0.2579364160167738,0.22638847057014955,-0.22662092697562486,0.2609768999055847,-0.2408088610921555,0.25777163008489146
42,-0.2200362270454314,0.18176006764987573,-0.18203147698982436,0.2159769878723603,-0.1972006173490276,0.2198674829725661
43,-0.16052980173895864,0.12051134156869092,-0.12081738580294876,0.1519291418939973,-0.1338732543071034,0.16036394550180677
44,-0.07619261505284072,0.039524630837749486,-0.03985454126570093,0.06607967553225996,-0.048033039081435136,0.07603260780338075
45,0.03129550078795534,-0.060356007588209415,0.06001499907003616,-0.04009307839199616,0.058598047712169976,-0.03145149533756647
46,0.15497528818249118,-0.1737964343741204,0.17345442455065235,-0.16039860245367976,0.17937168770181583,-0.15513346131181702
47,0.28329883382883786,-0.29134122925750705,0.29100259490262154,-0.2843996278393504,0.3033030402030071,-0.28346809595176925
48,0.40182858687172884,-0.4006921934917925,0.40035517580981217,-0.3988327545216266,0.41663542191787983,-0.4020181958520796
49,0.49568424050400306,-0.4887310077015672,0.48838976342768825,-0.4897978499466087,0.505153340277232,-0.4959013313281033
50,0.5522836030520337,-0.5439283909066096,0.5435763551022603,-0.545323148122168,0.5568194538178999,-0.5525312801534126
51,0.5638047330868566,-0.5586394769061374,0.5582724735691474,-0.5577664781243941,0.5641830549863289,-0.5640812273109505
52,0.52881623990313,-0.5307613329537925,0.5303791474722983,-0.5254987443490459,0.5260137924759243,-0.5291153117592381
53,0.4527002983318303,-0.4643553841599698,0.4639613030028935,-0.4534619543039986,0.447775142289911,-0.4530126873111428
54,0.34678289864963996,-0.36908488222288427,0.36868365245340884,-0.35246303535729645,0.34082584725733167,-0.3470983207968285
55,0.22639397879462447,-0.2586047937542033,0.25820015349894987,-0.2373682770575079,0.22053674245943355,-0.22670307393436095
56,0.10830786782897688,-0.14827601215454012,0.14786909053211522,-0.12460542460999097,0.1037428020811047,-0.10860360683056071
57,0.008102961128511112,-0.052694285839092414,0.052283696632951904,-0.029499208927896314,0.006058041354731203,-0.008381259854185353
58,-0.06207193825138914,0.01648698530690479,-0.016903410721275103,0.03604868524366911,-0.06044316160207569,0.0618123971524558
59,-0.09498395039397611,0.0520731610855647,-0.052495911970544484,0.06514175223923047,-0.08879824157344496,0.09474248078958064
60,-0.08889745400635424,0.05198316932738922,-0.052409175688924,0.05651403470611149,-0.07777779072367924,0.08867236659280472
61,-0.04726613414412913,0.019019326043877238,-0.019441711550097163,0.0141720300162822,-0.03153893122751894,0.04705556058308206
62,0.02230777490700924,-0.040111217260439425,0.039701476774892275,-0.05379202529581717,0.04153585407148114,-0.022505596295343416
63,0.10959047574580949,-0.11626331933401857,0.11587444956980292,-0.13691406005626539,0.13052797779876862,-0.10977760905388502
64,0.20340034647292246,-0.19947938697603512,0.19911576525050934,-0.2242135106838934,0.2238388577737057,-0.2035800912148806
65,0.2931532656995022,-0.2804449521128759,0.2801051476331792,-0.30580797554562034,0.3108538516175225,-0.29333113307113096
66,0.37003149291942194,-0.3515232273823352,0.35119984229603873,-0.37400464869976935,0.3831394756505803,-0.3702156300096242
67,0.42765569112020624,-0.4072550053794226,0.40693632667802415,-0.42375652685256027,0.43504563210809644,-0.4278563302043922
68,0.4622720369216926,-0.4443644349828298,0.444037299069155,-0.45255501949932775,0.4637454738362365,-0.4624999327188392
69,0.47256617160346154,-0.4614268778466522,0.46107983103053246,-0.45995900689304947,0.4688643858439197,-0.47283039325814247
70,0.45924940087662186,-0.45839211488460074,0.4580179665354971,-0.44698962519968083,0.45188857185937037,-0.45955508619484997
71,0.4245323926718387,-0.4361137876813977,0.4357109284627442,-0.41555666764729454,0.4155065154789619,-0.4248790927419822
72,0.3715472429152571,-0.3959552852377942,0.39552756371110753,-0.3679813957734582,0.362967396324521,-0.371928346928049
73,0.3037520435113379,-0.3394818163131774,0.33903720772106327,-0.30661180182715375,0.2974965482574032,-0.3041555567658292
74,0.22437991496777143,-0.2682451936941559,0.26779383384542976,-0.23352970467428558,0.22182016248065517,-0.2247905872445473
